0|arte astratta
11F41|Madonna: Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino stretto al seno
11F411|Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino davanti a lei
11F4111|Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino in piedi davanti a lei
11F4112|Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino seduto davanti a le
11F41121|'Nikopoia' ~ Madonna
11F4113|Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino disteso davanti a lei
11F412|Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino in braccio
11F4121|Maria Vergine in piedi (a figura intera o a mezza figura),con Gesù Bambino in piedi in braccio
11F4122|Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino seduto in braccio
11F41221|'Hodegetria' ~ Madonna
11F41222|'Dexiocratousa' ~ Madonna
11F41223|'Eleousa', 'Glykophilousa' ~ Madonna
11F4123|Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino disteso sul braccio
11F41231|'Galaktotrophousa' ~ Madonna
11F413|tipologie specifiche di Madonna in piedi (a figura intera o a mezza figura), senza altri personaggi
11F4131|'Platytera', ovvero Maria Vergine in posizione orante con Gesù Bambino in un clipeo posto davanti a lei
11F41311|Maria Vergine, generalmente con Gesù Bambino, in posizione orante nella fontana (della vita)
11F4132|Madonna (nella mandorla) sulla mezzaluna (chiamata talvolta la Regina del Cielo)
11F4133|Gesù Bambino combatte il drago in braccio a Maria Vergine
11F4134|Madonna della Vittoria, trionfante, p.es. sul Protestantesimo
11F4135|'Marianum', Madonna in un'aureola o in una mandorla contornata dal rosario, Maria in Gloria
11F4136|Madonna sulla colonna, 'Mariensäule'
11F4137|Madonna in piedi (o seduta) sul leone (di Giuda)
11F42|Madonna: Maria Vergine seduta o in trono, con Gesù Bambino in grembo (o davanti al seno) (Maria Vergine è talvolta rappresentata a mezza figura)
11F421|Maria Vergine seduta o in trono, con Gesù Bambino davanti a lei in grembo (o davanti al seno)
11F4211|Maria Vergine seduta o in trono, con Gesù Bambino in piedi davanti a lei in grembo (o davanti al seno)
11F4212|Maria Vergine seduta o in trono, Gesù Bambino seduto davanti a lei
11F42121|'Sedes Sapientiae'
11F42122|Madonna con il Bambino (o la sola Maria Vergine) sul trono di Salomone, in qualche caso attorniata dalle virtù
11F4213|Maria Vergine seduta o in trono, con Gesù Bambino disteso davanti a lei, talvolta in posizione che richiama la Pietà
11F422|Maria Vergine seduta o in trono, con Gesù Bambino sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine)
11F4221|Maria Vergine seduta o in trono, con Gesù Bambino in piedi sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine)
11F4222|Maria Vergine seduta o in trono, con Gesù Bambino seduto sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine)
11F4223|Maria Vergine seduta o in trono, con Gesù Bambino disteso sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine)
11F423|tipologie specifiche di Madonna seduta o in trono (senza altri)
11F4231|Madonna nel giardino di rose, 'Paradiesgartlein'; Madonna del Roseto
11F4232|Madonna entro una ghirlanda di fiori (o frutta)
11F4233|Madonna sull'albero
11F43|Madonna: Maria Vergine seduta a terra, con Gesù Bambino in grembo
11F431|Maria Vergine seduta al suolo, con Gesù Bambino in grembo davanti a lei
11F4311|Maria Vergine seduta al suolo, con Gesù Bambino in piedi in grembo davanti a lei
11F4312|Maria Vergine seduta al suolo, con Gesù Bambino seduto in grembo davanti a lei
11F4313|Maria Vergine seduta al suolo, con Gesù Bambino disteso in grembo davanti a lei
11F43131|Madonna dell'Umiltà, ovvero Maria Vergine che allatta Gesù Bambino seduta al suolo
11F4314|Maria Vergine seduta al suolo, con il Bambino davanti a lei, in ginocchio, in grembo
11F432|Maria Vergine seduta al suolo, con Gesù Bambino in grembo o sulle ginocchia (Gesù Bambino alla sinistra di Maria)
11F4321|Maria Vergine seduta al suolo, con Gesù Bambino in piedi o nell'atto di muovere un passo in grembo o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria)
11F4322|Maria Vergine seduta al suolo, con Gesù Bambino seduto in grembo o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria)
11F4323|Maria Vergine seduta al suolo, con Gesù Bambino disteso in grembo o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria)
11F4324|Maria Vergine seduta al suolo, con Gesù Bambino in ginocchio, in grembo alla Vergine o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria)
11F44|Madonna: Maria Vergine in piedi con Gesù Bambino (liberamente in piedi o chinato verso di lei)
11F441|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei)
11F4411|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino in piedi
11F4412|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino seduto
11F4413|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi); Gesù Bambino disteso
11F4414|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi); Gesù Bambino in ginocchio
11F442|Maria Vergine in piedi con Gesù Bambino vicino a lei (liberamente in piedi o chinato verso di lei)
11F4421|Maria Vergine in piedi con Gesù Bambino vicino a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino in piedi
11F4422|Maria Vergine in piedi con Gesù Bambino vicino a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino seduto
11F4423|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi); Gesù Bambino disteso
11F4424|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino in ginocchio
11F45|Maria Vergine in ginocchio (a terra), con Gesù Bambino davanti a lei
11F451|Maria Vergine in ginocchio (a terra), con il Bambino in piedi davanti a lei
11F452|Maria Vergine in ginocchio (a terra), con il Bambino seduto davanti a lei
11F453|Maria Vergine in ginocchio (a terra), con il Bambino disteso davanti a lei
11F454|Maria Vergine in ginocchio (a terra), con il Bambino in ginocchio davanti a lei
11F46|Gesù Bambino seduto sulle spalle di Maria Vergine
11F461|Maria Vergine in piedi, Gesù Bambino seduto sulle sue spalle
11F462|Maria Vergine seduta o in trono, Gesù Bambino seduto sulle sue spalle
11F463|Maria Vergine seduta al suolo, Gesù Bambino seduto sulle sue spalle
11F464|Maria Vergine in ginocchio, Gesù Bambino seduto sulle sue spalle
11F5|Madonna (Maria Vergine con Gesù Bambino) raffigurata nel cielo o sulle nuvole
11F6|Madonna (Maria Vergine con Gesù Bambino) accompagnata o attorniata da altri personaggi
11F61|Madonna e santi
11F611|Sacra Conversazione
11F612|'Ueber dich freut sich'
11F62|tipologie specifiche raffiguranti la Madonna con altri personaggi
11F621|'Regina Coeli', 'Regina Angelorum', Maestà ~ Madonna
11F6211|'Regina Coeli', 'Regina Angelorum', Maestà, con San Giovanni Battista
11F622|'Virgo inter Virgines'
11F623|Madonna del Rosario (anche senza altre figure)
11F624|Madonna della Misericordia, 'Mater Misericordiae', 'Schutzmantelmadonna', 'Schutzmantelmaria'
11F63|Madonna (o Maria Vergine senza Gesù Bambino) come patrona o protettrice, p.es. di una confraternita o di un ordine laico
11F7|specifiche iconografie ~ rappresentazioni della Madonna (N.B. da usarsi soltanto come codice secondario)
11F71|specifiche iconografie di Gesù Bambino ~ rappresentazioni della Madonna (N.B. da usarsi soltanto come codice secondario)
11F711|Gesù Bambino in atto di parlare o benedire ~ rappresentazioni della Madonna
11F712|Gesù Bambino in atto di guardare fuori dal quadro ~ rappresentazioni della Madonna
11F713|Gesù Bambino in atto di volgersi verso santo/i o donatore/i ~ rappresentazioni della Madonna
11F714|Gesù Bambino in atto di dormire ~ rappresentazioni della Madonna
11F715|Gesù Bambino in atto di tenere qualcosa in mano, p.es. mela, uccello, ciliege, crocifisso, uva, mulino a vento di carta ~ rappresentazioni della Madonna
11F7151|Gesù Bambino in atto di porgere qualcosa a qualcuno ~ rappresentazioni della Madonna
11F7152|Gesù Bambino in atto di accettare, di protendersi verso qualcosa ~ rappresentazioni della Madonna
11F716|Gesù Bambino in atto di mangiare ~ rappresentazioni della Madonna
11F717|Gesù Bambino in atto di giocare ~ rappresentazioni della Madonna
11F7171|Gesù Bambino in atto di giocare con gli angeli ~ rappresentazioni della Madonna
11F7172|Gesù Bambino in atto di giocare con l'agnello ~ rappresentazioni della Madonna
11F72|specifiche iconografie di Gesù Bambino e Maria Vergine ~ rappresentazioni della Madonna
11F721|Gesù Bambino guarda o si rivolge a Maria Vergine ~ rappresentazioni della Madonna
11F722|Gesù Bambino si protende verso Maria Vergine, le mostra qualcosa ~ rappresentazioni della Madonna
11F723|Gesù Bambino in atto di sollevare il velo di Maria Vergine, afferrarsi alla sua veste, posare le mani sul suo seno ~ rappresentazioni della Madonna
11F724|Gesù Bambino le getta il/le braccio/a al collo ~ rappresentazioni della Madonna
11F725|Gesù Bambino guancia a guancia con Maria Vergine, o in atto di baciarla ~ rappresentazioni della Madonna
11F726|Gesù Bambino succhia il seno, o sta per initiare, p.es. con Maria Vergine in atto di scoprirsi il seno ~ rappresentazioni della Madonna
11F7261|'ablactatio', Gesù Bambino rappresentato mentre non succhia il latte, Maria ha il seno scoperto ~ rappresentazioni della Madonna
11F7269|Gesù Bambino rifiuta di succhiare il seno di Maria ~ rappresentazioni della Madonna
11F727|Maria Vergine regge il calamaio, mentre Gesù Bambino scrive ~ rappresentazioni della Madonna
11F728|Gesù Bambino incorona Maria Vergine ~ rappresentazioni della Madonna
11F73|specifiche iconografie di Maria Vergine ~ rappresentazioni della Madonna (N.B. soltanto come codice secondario)
11F731|Maria Vergine regge qualcosa, p.es. una mela, un grappolo d'uva, il crocifisso, il cardellino ~ rappresentazioni della Madonna
11F732|Maria Vergine seduta sui gradini o sulla scala ~ rappresentazioni della Madonna
11F74|altre specifiche iconografie in cui è rappresentata la Madonna
11F741|rappresentazioni della Madonna in cui è presente San Giovanni Battista bambino (N.B. soltanto come codice secondario)
11F8|miracoli, apparizioni e leggende ~ Maria Vergine
11F81|statue miracolose di Maria Vergine o della Madonna con Bambino
11F81(...)|statue miracolose di Maria Vergine o della Madonna con Bambino (col NOME)
11F82|apparizioni di Maria Vergine
11F83|leggende e miracoli ~ Maria Vergine
11F831|leggenda del monaco Teofilo, che aveva venduto l'anima al diavolo (leggenda relativa a Maria Vergine)
11F8311|penitenza di Teofilo (leggenda relativa a Maria Vergine)
11F832|la leggenda del giovane ebreo arso dopo aver preso l'ostia; viene salvato da Maria Vergine
11F833|Maria Vergine salva il bambino consacrato al diavolo
11F834|trasporto miracoloso della casa di Nazareth a Loreto (miracolo relativo a Maria Vergine)
11F9|devozione a Maria Vergine
11F91|il sacro cuore di Maria Vergine
11F92|reliquie di Maria Vergine
11FF25|'Mater Dolorosa' - FF - 'Mater Dolorosa', testa o busto
11FF251|Maria Vergine piangente - FF - 'Mater Dolorosa', testa o busto
11FF252|Maria Vergine trafitta da una spada - FF - 'Mater Dolorosa', testa o busto
11FF253|Maria Vergine con gli strumenti della Passione - FF - 'Mater Dolorosa', testa o busto
11FF412|Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino in braccio - FF - Gesù Bambino alla destra di Maria
11FF4121|Maria Vergine in piedi (a figura intera o a mezza figura),con Gesù Bambino in piedi in braccio - FF - Gesù Bambino alla destra di Maria
11FF4122|Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino seduto in braccio - FF - Gesù Bambino alla destra di Maria
11FF41223|'Eleousa', 'Glykophilousa' ~ Madonna - FF - Gesù Bambino alla destra di Maria
11FF4123|Maria Vergine in piedi (a figura intera o a mezza figura), con Gesù Bambino disteso sul braccio - FF - Gesù Bambino alla destra di Maria
11FF41231|'Galaktotrophousa' ~ Madonna - FF - Gesù Bambino alla destra di Maria
11FF422|Maria Vergine seduta o in trono, con Gesù Bambino sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine) - FF - Gesù Bambino alla destra di Maria Vergine
11FF4221|Maria Vergine seduta o in trono, con Gesù Bambino in piedi sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine) - FF - Gesù Bambino alla destra di Maria Vergine
11FF4222|Maria Vergine seduta o in trono, con Gesù Bambino seduto sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine) - FF - Gesù Bambino alla destra di Maria Vergine
11FF4223|Maria Vergine seduta o in trono, con Gesù Bambino disteso sulle ginocchia (Gesù Bambino alla sinistra di Maria Vergine) - FF - Gesù Bambino alla destra di Maria Vergine
11FF432|Maria Vergine seduta al suolo, con Gesù Bambino in grembo o sulle ginocchia (Gesù Bambino alla sinistra di Maria) - FF - Gesù Bambino alla destra di Maria
11FF4321|Maria Vergine seduta al suolo, con Gesù Bambino in piedi o nell'atto di muovere un passo in grembo o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria) - FF - Gesù Bambino alla destra di Maria
11FF4322|Maria Vergine seduta al suolo, con Gesù Bambino seduto in grembo o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria) - FF - Gesù Bambino alla destra di Maria
11FF4323|Maria Vergine seduta al suolo, con Gesù Bambino disteso in grembo o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria) - FF - Gesù Bambino alla destra di Maria
11FF4324|Maria Vergine seduta al suolo, con Gesù Bambino in ginocchio, in grembo alla Vergine o sulle sue ginocchia (Gesù Bambino alla sinistra di Maria) - FF - Gesù Bambino alla destra di Maria
11FF44|Madonna: Maria Vergine in piedi con Gesù Bambino (liberamente in piedi o chinato verso di lei) - FF - Maria Vergine seduta o in trono
11FF441|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei) - FF - Maria Vergine seduta o in trono
11FF4411|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino in piedi - FF - Maria Vergine seduta o in trono
11FF4412|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino seduto - FF - Maria Vergine seduta o in trono
11FF4413|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi); Gesù Bambino disteso - FF - Maria Vergine seduta o in trono
11FF4414|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi); Gesù Bambino in ginocchio - FF - Maria Vergine seduta o in trono
11FF442|Maria Vergine in piedi con Gesù Bambino vicino a lei (liberamente in piedi o chinato verso di lei) - FF - Maria Vergine seduta o in trono
11FF4421|Maria Vergine in piedi con Gesù Bambino vicino a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino in piedi - FF - Maria Vergine seduta o in trono
11FF4422|Maria Vergine in piedi con Gesù Bambino vicino a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino seduto - FF - Maria Vergine seduta o in trono
11FF4423|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi); Gesù Bambino disteso - FF - Maria Vergine seduta o in trono
11FF4424|Maria Vergine in piedi con Gesù Bambino davanti a lei (liberamente in piedi o chinato verso di lei); Gesù Bambino in ginocchio - FF - Maria Vergine seduta o in trono
11G|angeli
11G1|i nove cori angelici, le gerarchie angeliche
11G11|Serafini
11G12|Cherubini
11G13|Troni (che reggono troni) ~ gerarchie angeliche
11G14|Dominazioni (con scettro e la spada) ~ gerarchie angeliche
11G15|Virtù (que reggono strumenti della Passione) ~ gerarchie angeliche
11G16|Potestà (con la spada di fuoco) ~ gerarchie angeliche
11G17|Principati (con la spada, lo scettro e la croce) ~ gerarchie angeliche
11G18|i sette Arcangeli
11G181|gruppo di quattro Arcangeli
11G182|gruppo dei tre Arcangeli canonici: Michele, Gabriele e Raffaele
11G183|San Michele arcangelo (rappresentato in genere in armatura con la spada o la lancia)
11G1831|psychostasis, San Michele arcangelo pesa le anime sulla bilancia (e trafigge il diavolo)
11G1832|San Michele Arcangelo trasporta un'anima in Cielo
11G1833|San Michele Arcangelo rifiuta ad un'anima l'ingresso in Cielo
11G1834|apparizioni di San Michele arcangelo
11G18341|sul monte Gargano San Michele arcangelo appare a Gargano, vescovo di Siponte, che aveva tirato una freccia a un toro
