5|idee e concetti astratti
57A641|discrezione, modestia; 'Discretione', 'Modestia' (Ripa)
57A642|semplicità; 'Simplicità' (Ripa)
57A643|timidezza, diffidenza
57A644|sottomissione; 'Ossequio' (Ripa)
57A65|altruismo
57A66|serietà, gravità
57A661|spiritualizzazione
57A67|ragionevolezza
57A68|nobiltà; 'Nobiltà' (Ripa)
57A681|maestosità, imponenza; 'Gravità', 'Gravità nell'huomo' (Ripa)
57A682|magnificenza; 'Magnificenza' (Ripa)
57A69|santità; 'Santità' (Ripa)
57A7|benevolenza, beneficenza; 'Beneficio', 'Benevolenza o Affettione' (Ripa)
57A71|magnanimità; 'Grandezza e robustezza d'animo', 'Magnanimità' (Ripa)
57A72|tolleranza, sopportazione, longanimità; 'Longanimità', 'Toleranza' (Ripa)
57A73|indulgenza, clemenza; 'Clemenza', 'Clemenza e Moderatione', 'Indulgenza' (Ripa)
57A74|clemenza
57A741|perdono; 'Perdono' (Ripa)
57A75|pietà, misericordia, compassione; 'Compassione', 'Misericordia' (Ripa)
57A76|benevolenza
57A77|cordialità, gentilezza, affabilità; 'Affabilità, piacevolezza, amabilità', 'Animo piacevole, trattabile e amorevole', 'Benignità' (Ripa)
57A8|gratitudine; 'Gratitudine', 'Memoria grata de beneficii ricevuti' (Ripa)
57A9|umanità, cortesia; 'Cortesia', 'Humanità' (Ripa)
57AA|comportamento buono e cattivo, qualità morali (concetti opposti)
57AA1|cattivo comportamento
57AA2|evasione del dovere
57AA21|irresponsabilità
57AA3|mancanza di scrupolo
57AA4|sfacciataggine
57AA41|ostinazione
57AA5|impudenza, indecenza; 'Sfacciatagine' (Ripa)
57AA51|licenziosità, lascivia; 'Lascivia', 'Licenza' (Ripa)
57AA52|perversione
57AA53|scandalo, scandalosità; 'Scandolo' (Ripa)
57AA6|viziosità, cattiveria
57AA61|disonestà, falsità
57AA611|dissimulazione, ipocrisia; 'Hippocresia', 'Simulatione' (Ripa)
57AA612|insincerità
57AA6121|adulazione; 'Adulatione' (Ripa)
57AA6122|parassitismo
57AA613|furberia, ipocrisia; 'Astutia ingannevole' (Ripa)
57AA6131|astuzia, scaltrezza, furberia, disonestà, inganno
57AA614|infedeltà, malafede, 'Mala fide'
57AA6141|inattendibilità, slealtà
57AA6142|tradimento
57AA62|infedeltà, perfidia; 'Perfidia' (Ripa)
57AA621|inganno, frode; 'Fraude', 'Inganno' (Ripa)
57AA622|mendacia
57AA6221|bugia; 'Bugia' (Ripa)
57AA6222|burla, fandonia, notizia falsa
57AA6223|tranello, trappola; 'Insidia' (Ripa)
57AA6224|intrigo
57AA6225|falsificazione
57AA63|impurità
57AA64|superbia, alterigia; 'Alterezza in persona nata povera civile' (Ripa)
57AA641|immodestia
57AA642|sofisticazione
57AA643|civetteria
57AA644|arroganza; 'Arroganza' (Ripa)
57AA645|iattanza, vanagloria; 'Iattanza' (Ripa)
57AA646|presunzione
57AA647|hybris
57AA65|egoismo; 'Interesse', 'Interesse proprio' (Ripa)
57AA66|frivolezza
57AA661|mondanità; 'Appetito' (Ripa)
57AA67|irragionevolezza
57AA68|indegnità
57AA69|diabolicità
57AA7|malevolenza, malignità; 'Malevolenza', 'Malignità', 'Malvagità' (Ripa)
57AA71|illiberalità
57AA72|intolleranza
57AA73|inclemenza
57AA74|vendicatività
57AA741|vendetta, rappresaglia, ritorsione; 'Vendetta' (Ripa)
57AA75|spietatezza
57AA76|gelosia, invidia; 'Gelosia', 'Rammarico del ben'altrui' (Ripa)
57AA77|inimicizia
57AA8|ingratitudine; 'Ingratitudine' (Ripa)
57AA9|brutalità
57AA91|crudeltà, ferocia; 'Crudeltà', 'Ferocità' (Ripa)
57AA92|infamia; 'Sciagurataggine' (Ripa)
57B|giudizi relativi al comportamento
57B1|approvazione, lode, elogio; 'Lode' (Ripa)
57B11|premiare la virtù
57B2|rispetto, riverenza, stima
57B21|'Pietas'; 'Pietà' (Ripa)
57B3|giustificazione, difesa
57B31|attenuazione, mitigazione
57BB|giudizi relativi al comportamento (concetti opposti)
57BB1|disapprovazione, biasimo
57BB11|ammonimento, rimprovero; 'Riprensione', 'Riprensione giovevole' (Ripa)
57BB12|correzione; 'Correttione' (Ripa)
57BB13|punizione; 'Castigo', 'Pena', 'Punitione' (Ripa)
57BB131|punire la cattiveria
57BB14|condanna
57BB2|scherno, derisione, irriverenza; 'Derisione', 'Dispregio della Virtù' (Ripa)
57BB21|disprezzo
57BB211|disprezzo del Mondo; 'Dispregio del mondo', 'Disprezzo et Distruttione de i piaceri e cattivi affetti' (Ripa)
57BB22|insulto; 'Ingiuria', 'Offesa' (Ripa)
57BB23|ignominia
57BB24|umiliazione
57BB241|ironia
57BB242|sarcasmo
57BB25|calunnia, denigrazione; 'Biasimo vitioso', 'Calunnia', 'Detrattione', 'Maledicenza' (Ripa)
57BB251|Calunnia di Apelle
57BB3|accusa, incriminazione
58|creazione
58A|creazione e distruzione
58A1|creare, dare origine
58A2|procreazione
58A3|fertilità, produttività, fecondità; 'Fecondità' (Ripa)
58AA|creazione e distruzione (concetti opposti)
58AA1|distruzione
58AA11|estirpazione, sterminio
58AA12|autodistruzione
58AA2|non procreazione
58AA3|improduttività, infecondità, infertilità, fatica sprecata, lavoro inutile
58B|vitalità e mortalità
58B1|vitalità, energia vitale, forza vitale
58B11|germinazione
58B2|vita
58B21|vita umana; 'Vita humana', 'Vita inquieta', 'Vita e l'animo' (Ripa)
58B211|'Tabula Cebetis'
58B212|fontana della vita (non cristiana)
58B213|vita umana rappresentata da una nave
58B22|lotta per la vita
58B3|immortalità; 'Immortalità' (Ripa)
58B4|rinascita, rigenerazione
58B5|ereditarietà
58B6|istinto, indole, inclinazione naturale; 'Instinto naturale' (Ripa)
58BB|vitalità e mortalità (concetti opposti)
58BB1|mortalità, estinzione della vita
59|aspetti della condotta sociale
59A|uomo ~ comunità
59A1|socievolezza
59A2|raffinatezza, gusto
59A3|decenza, decoro; 'Decoro' (Ripa)
59A4|eleganza
59A5|ospitalità; 'Hospitalità' (Ripa)
59AA|uomo ~ comunità (concetti opposti)
59AA1|solitudine; 'Solitudine' (Ripa)
59AA2|cattivo gusto, maleducazione
59AA3|volgarità
59AA4|affettazione
59AA5|inospitalità
59B|posizione sociale
59B1|uomo qualsiasi, 'Elckerlyc'
59B2|avanzamento, promozione
59B3|reputazione, rinomanza; 'Splendore del nome' (Ripa)
59B31|onore, gloria; 'Ampiezza della Gloria', 'Gloria de prencipi', 'Gloria e Honore', 'Honore', 'Sublimità della Gloria' (Ripa)
59B32|fama; 'Fama', 'Fama buona', 'Fama chiara' (Ripa)
59B33|rispettabilità; 'Precedenza et Preminenza de titoli' (Ripa)
59B34|celebrità; 'Chiarezza' (Ripa)
59B4|dignità; 'Dignità' (Ripa)
59B41|regalità, maestà; 'Maestà regia', 'Regalità' (Ripa)
59B5|merito; 'Merito' (Ripa)
59BB|posizione sociale (concetti opposti)
59BB1|nessuno, 'Nemo'
59BB2|degradazione
59BB3|disonore, cattiva reputazione
59BB31|disgrazia; 'Infamia', 'Scorno' (Ripa)
59BB32|cattiva fama; 'Fama cattiva' (Ripa)
59BB33|ignobiltà, 'Vulgus'; 'Vulgo overo ignobilità' (Ripa)
59BB34|ignominia
59BB4|spregevolezza
59BB5|demerito
59C|giustizia e ingiustizia
59C1|mantenimento della legge
59C2|giustizia; 'Forza alla giustitia sottoposta', 'Giustitia', 'Giustitia retta', 'Giustitia rigorosa', 'Impietà e violenza soggetta alla giustitia' (Ripa)
59C21|uguaglianza, equità, imparzialità, rettitudine; 'Equalità', 'Equità', 'Giuditio giusto', 'Ordine dritto e giusto', 'Ugualità' (Ripa)
59C22|imparzialità
59C221|incorruttibilità
59C3|legalità
59CC|giustizia e ingiustizia (concetti opposti)
59CC1|violazione della legge
59CC2|ingiustizia; 'Ingiustitia' (Ripa)
59CC21|ineguaglianza, iniquità; 'Iniquità' (Ripa)
59CC211|arbitrarietà
59CC22|parzialità; 'Partialità' (Ripa)
59CC221|corruttibilità, venalità, corruzione
59CC3|illegalità
6|storia
61|eventi e situazioni storiche; personaggi storici
61A|eventi e situazioni storiche
61A(...)|eventi e situazioni storiche (con DATA)
61B|personaggi storici (ritratti ed episodi della vita)
61B1|personaggi storici anonimi
61B11|ritratti di personaggi storici anonimi
61B111|ritratti di personaggi storici anonimi senza altre figure
61B112|personaggi storici anonimi in un doppio ritratto
61B113|personaggi storici anonimi ritratti in un gruppo, in un ritratto di gruppo
61B12|episodi ~ personaggi storici anonimi
61B121|episodi in diretto riferimento alla vita o alla storia della vita
61B122|episodi immaginari ~ personaggi storici anonimi
61B2|personaggi storici
61B2(...)|personaggi storici (col NOME)
61B2(...)1|personaggi storici (col NOME) - personaggi storici ritratti
61B2(...)11|personaggi storici (col NOME) - personaggi storici (col NOME) ritratti senza altre figure
61B2(...)12|personaggi storici (col NOME) - personaggi storici (col NOME) in un doppio ritratto
61B2(...)13|personaggi storici (col NOME) - personaggi storici (col NOME) ritratti in un gruppo, in un ritratto di gruppo
61B2(...)2|personaggi storici (col NOME) - episodi ~ personaggi storici (col NOME del personaggio)
61B2(...)21|personaggi storici (col NOME) - episodi in diretto riferimento alla vita o alla storia della vita (col NOME del personaggio)
61B2(...)22|personaggi storici (col NOME) - episodi immaginari ~ personaggi storici (col NOME del personaggio)
61B2(...)3|personaggi storici (col NOME) - altre raffigurazioni alle quali possa essere riferito il NOME di un personaggio storico (col NOME del personaggio)
61BB|personaggi storici (ritratti ed episodi della vita) - BB - personaggi femminili
61BB1|personaggi storici anonimi - BB - personaggi femminili
61BB11|ritratti di personaggi storici anonimi - BB - personaggi femminili
61BB111|ritratti di personaggi storici anonimi senza altre figure - BB - personaggi femminili
61BB112|personaggi storici anonimi in un doppio ritratto - BB - personaggi femminili
61BB113|personaggi storici anonimi ritratti in un gruppo, in un ritratto di gruppo - BB - personaggi femminili
61BB12|episodi ~ personaggi storici anonimi - BB - personaggi femminili
61BB121|episodi in diretto riferimento alla vita o alla storia della vita - BB - personaggi femminili
61BB122|episodi immaginari ~ personaggi storici anonimi - BB - personaggi femminili
61BB2|personaggi storici - BB - personaggi femminili
61BB2(...)|personaggi storici (col NOME) - BB - personaggi femminili
61BB2(...)1|personaggi storici (col NOME) - BB - personaggi femminili - personaggi storici ritratti
61BB2(...)11|personaggi storici (col NOME) - BB - personaggi femminili - personaggi storici (col NOME) ritratti senza altre figure
61BB2(...)12|personaggi storici (col NOME) - BB - personaggi femminili - personaggi storici (col NOME) in un doppio ritratto
61BB2(...)13|personaggi storici (col NOME) - BB - personaggi femminili - personaggi storici (col NOME) ritratti in un gruppo, in un ritratto di gruppo
61BB2(...)2|personaggi storici (col NOME) - BB - personaggi femminili - episodi ~ personaggi storici (col NOME del personaggio)
61BB2(...)21|personaggi storici (col NOME) - BB - personaggi femminili - episodi in diretto riferimento alla vita o alla storia della vita (col NOME del personaggio)
61BB2(...)22|personaggi storici (col NOME) - BB - personaggi femminili - episodi immaginari ~ personaggi storici (col NOME del personaggio)
61BB2(...)3|personaggi storici (col NOME) - BB - personaggi femminili - altre raffigurazioni alle quali possa essere riferito il NOME di un personaggio storico (col NOME del personaggio)
61C|nomi propri di piante o animali
61C1|nomi propri di piante
61C1(...)|nomi propri di piante (col NOME)
61C2|nomi propri di animali
61C2(...)|nomi propri di animali (col NOME)
61D|nomi geografici di paesi, regioni, monti, fiumi, ecc.
61D(...)|nomi geografici di paesi, regioni, monti, fiumi, ecc. (eccetto nomi di città, cittadine, villaggi) (col NOME)
61E|nomi di città, cittadine e villaggi
61E(...)|nomi di città cittadine e villaggi (col NOME)
61F|nomi di edifici, luoghi, strade storiche, ecc.
61F(...)|nomi di edifici, luoghi, strade storiche, ecc. (col NOME)
61G|nome di manufatti e costruzioni
61G(...)|nome di manufatti e costruzioni (edifici esclusi) (col NOME)
61H|nomi di organizzazioni, compagnie, società, ecc.
61H(...)|nomi di organizzazioni, compagnie, società, ecc. (col NOME)
61I|nomi di eventi e situazioni storiche
61I(...)|nomi di eventi e situazioni storiche (col NOME)
61K|(altri) nomi storici
61K(...)|(altri) nomi storici (col NOME)
62|visioni del futuro
7|Bibbia (storie dal Vecchio e dal Nuovo Testamento)
71|Vecchio Testamento
71A|Genesi dalla creazione alla cacciata dal paradiso terrestre; ultimi anni di Adamo ed Eva
71A1|'In principio' l'ordinamento del caos
71A11|la terra informe e deserta
71A12|lo spirito di Dio aleggia sulle acque
71A2|i sei giorni della creazione
71A21|separazione della luce dalle tenebre
71A22|creazione del firmamento e divisione delle acque sopra e sotto di esso
71A23|si raccolgono le acque che sono sotto il firmamento; compare la terra asciutta e produce ogni genere di piante
71A231|creazione della vegetazione (esclusivamente)
71A24|creazione del sole, della luna e delle stelle
71A25|creazione degli animali
71A251|creazione degli uccelli e dei pesci
71A252|creazione degli animali terrestri
71A3|creazione dell'uomo; il Giardino di Eden
71A31|Dio plasma l'uomo dalla polvere
71A311|l'uomo (Adamo) prende vita: geralmente con la rappresentazione di Dio che gli tende la mano o gli inspira la vita nelle narici
71A32|Dio pianta il Giardino di Eden
71A321|Giardino di Eden, paradiso
71A3211|i quattro fiumi del paradiso (che nascono da una fonte)
71A32111|Pison (Phison)
71A32112|Geon (Ghicon)
71A32113|Tigri (Hiddekel)
71A32114|Eufrate
71A3212|l'albero della vita e l'albero della conoscenza del bene e del male
71A32121|l'albero della vita
71A32122|l'albero della conoscenza del bene e del male (i cui frutti, in genere mele o fichi, portano la morte); l'albero può essere custodito da un serpente
71A33|Adamo nel Giardino di Eden
71A331|Dio conduce Adamo nel paradiso
71A332|Dio parla ad Adamo
71A333|Adamo dà il nome agli animali
71A34|creazione di Eva
71A341|Dio toglie una costola dal fianco di Adamo addormentato
71A342|Eva viene plasmata dalla costola di Adamo
71A3421|Eva sorge dal corpo di Adamo
71A35|Adamo ed Eva in paradiso (prima della Caduta)
71A351|Dio conduce Eva da Adamo
71A352|Dio benedice Adamo ed Eva; istituzione del matrimonio
71A353|viene data ad Adamo la sovranità su tutte le cose create
71A354|il comandamento di prova: Dio avverte Adamo ed Eva di non mangiare frutti dall'albero della conoscenza del bene e del male
71A36|Dio si riposa nel settimo giorno
71A4|Tentazione e Caduta (Genesi) (in generale)
71A41|Tentazione e Caduta (scene con Eva senza altri personaggi)
71A411|il serpente cerca di persuadere Eva a prendere del frutto (in genere una mela)
71A412|Eva prende il frutto
71A42|Tentazione e Caduta (scene con Adamo ed Eva insieme)
71A421|Eva prende il frutto dal serpente (o dall'albero) alla presenza di Adamo (che talvolta è rappresentato nell'atto di fermarla)
71A422|Eva offre il frutto ad Adamo
71A4221|Eva offre un frutto ad Adamo e contemporaneamente ne prende dell'altro dal serpente (o dall'albero)
71A4222|Adamo stesso prende il frutto dall'albero
71A423|Adamo ed Eva tengono (e in qualche caso mangiano) il frutto
71A4231|Adamo (senza altri personaggi) tiene il frutto
71A4232|Eva (senza altri personaggi) tiene il frutto
71A424|Adamo ed Eva si accorgono di essere nudi; si coprono con le mani o con delle foglie
71A5|Adamo ed Eva in paradiso (dopo la Caduta)
71A51|Adamo e/o Eva vinti dal pentimento
71A52|Dio passeggia nel Giardino di Eden
71A521|Dio chiama Adamo ed Eva a rendere conto delle proprie azioni
71A522|Adamo ed Eva si nascondono da Dio
71A53|Adamo ed Eva rimproverati da Dio
71A531|Adamo (senza altri personaggi) rimproverato da Dio; Adamo incolpa Eva
71A532|Eva (senza altri personaggi) rimproverata da Dio; Eva incolpa il serpente
71A54|la punizione di Adamo ed Eva
71A541|Dio maledice il serpente, e lo condanna a mangiare polvere e a strisciare sul proprio ventre
71A542|punizione di Eva (senza altri personaggi)
71A543|punizione di Adamo (senza altri personaggi)
71A55|Adamo ed Eva vengono rivestiti da Dio
71A551|Adamo ed Eva ricevono gli arnesi, generalmente una vanga e un fuso
71A6|cacciata di Adamo ed Eva dal paradiso
71A61|Dio scaccia Adamo ed Eva dal paradiso e mette a guardia dell'albero della vita un angelo con una spada fiammeggiante
71A611|un angelo scaccia Adamo ed Eva dal paradiso con una spada (fiammeggiante)
71A62|Adamo ed Eva fuori da Eden, il cui ingresso è sorvegliato da un cherubino splendente
71A63|Adamo ed Eva fanno penitenza
71A631|bagno di purificazione di Adamo ed Eva
71A7|il lavoro di Adamo ed Eva; infanzia di Caino e Abele
71A71|Eva incinta
71A711|nascita di Caino
71A7111|bagno, purificazione rituale di Eva
71A712|nascita di Abele
71A7121|Adamo lava Abele aiutato da Caino
71A7122|Eva allatta Abele; Caino volta le spalle, ovvero la gelosia di Caino
71A72|Adamo (ed Eva) impegnati in attività agricole
71A721|Adamo impegnato in attività agricole, Eva fila, spesso con i bambini che giocano
71A722|Adamo impegnato in attività agricole, Eva allatta i bambini
71A723|un angelo istruisce Adamo nell' agricoltura
71A73|educazione di Caino e Abele
71A731|Caino e Abele imparano ad aiutare il padre; Caino nell'agricoltura, Abele nella pastorizia
71A732|Caino (senza altri personaggi) al lavoro, in attività agricole
71A733|Abele (senza altri personaggi) al lavoro, mentre pasce il gregge
71A8|storia di Caino e Abele
71A81|il sacrificio di Caino e Abele: Abele offre un agnello, Caino generalmente un fascio di spighe
71A811|compare Dio (o la mano di Dio) che benedice Abele
71A812|il fumo del sacrificio di Abele sale dritto verso il cielo, mentre il fumo dell'offerta di Caino scende verso il bass
71A8121|il fumo del sacrificio di Abele sale dritto verso il cielo, mentre Dio benedice Abele
71A813|un angelo riceve l'agnello di Abele, mentre può essere rappresentato un diavolo che aiuta Caino
71A814|l'offerta di Abele (senza altri personaggi)
71A815|l'offerta di Caino (senza altri personaggi)
71A82|l'uccisione di Abele: Caino lo colpisce con una pietra, una clava o una mascella, in alternativa con una spada o un altro arnese come arma
71A821|morte di Abele
71A822|Caino seppellisce Abele
71A823|Adamo ed Eva scoprono il corpo di Abele e si rattristano per la sua morte
71A824|Adamo ed Eva seppelliscono Abele
71A83|la maledizione e la fuga di Caino
71A831|il Signore chiama Caino a rendere conto delle sue azioni
71A8311|il sangue di Abele grida vendetta
71A832|la maledizione di Caino
71A8321|Dio impone un segno su Caino
71A833|la fuga di Caino
71A834|Caino penitente
71A84|ultimo periodo della vita di Caino
71A841|Caino e la sua famiglia
71A8411|nascita di Enoch
71A842|Caino costruisce la città di Enoch
71A9|ultimi anni e morte di Adamo ed Eva, e storia di Set (Gen. 4, 25-26; 5, 1-8)
71A91|vecchiaia e morte di Adamo ed Eva
71A911|nascita di Seth
71A912|morte di Adamo
71A9121|sepoltura di Adamo
71A9122|la tomba di Adamo
71A913|morte di Eva
71A92|storia di Seth
71B|Genesi dai discendenti di Caino e Set ad Abramo
71B1|i discendenti di Caino, i Cainiti
71B11|storia di Enoch, figlio di Caino
71B12|storia di Irad
71B13|storia di Mecuiael
71B14|storia di Metusael
71B15|storia di Lamech, figlio di Metusael
71B151|Lamech uccide Caino: Caino viene accidentalmente colpito a morte con una freccia dal cieco Lamech, che era assistito nella caccia da suo figlio Tubalcain
71B1511|Lamech adirato uccide Tubalcain
71B152|Lamech confessa alle mogli, Ada e Sella, di aver ucciso un uomo e un ragazzo (Caino e Tubalcain)
71B1521|Lamech viene biasimato o percosso dalle mogli
71B16|i figli di Lamech
71B161|storia di Iabal, il primo ad allevare il bestiame e ad abitare sotto le tende
71B162|storia di Iubal, padre di tutti i suonatori di cetra e di flauto
71B163|storia di Tubalcain, il primo fabbro
71B2|discendenti di Seth
71B21|storia di Enos
71B22|storia di Kenan
71B23|storia di Maalaleel
71B24|storia di Iared
71B25|storia di Enoch, figlio di Iared, che inventò le lettere e che fu il primo a dividere l'anno in stagioni e in dodici mesi
71B251|assunzione di Enoch
71B26|storia di Matusalemme
71B27|storia di Lamech, figlio di Matusalemme
71B271|nascita di Noè
71B3|storia di Noè
71B31|prima del Diluvio (Gen. 6, 1-14)
