5|abstrakte Ideen und Konzeptionen
56F13|Anziehung, Gefühl des Angezogenwerdens
56F131|Anziehungskraft
56F2|(Personifikationen und symbolische Darstellungen der) Liebe; Ripa: Amore (secondo Seneca)
56F21|nachbarschaftliche Liebe; Ripa: Amor del Prossimo
56F211|brüderliche Liebe
56F22|wechselseitige Liebe, erwiderte Liebe
56F23|Freundschaft; Ripa: Amicitia
56F231|treue Freundschaft; Ripa: Confermatione dell'Amicitia, Fede nell'Amicitia
56F232|Bruch der Freundschaft; Ripa: Amicitia senza giovamento
56F24|Eigenliebe; Ripa: Amor di se stesso
56F241|Narzißmus
56F25|Vorzüge der Liebe (Personifikationen und symbolische Darstellungen)
56F251|Vorzüge der Liebe: erste Serie
56F2511|Ripa: Riconciliatione d'amore
56F2512|Ripa: Giuditio overo inditio d'amore
56F2513|Ripa: Fermezza d'amore
56F2514|Ripa: Instabilità overo incostanza d'amore
56F2515|Ripa: Forza d'amore, Forza d'amore si nell'acqua come in terra
56F2516|Ripa: Tentatione d'amore
56F2517|Ripa: Fortuna giovevole ad amore
56F2518|Ripa: Passione d'amore
56F2519|Ripa: Allegrezza d'amore
56F252|Vorzüge der Liebe (Personifikationen): zweite Serie
56F2521|Ripa: Contento amoroso
56F2522|Ripa: Tormento d'amore
56F2523|Ripa: Falsita d'amore overo inganno
56FF|Begehren und Abscheu (entgegengesetzte Konzepte)
56FF1|Abscheu
56FF13|Abscheu, sich abgestoßen fühlen
56FF2|Haß; Ripa: Odio capitale
56FF21|Gleichgültigkeit gegenüber der Liebe; Ripa: Oblivione d'amore
56FF22|unerwiderte Liebe
56FF23|Feindschaft; Ripa: Inimicitia, Inimicitia mortale
57|Moral
57A|gutes und böses Verhalten, moralische Vorzüge
57A1|gutes Verhalten
57A2|Pflichtbewußtsein; ein der Pflicht geweihtes Leben
57A21|Pflicht
57A22|Verpflichtung; Ripa: Obligo
57A23|Ruf, Berufung, Mission
57A24|Aufgabe
57A25|Verantwortlichkeit, Verpflichtung
57A3|Gewissen; Ripa: Coscienza
57A4|Scham
57A41|Reue
57A42|Gewissensbisse, Zerknirschung; Ripa: compuntione
57A43|Schuldbewußtsein
57A5|Anstand, Schüchternheit
57A6|Tugendhaftigkeit; Ripa: Amor di Virtù, Attione virtuosa, Guida sicura de' veri honori, Virtù, Virtù insuperabile
57A61|Ehrlichkeit; Ripa: Honestà
57A611|Offenheit, Loyalität; Ripa: Lealtà, Realtà
57A612|Aufrichtigkeit; Ripa: Purità et Sincerità d'animo, Sincerità
57A613|Integrität, Rechtschaffenheit
57A6131|Arglosigkeit, Unschuld, Freimütigkeit, Naivität
57A614|Gewissenhaftigkeit
57A6141|Zuverlässigkeit
57A6142|Eid
57A62|Treue; Ripa: Fedeltà
57A63|Unverdorbenheit, Reinheit; Ripa: Purità
57A631|Unschuld; Ripa: Innocenza, Innocenza o purità
57A632|die fälschlich angeklagte Unschuld
57A64|Demut; Ripa: Humiltà
57A641|Diskretion, Bescheidenheit; Ripa: Discretione, Modestia
57A642|Einfachheit; Ripa: Simplicità
57A643|Ängstlichkeit, Schüchternheit
57A644|Ergebenheit; Ripa: Ossequio
57A65|Selbstlosigkeit
57A66|Ernsthaftigkeit
57A661|Vergeistigung
57A67|Vernünftigkeit, Verständigkeit
57A68|Nobilität, Würde; Ripa: Nobiltà
57A681|Vornehmheit; Ripa: Gravità, Gravità nell'huomo
57A682|Größe, Großartigkeit; Ripa: Magnificenza
57A69|Heiligkeit; Ripa: Santità
57A7|Wohltätigkeit, Nächstenliebe; Ripa: Beneficio, Benevolenza o Affettione
57A71|Großmut; Ripa: Grandezza e robustezza d'animo, Magnanimità
57A72|Toleranz, Langmut; Ripa: Longanimità, Toleranza
57A73|Nachsicht, Milde; Ripa: Clemenza, Clemenza & Moderatione, Indulgenza
57A74|Versöhnlichkeit
57A741|Verzeihung; Ripa: Perdono
57A75|Gnade, Erbarmen; Ripa: Compassione, Misericordia
57A76|Gunst
57A77|Freundlichkeit, Güte; Ripa: Affabilità, piacevolezza, amabilità, Animo piacevole, trattabile & amorevole, Benignità
57A8|Dankbarkeit; Ripa: Gratitudine, Memoria grata de beneficii ricevuti
57A9|Menschlichkeit, Höflichkeit; Ripa: Cortesia, Humanità
57AA|gutes und böses Verhalten, moralische Vorzüge (entgegengesetzte Konzepte)
57AA1|schlechtes Verhalten, böses Verhalten
57AA2|Pflichtvergessenheit
57AA21|Unverantwortlichkeit, Verantwortungslosigkeit
57AA3|Skrupellosigkeit
57AA4|Schamlosigkeit
57AA41|Verstocktheit
57AA5|Unanständigkeit, Unverschämtheit; Ripa: Sfacciatigine
57AA51|Freizügigkeit, Laszivität; Ripa: Lascivia, Licenza
57AA52|Perversität
57AA53|Anstößigkeit, Skandal; Ripa: Scandolo
57AA6|Verderbtheit, Ungezogenheit
57AA61|Unehrlichkeit, Falschheit
57AA611|Verheimlichung, Heuchelei; Ripa: Hippocresia, Simulatione
57AA612|Unaufrichtigkeit
57AA6121|Schmeichelei; Ripa: Adulatione
57AA6122|Schnorrerei, Schmarotzertum
57AA613|Verschlagenheit, Listigkeit; Ripa: Astutia ingannevole
57AA6131|(Arg-)Listigkeit, Schlauheit, Falschheit, Doppelzüngigkeit
57AA614|Treulosigkeit, Untreue; Ripa: Mala fide
57AA6141|Unzuverlässigkeit
57AA6142|Verrat
57AA62|Untreue, Treubruch; Ripa: Perfidia
57AA621|Betrug; Ripa: Fraude, Inganno
57AA622|Lügenhaftigkeit
57AA6221|Lüge; Ripa: Bugia
57AA6222|Schwindel, Falschmeldung
57AA6223|Hinterhältigkeit, Hinterhalt, Falle; Ripa: Insidia
57AA6224|Intrige
57AA6225|Fälschung
57AA63|Unreinheit
57AA64|Stolz, Hochmut; Ripa: Alterezza in persona nata povera civile
57AA641|Unbescheidenheit
57AA642|Sophisterei, Trugschluß
57AA643|Koketterie
57AA644|Arroganz; Ripa: Arroganza
57AA645|Prahlerei; Ripa: Iattanza
57AA646|Selbstzufriedenheit, Eitelkeit
57AA647|Hybris
57AA65|Selbstsucht, Egoismus; Ripa: Interesse, Interesse proprio
57AA66|Leichtsinnigkeit, Frivolität
57AA661|Weltlichkeit; Ripa: Appetito
57AA67|Unvernünftigkeit
57AA68|Unwürdigkeit
57AA69|Teuflischkeit
57AA7|Mißgunst; Ripa: Malevolenza, Malignità, Malvagità
57AA71|Engstirnigkeit
57AA72|Intoleranz, Unduldsamkeit
57AA73|Rauheit
57AA74|Rachsucht
57AA741|Rache, Vergeltung; Ripa: Vendetta
57AA75|Unbarmherzigkeit
57AA76|Eifersucht; Ripa: Gelosia, Rammarico del ben'altrui
57AA77|Unfreundlichkeit
57AA8|Undankbarkeit; Ripa: Ingratitudine
57AA9|Brutalität
57AA91|Grausamkeit; Ripa: Crudeltà; Ferocità
57AA92|Schande; Ripa: Sciagurataggine
57B|Verhaltensurteile
57B1|Lob, Zustimmung, Anerkennung; Ripa: Lode
57B11|belohntes Wohlverhalten
57B2|Respekt, Ehrerbietung, Wertschätzung
57B21|Pietas; Ripa: Pietà
57B3|Rechtfertigung, Verteidigung
57B31|Bemäntelung, Beschönigung
57BB|Verhaltensurteile (entgegengesetzte Konzepte)
57BB1|Mißbilligung, Mißfallen, Tadel
57BB11|Ermahnung, Zurechtweisung; Ripa: Riprensione, Riprensione giovevole
57BB12|Berichtigung; Ripa: Correttione
57BB13|Bestrafung, Strafe; Ripa: Castigo, Pena, Punitione
57BB131|bestrafte Schlechtigkeit bzw. Bosheit
57BB14|Verdammung
57BB2|Verspottung, Respektlosigkeit; Ripa: Derisione, Dispreggio della Virtù
57BB21|Verachtung
57BB211|Weltverachtung; Ripa: Dispregio del mondo, Disprezzo et Distruttione de i piaceri & cattivi affetti
57BB22|Beleidigung; Ripa: Ingiuria, Offesa
57BB23|Niederträchtigkeit
57BB24|Erniedrigung
57BB241|Ironie
57BB242|Sarkasmus
57BB25|Verleumdung; Ripa: Biasimo vitioso, Calunnia, Detrattione, Maledicenza
57BB251|Verleumdung des Apelles: ein schlechter Richter sitzt mit Eselsohren auf dem Thron; zusammen mit Betrug, Neid, Dummheit, Mißtrauen und Verrat; sie sitzen dem unschuldigen Angeklagten gegenüber; Reue und Wahrheit sind anwesend
57BB3|Anklage, Anschuldigung
58|Hervorbringung, Erzeugung
58A|Hervorbringung und Zerstörung
58A1|Erschaffung, Erzeugung, Ursprung
58A2|Zeugung
58A3|Fruchtbarkeit, Ergiebigkeit, Ertragsfähigkeit; Ripa: Fecondità
58AA|Hervorbringung und Zerstörung (entgegengesetzte Konzepte)
58AA1|Zerstörung
58AA11|Ausrottung
58AA12|Selbstzerstörung, Selbstvernichtung
58AA2|Nichterschaffung, Sterilität
58AA3|Unergiebigkeit, Fruchtlosigkeit, vergebliche Mühe, Kraftverschwendung
58B|Vitalität und Sterblichkeit
58B1|Vitalität, Lebensfähigkeit, Lebenskraft
58B11|Entwicklung
58B2|Leben
58B21|menschliches Leben; Ripa: Vita humana, Vita inquieta, Vita e l'animo
58B211|tabula cebetis
58B212|Lebensbrunnen (nicht-christlich)
58B213|das menschliche Leben wird durch ein Schiff dargestellt
58B22|Lebenskampf, Kampf um das Leben
58B3|Unsterblichkeit, Unzerstörbarkeit; Ripa: Immortalità
58B4|Wiedergeburt, Renaissance, Regeneration
58B5|Vererbung
58B6|Instinkt, natürliche Veranlagung; Ripa: Instinto naturale
58BB|Vitalität und Sterblichkeit (entgegengesetzte Konzepte)
58BB1|Sterblichkeit, Auslöschung von Leben
59|Formen sozialen Verhaltens
59A|der Mensch in der Gesellschaft
59A1|Geselligkeit
59A2|Feinheit, Vornehmheit, Geschmack
59A3|Schicklichkeit, Anstand; Decorum; Ripa: Decoro
59A4|Eleganz
59A5|Gastfreundschaft; Ripa: Hospitalità
59AA|der Mensch in der Gesellschaft (entgegengesetzte Konzepte)
59AA1|Einsamkeit; Ripa: Solitudine
59AA2|schlechtes Betragen, schlechter Geschmack
59AA3|Gewöhnlichkeit, Vulgarität
59AA4|Affektiertheit, Geziertheit, Manieriertheit
59AA5|Ungastfreundlichkeit
59B|gesellschaftliche Stellung
59B1|Jedermann
59B2|Beförderung, Förderung
59B3|Reputation, Berühmtheit; Ripa: Splendore del nome
59B31|Ehre, Ruhm; Ripa: Ampiezza della Gloria, Gloria, Gloria de prencipi, Gloria & Honore, Honore, Sublimatà della Gloria
59B32|Ruhm; Ripa: Fama, Fama buona, Fama chiara
59B33|Ehrbarkeit, Ansehen; Ripa: Precedenza et Preminenza de titoli
59B34|Berühmtheit; Ripa: Chiarezza
59B4|Würde; Ripa: Dignità
59B41|Königswürde, Majestät; Ripa: Maestà regia, Regalità
59B5|Verdienst; Ripa: Merito
59BB|gesellschaftliche Stellung (entgegengesetzte Konzepte)
59BB1|Niemand; Nemo
59BB2|Erniedrigung, Degradierung
59BB3|Ehrlosigkeit, schlechter Ruf
59BB31|Schande; Ripa: Infamia, Scorno
59BB32|schlechter Ruf; Ripa: Fama cattiva
59BB33|Niedrigkeit, Unwürdigkeit; Ripa: Vulgo overo ignobilità
59BB34|Unrühmlichkeit
59BB4|Verächtlichkeit
59BB5|Verwerflichkeit
59C|Gerechtigkeit und Ungerechtigkeit
59C1|Rechtspflege
59C2|Gerechtigkeit; Ripa: Forza alla giustitia sottoposta, Giusttitia, Giustitia retta, Giustitia rigorosa, Impietà e violenza soggetta alla giustitia
59C21|Gleichheit vor dem Gesetz, Fairness, Redlichkeit; Ripa: Equalità, Equità, Giuditio giusto, Ordine dritto e giusto, Ugualità
59C22|Unparteilichkeit
59C221|Unbestechlichkeit
59C3|Legalität
59CC|Gerechtigkeit und Ungerechtigkeit (entgegengesetzte Konzepte)
59CC1|Gesetzesbruch
59CC2|Ungerechtigkeit; Ripa: Ingiustitia
59CC21|Ungleichheit vor dem Gesetz, Widerrechtlichkeit; Ripa: Iniquità
59CC211|Willkür
59CC22|Parteilichkeit; Ripa: Partialità
59CC221|Korruption, Bestechlichkeit
59CC3|Illegalität
6|Geschichte
61|historische Ereignisse und Situationen; historische Personen
61A|historische Ereignisse und Situationen
61A(...)|historische Ereignisse und Situationen (mit Datum)
61B|historische Personen (Porträts und Szenen aus dem Leben)
61B1|historische Personen, deren Name nicht bekannt ist
61B11|Porträt einer anonymen historischen Person
61B111|Porträt einer anonymen historischen Person (allein)
61B112|Darstellung einer anonymen historischen Person in einem Doppelporträt
61B113|Darstellung einer anonymen historischen Person in einer Gruppe, in einem Gruppenporträt
61B12|Szenen, in denen mindestens eine anonyme historische Person mitwirkt
61B121|Szene mit direktem Bezug zum Leben oder zur Lebensgeschichte einer anonymen historischen Person
61B122|fiktive Szene, in der mindestens eine anonyme historische Person mitwirkt
61B2|historische Personen
61B2(...)|historische Person (mit NAMEN)
61B2(...)1|historische Person (mit NAMEN) - Porträt einer historischen Person
61B2(...)11|historische Person (mit NAMEN) - Porträt einer historischen Person (mit NAMEN) (allein)
61B2(...)12|historische Person (mit NAMEN) - Darstellung einer historischen Person (mit NAMEN) in einem Doppelporträt
61B2(...)13|historische Person (mit NAMEN) - historische Person (mit NAMEN) in einer Gruppe, in einem Gruppenporträt
61B2(...)2|historische Person (mit NAMEN) - Szene, in denen mindestens eine historische Person (mit NAMEN) mitwirkt
61B2(...)21|historische Person (mit NAMEN) - Szene mit direktem Bezug zum Leben oder zur Lebensgeschichte einer historischen Person (mit NAMEN)
61B2(...)22|historische Person (mit NAMEN) - fiktive Szene, in der mindestens eine historische Person mitwirkt
61B2(...)3|historische Person (mit NAMEN) - andere Darstellungen, denen der NAME einer historischen Person beigegeben werden kann
61BB|historische Personen (Porträts und Szenen aus dem Leben) - BB - Frau
61BB1|historische Personen, deren Name nicht bekannt ist - BB - Frau
61BB11|Porträt einer anonymen historischen Person - BB - Frau
61BB111|Porträt einer anonymen historischen Person (allein) - BB - Frau
61BB112|Darstellung einer anonymen historischen Person in einem Doppelporträt - BB - Frau
61BB113|Darstellung einer anonymen historischen Person in einer Gruppe, in einem Gruppenporträt - BB - Frau
61BB12|Szenen, in denen mindestens eine anonyme historische Person mitwirkt - BB - Frau
61BB121|Szene mit direktem Bezug zum Leben oder zur Lebensgeschichte einer anonymen historischen Person - BB - Frau
61BB122|fiktive Szene, in der mindestens eine anonyme historische Person mitwirkt - BB - Frau
61BB2|historische Personen - BB - Frau
61BB2(...)|historische Person (mit NAMEN) - BB - Frau
61BB2(...)1|historische Person (mit NAMEN) - BB - Frau - Porträt einer historischen Person
61BB2(...)11|historische Person (mit NAMEN) - BB - Frau - Porträt einer historischen Person (mit NAMEN) (allein)
61BB2(...)12|historische Person (mit NAMEN) - BB - Frau - Darstellung einer historischen Person (mit NAMEN) in einem Doppelporträt
61BB2(...)13|historische Person (mit NAMEN) - BB - Frau - historische Person (mit NAMEN) in einer Gruppe, in einem Gruppenporträt
61BB2(...)2|historische Person (mit NAMEN) - BB - Frau - Szene, in denen mindestens eine historische Person (mit NAMEN) mitwirkt
61BB2(...)21|historische Person (mit NAMEN) - BB - Frau - Szene mit direktem Bezug zum Leben oder zur Lebensgeschichte einer historischen Person (mit NAMEN)
61BB2(...)22|historische Person (mit NAMEN) - BB - Frau - fiktive Szene, in der mindestens eine historische Person mitwirkt
61BB2(...)3|historische Person (mit NAMEN) - BB - Frau - andere Darstellungen, denen der NAME einer historischen Person beigegeben werden kann
61C|Eigennamen von Pflanzen und Tieren
61C1|Eigennamen von Pflanzen
61C1(...)|Eigennamen von Pflanzen (mit NAMEN)
61C2|Eigennamen von Tieren
61C2(...)|Eigennamen von Tieren (mit NAMEN)
61D|geographische Bezeichnungen von Ländern, Regionen, Bergen, Flüssen etc.
61D(...)|geographische Bezeichnungen von Ländern, Regionen, Bergen, Flüssen etc. (ausgenommen Städte und Dörfer) (mit NAMEN)
61E|Namen von Städten und Dörfern
61E(...)|Namen von Städten und Dörfern (mit NAMEN)
61F|Namen historischer Gebäude, Örtlichkeiten, Straßen etc.
61F(...)|Namen historischer Gebäude, Örtlichkeiten, Straßen etc. (mit NAMEN)
61G|Namen von Gegenständen, die von Menschen hergestellt werden
61G(...)|Namen von Gegenständen, die von Menschen hergestellt werden (Gebäude ausgenommen) (mit NAMEN)
61H|Namen von Organisationen, Gesellschaften, Gewerkschaften etc.
61H(...)|Namen von Organisationen, Gesellschaften, Gewerkschaften etc. (mit NAMEN)
61I|Namen historischer Ereignisse und Situationen
61I(...)|Namen historischer Ereignisse und Situationen (mit NAMEN)
61K|(andere) historische Namen
61K(...)|(andere) historische Namen (mit NAMEN)
62|Visionen von der Zukunft
7|Bibel
71|Altes Testament
71A|die Genesis von der Schöpfung bis zur Vertreibung aus dem Paradies; sowie das Erdenleben Adams und Evas
71A1|das Chaos (Im Anfang...) (Genesis 1:1-2)
71A11|die wüste und leere Erde
71A12|der Geist Gottes schwebt über den Wassern
71A2|die sechs Schöpfungstage (Genesis 1:3-25)
71A21|Teilung von Licht und Dunkelheit
71A22|Erschaffung des Firmaments und Teilung der Wasser unterhalb und oberhalb des Firmaments
71A23|Ansammlung des Wasser unter dem Firmament; das trockene Land erscheint und bringt alle Arten von Pflanzen hervor
71A231|Erschaffung der Vegetation (allein dargestellt)
71A24|Erschaffung von Sonne, Mond und Sternen
71A25|Erschaffung der Tiere
71A251|Erschaffung der Vögel und Fische
71A252|Erschaffung der Landtiere
71A3|Erschaffung des Menschen; der Garten Eden (Genesis 1:26 - 2)
71A31|Gott formt den Menschen aus Lehm
71A311|der Mensch (Adam) erwacht: in der Regel reicht ihm Gott seine Hand oder bläst Leben in seine Nasenlöcher
71A32|Gott pflanzt den Garten Eden
71A321|Garten Eden, Paradies
71A3211|die vier Paradiesesflüsse (aus einer Quelle entspringend)
71A32111|Pison (Paradiesesfluß)
71A32112|Gihon (Paradiesesfluß)
71A32113|Tigris oder Hiddekel (Paradiesesfluß)
71A32114|Euphrat (Paradiesesfluß)
71A3212|der Lebensbaum und der Baum der Erkenntnis von Gut und Böse
71A32121|der Lebensbaum im Garten Eden
71A32122|der Baum der Erkenntnis von Gut und Böse (dessen Frucht, in der Regel Apfel oder Feigen, den Tod bringt); der Baum wird manchmal von der Schlange bewacht
71A33|Adam im Garten Eden
71A331|Gott bringt Adam in das Paradies
71A332|Gott spricht zu Adam
71A333|Adam gibt den Tieren ihre Namen
71A34|Erschaffung Evas
71A341|Gott entnimmt der Seite des schlafenden Adams eine Rippe
71A342|Eva wird aus der Rippe Adams geformt
71A3421|Eva taucht aus Adams Körper auf
71A35|Adam und Eva im Paradies (vor dem Sündenfall)
71A351|Gott führt Eva zu Adam
71A352|Gott segnet Adam und Eva; Institution der Ehe
71A353|Adam wird die Herrschaft über alle erschaffenen Dinge gegeben
71A354|Gott warnt Adam und Eva, nicht von den Früchten des Erkenntnisbaums zu essen
71A36|Gott ruht am siebten Tag
71A4|Versuchung und Sündenfall (Genesis 3:1-7)
71A41|Versuchung und Sündenfall (Szenen mit Eva allein)
71A411|die Schlange versucht Eva zu überreden, von der Frucht (in der Regel einem Apfel) zu kosten
71A412|Eva nimmt die Frucht
71A42|Versuchung und Sündenfall (Szenen mit Adam und Eva)
71A421|Eva nimmt in Gegenwart Adams die Frucht von der Schlange entgegen oder pflückt sie vom Baum (manchmal versucht Adam, sie daran zu hindern)
71A422|Eva bietet die Frucht Adam an
71A4221|Eva bietet Adam eine Frucht an und nimmt gleichzeitig noch einige von der Schlange (oder vom Baum)
71A4222|Adam pflückt selbst die Frucht vom Baum
71A423|Adam und Eva halten die Frucht in Händen und schicken sich an, sie zu essen
71A4231|Adam (allein dargestellt) hält die Frucht
71A4232|Eva (allein dargestellt) hält die Frucht
71A424|Adam und Eva entdecken ihre Nacktheit; sie bedecken sie mit ihren Händen oder mit Blättern
71A5|Versuchung und Sündenfall: Adam und Eva im Paradies (nach dem Sündenfall) (Genesis 3:8-21)
71A51|Adam und/oder Eva werden von Reue überwältigt
71A52|Gott wandelt im Garten Eden
71A521|Gott ruft Adam und Eva, damit sie sich für ihre Tat rechtfertigen
71A522|Adam und Eva verstecken sich vor Gott
71A53|Adam und Eva werden von Gott angeklagt
71A531|Adam (allein dargestellt) wird von Gott angeklagt; Adam beschuldigt Eva
71A532|Eva (allein dargestellt) wird von Gott angeklagt; Eva beschuldigt die Schlange
71A54|die Bestrafung Adams und Evas
71A541|die Schlange wird von Gott verflucht und dazu verdammt, Staub zu fressen und sich kriechend fortzubewegen
71A542|Bestrafung Evas (allein dargestellt)
71A543|Bestrafung Adams (allein dargestellt)
71A55|Adam und Eva werden von Gott bekleidet
71A551|Adam und Eva bekommen Werkzeuge; in der Regel einen Spaten und eine Spindel
71A6|Vertreibung Adams und Evas aus dem Paradies (Genesis 3:22-24)
71A61|Gott vertreibt Adam und Eva aus dem Paradies und läßt den Lebensbaum durch einen Engel mit Flammenschwert bewachen
71A611|ein Engel vertreibt mit einem (Flammen-)Schwert Adam und Eva aus dem Paradies
71A62|Adam und Eva außerhalb Edens, dessen Eingang durch einen leuchtenden Cherub bewacht wird
71A63|Adam und Eva tuen Buße
71A631|Reinigungsbad Adams und Evas
71A7|die Arbeiten Adams und Evas; die Kindheit Kains und Abels (Genesis 4:1-2)
71A71|Eva ist schwanger
71A711|Geburt Kains
71A7111|Bad bzw. rituelle Reinigung Evas
71A712|Geburt Abels
71A7121|Adam badet Abel, Kain hilft
71A7122|Eva säugt Abel; Kain wendet sich ab: Eifersucht Kains
71A72|Adam (und Eva) bei landwirtschaftlichen Arbeiten
71A721|Adam geht landwirtschaftlichen Tätigkeiten nach, während Eva spinnt und ihre Kinder (in der Regel) spielen
71A722|Adam geht landwirtschaftlichen Tätigkeiten nach, während Eva die Kinder stillt
71A723|ein Engel unterweist Adam in landwirtschaftlicher Arbeit
71A73|Erziehung Kains und Abels
71A731|Kain und Abel lernen ihrem Vater zu helfen; Kain betreibt Ackerbau, Abel hütet Schafe
71A732|Kain (allein dargestellt) bei der Arbeit: er betreibt Ackerbau
71A733|Abel (allein dargestellt) bei der Arbeit: er hütet Schafe
71A8|die Geschichte von Kain und Abel (Genesis 4:3-17)
71A81|das Opfer Kains und Abels: Abel opfert ein Lamm, Kain in der Regel eine Korngarbe
71A811|Gott (oder die Hand Gottes) erscheint und segnet Abel
71A812|der Rauch von Abels Opfer steigt zum Himmel empor, während der Rauch von Kains Opfer nicht aufsteigt
71A8121|der Rauch von Abels Opfer steigt zum Himmel empor, während der Rauch von Kains Opfer nicht aufsteigt; dabei wird Abel von Gott gesegnet
71A813|ein Engel empfängt Abels Lamm, während manchmal ein Teufel Kain hilft
71A814|Abel opfert (allein dargestellt)
71A815|Kain opfert (allein dargestellt)
71A82|die Ermordung Abels: Kain erschlägt ihn mit einem Stein, einem Knüppel oder einem Eselskinnbacken, manchmal auch mit einem Spaten oder einer anderen Waffe
71A821|Abels Tod
71A822|Kain begräbt Abel
71A823|Adam und Eva entdecken den Leichnam Abels und beweinen ihn
71A824|Adam und Eva begraben Abel
71A83|die Verfluchung und Flucht Kains
71A831|Gott zieht Kain für seine Tat zur Rechenschaft
71A8311|Abels Blut schreit um Rache
71A832|die Verfluchung Kains
71A8321|Gott macht an Kain ein Zeichen (Kainsmal)
71A833|Kains Flucht
71A834|Kain büßt, bereut
71A84|späteres Leben Kains
71A841|Kain und seine Familie
71A8411|die Geburt Henochs
71A842|Kain baut die Stadt Henoch
71A9|letzte Lebensjahre und der Tod Adams und Evas; die Geschichte von Set (Genesis 4:25, 5:1-8)
71A91|letzte Lebensjahre und der Tod Adams und Evas
71A911|Geburt Sets
71A912|Adams Tod
71A9121|Adams Begräbnis
