2|自然
25A1440|Occidente' (リーパ)
25A15|緯度と経度
25A151|緯度
25A1511|赤道
25A1512|熱帯
25A152|経度
25A1521|子午線
25A2|大陸と極地の地図
25A21|ヨーロッパ (の地図)
25A22|アジア (の地図)
25A23|ユーラシア (の地図)
25A24|アフリカ (の地図)
25A25|アメリカ (の地図)
25A251|北アメリカ (の地図)
25A252|南アメリカ (の地図)
25A26|オーストラリア (の地図)
25A27|極地, 寒帯 (の地図)
25A271|北極 (の地図)
25A272|南極 (の地図)
25A3|個々の国や地域の地図
25A3(...)|個々の国や地域の地図 (名称 を伴う)
25A4|都市の地図
25A4(...)|都市の地図 (名称 を伴う)
25A5|海図
25A9|地図作成
25A90|地誌 (Corografia)', '地理学 (Geografia)', '水路学 (Hidrografia)' (リーパ)
25A91|測地学, 測量
25A910|高度測量 Altimetria' (リーパ)
25A911|測地学において用いられる機器, 測量機器
25A911(...)|測地学において用いられる機器, 測量機器 (名称 を伴う)
25A9111|ヤコブの杖 (測量機器)
25B|寓意的に表される大陸
25B1|寓意的に表されるヨーロッパ; 'Europa' (リーパ)
25B2|寓意的に表されるアジア; 'Asia' (リーパ)
25B3|寓意的に表されるアフリカ; 'Africa' (リーパ)
25B4|寓意的に表されるアメリカ; 'America' (リーパ)
25B5|寓意的に表されるオーストラリア
25B6|寓意的に表される極地、寒帯
25B61|北極の寓意的表現
25B62|南極の寓意的表現
25C|地質学的現象
25C1|火山活動
25C11|噴火 (火山の)
25C111|溶岩の流れ
25C112|火山灰雲
25C12|火山
25C13|温泉, 間欠泉
25C14|煙霧, 硫黄 等
25C15|地震
25C150|地震 Terremoto' (リーパ)
25C151|地震の結果
25C16|山脈の起源, 等
25C17|島の起源
25C19|死火山
25C191|火山層
25C192|冷たい溶岩
25C2|地磁気
25C21|方位磁針
25C211|コンパスカード
25D|岩の種類; 鉱物および金属; 土壌型
25D1|岩の種類
25D11|貴石と半貴石
25D11(...)|貴石と半貴石 (名称 を伴う)
25D11(ALMANDINE)|貴石と半貴石: アルマンディン
25D11(AMETHYST)|貴石と半貴石: アメジスト
25D11(CHALCEDONY)|貴石と半貴石: カルセドニー
25D11(CHRYSOBERYL)|貴石と半貴石: クリソベリル
25D11(CHRYSOLITE)|貴石と半貴石: クリソライト
25D11(CHRYSOPRASE)|貴石と半貴石: クリソプレーズ
25D11(DIAMOND)|貴石と半貴石: ダイヤモンド
25D11(EMERALD)|貴石と半貴石: エメラルド
25D11(JASPER)|貴石と半貴石: 碧玉
25D11(ROCK-CRYSTAL)|貴石と半貴石: 水晶
25D11(RUBY)|貴石と半貴石: ルビー
25D11(SAPPHIRE)|貴石と半貴石: サファイア
25D11(TOPAZ)|貴石と半貴石: トパーズ
25D11(TURQUOISE)|貴石と半貴石: ターコイズ
25D12|非貴石の種類
25D12(...)|非貴石の種類 (名称 を伴う)
25D12(CHALK)|非貴石の種類: チョーク
25D12(FLINT)|非貴石の種類: 燧石
25D12(MARBLE)|非貴石の種類: 大理石
25D12(PUMICE)|非貴石の種類: 軽石
25D13|鉱物および金属
25D13(...)|鉱物および金属 (名称 を伴う)
25D13(BITUMEN)|鉱物および金属: 瀝青
25D13(COPPER)|鉱物および金属: 銅
25D13(GOLD)|鉱物および金属: 金
25D13(IRON)|鉱物および金属: 鉄
25D13(LEAD)|鉱物および金属: 鉛
25D13(MAGNETITE)|鉱物および金属: 磁鉄鉱
25D13(MERCURY)|鉱物および金属: 水星
25D13(PLATINUM)|鉱物および金属: プラチナ
25D13(SILVER)|鉱物および金属: 銀
25D13(SULPHUR)|鉱物および金属: 硫黄
25D13(TIN)|鉱物および金属: 錫
25D14|動物または植物由来の岩の種類
25D141|無煙炭
25D142|褐炭
25D143|琥珀 (化石樹脂)
25D15|水晶
25D2|土壌型
25D21|土 (土壌型)
25D211|腐植 (土壌型)
25D22|砂利 (土壌型)
25D23|砂 (土壌型)
25D24|粘土 (土壌型)
25D241|ローム層 (土壌型)
25D242|黄土 (土壌型)
25D25|泥炭 (土壌型)
25D26|泥 (土壌型)
25D29|砂煙 (土壌型)
25D3|採鉱
25D31|鉱山
25D311|露天掘り; 露天採鉱
25D312|(坑道の) 縦坑と横坑
25D32|炭鉱作業員
25D321|試掘者
25D33|表層構造と鉱山周辺
25D34|採石場
25D35|製錬、鉱石からの抽出; 溶鉱炉
25D4|地球から抽出された流体とガス
25D41|鉱水
25D411|薬効泉
25D42|その他流体 (石油を除く)
25D42(...)|その他流体 (石油を除く) (名称 を伴う)
25D421|湧水 (地球から抽出された流体)
25D43|石油;  石油精製所
25D431|石油の掘削
25D4311|油井やぐら ~ 石油
25D4312|(海洋の) 掘削プラットフォーム
25D432|石油の汲み上げ
25D4321|噴出油井 ~ 石油
25D433|石油の輸送
25D4331|パイプライン ~ 石油の輸送
25D434|精製所 ~ 石油
25D435|石油タンク
25D44|アスファルト
25D45|地面から抽出されたガス
25D451|石炭から抽出されたガス
25D4511|ガス工場
25D4512|ガスタンク
25D5|地層の動き
25E|地質-年代順の区分
25E(...)|地質-年代順の区分; 歴史地質学; 地質時代 (期間の名称 を伴う)
25E(BIG BANG)|地質-年代順の区分; 地質時代: ビッグ・バン
25E(CENOZOIC)|地質-年代順の区分; 地質時代: 新生代
25E(PALEOZOIC)|地質-年代順の区分; 地質時代: 古生代
25E(TERTIARY)|地質-年代順の区分; 地質時代: 第三紀
25F|動物
25F1|動物の分類
25F2|哺乳類
25F21|哺乳類の分類
25F22|サル, 類人猿
25F22(...)|サル, 類人猿 (名称 を伴う)
25F22(BABOON)|サル, 類人猿: ヒヒ
25F23|猛獣
25F23(...)|猛獣, 肉食動物 (名称 を伴う)
25F23(BADGER)|猛獣, 肉食動物: アナグマ
25F23(BEAR)|猛獣, 肉食動物: クマ
25F23(CHEETAH)|猛獣, 肉食動物: チータ
25F23(ERMINE)|猛獣, 肉食動物: オコジョ
25F23(FERRET)|猛獣, 肉食動物: フェレット
25F23(FOX)|猛獣, 肉食動物: キツネ
25F23(GENET)|猛獣, 肉食動物: ジェネット属
25F23(HYENA)|猛獣, 肉食動物: ハイエナ
25F23(ICHNEUMON)|猛獣, 肉食動物: エジプトマングース
25F23(LEOPARD)|猛獣, 肉食動物: ヒョウ
25F23(LION)|猛獣, 肉食動物: ライオン
25F23(LYNX)|猛獣, 肉食動物: オオヤマネコ
25F23(MANGOUSTE)|猛獣, 肉食動物: マングース
25F23(MARTEN)|猛獣, 肉食動物: テン
25F23(OTTER)|猛獣, 肉食動物: カワウソ
25F23(PANTHER)|猛獣, 肉食動物: ヒョウ
25F23(POLAR BEAR)|猛獣, 肉食動物: ホッキョクグマ
25F23(SABLE)|猛獣, 肉食動物: クロテン
25F23(TIGER)|猛獣, 肉食動物: トラ
25F23(WEASEL)|猛獣, 肉食動物: イタチ
25F23(WOLF)|猛獣, 肉食動物: オオカミ
25F24|有蹄動物
25F24(...)|有蹄動物 (名称 を伴う)
25F24(ANTELOPE)|有蹄動物: レイヨウ
25F24(BISON)|有蹄動物: バイソン
25F24(BOAR)|有蹄動物: イノシシ
25F24(CAMEL)|有蹄動物: ラクダ
25F24(DEER)|有蹄動物: シカ
25F24(DROMEDARY)|有蹄動物: ヒトコブラクダ
25F24(ELK)|有蹄動物: ヘラジカ
25F24(GAZELLE)|有蹄動物: ガゼル
25F24(GIRAFFE)|有蹄動物: キリン
25F24(GNU)|有蹄動物: ヌー
25F24(HIPPOPOTAMUS)|有蹄動物: カバ
25F24(IBEX)|有蹄動物: アイベックス
25F24(MUSK-DEER)|有蹄動物: ジャコウジカ
25F24(ONAGER)|有蹄動物: オナガー
25F24(ORYX)|有蹄動物: オリックス
25F24(QUAGGA)|有蹄動物: クアッガ
25F24(RHINOCEROS)|有蹄動物: サイ
25F24(STAG)|有蹄動物: アカジカ
25F24(ZEBRA)|有蹄動物: シマウマ
25F25|長鼻目
25F25(...)|長鼻目 (名称 を伴う)
25F25(ELEPHANT)|長鼻目: ゾウ
25F26|齧歯類
25F26(...)|齧歯類 (名称 を伴う)
25F26(BEAVER)|齧歯類: ビーバー
25F26(HARE)|齧歯類: ノウサギ
25F26(MOUSE)|齧歯類: ネズミ
25F26(MUSK-RAT)|齧歯類: マスクラット
25F26(RABBIT)|齧歯類: アナウサギ
25F26(RAT)|齧歯類: ラット
25F26(SQUIRREL)|齧歯類: リス
25F26(WOMBAT)|齧歯類: ウォンバット
25F27|水生哺乳類
25F27(...)|水生哺乳類 (名称 を伴う)
25F27(DOLPHIN)|水生哺乳類: イルカ
25F27(SEAL)|水生哺乳類: アシカ
25F27(WHALE)|水生哺乳類: クジラ
25F28|飛行性哺乳類
25F28(...)|飛行性哺乳類 (名称 を伴う)
25F28(BAT)|飛行性哺乳類: コウモリ
25F29|その他の哺乳類
25F29(...)|その他の哺乳類 (名称 を伴う)
25F29(ARMADILLO)|その他の哺乳類: アルマジロ
25F29(HEDGEHOG)|その他の哺乳類: ハリネズミ
25F29(KANGAROO)|その他の哺乳類: カンガルー
25F29(MOLE)|その他の哺乳類: モグラ
25F29(PORCUPINE)|その他の哺乳類: ヤマアラシ
25F29(SLOTH)|その他の哺乳類: ナマケモノ
25F3|鳥類
25F31|鳥類の分類
25F32|鳴禽類
25F32(...)|鳴禽類 (名称 を伴う)
25F32(CROW)|鳴禽類: カラス
25F32(FINCH)|鳴禽類: フィンチ
25F32(GOLDFINCH)|鳴禽類: ゴシキヒワ
25F32(JACKDAW)|鳴禽類: コクマルガラス
25F32(LARK)|鳴禽類: ヒバリ
25F32(MAGPIE)|鳴禽類: カササギ
25F32(NIGHTINGALE)|鳴禽類: ナイチンゲール
25F32(RAVEN)|鳴禽類: ワタリガラス
25F32(ROBIN)|鳴禽類: コマドリ
25F32(SPARROW)|鳴禽類: スズメ
25F32(STARLING)|鳴禽類: ムクドリ
25F32(SWALLOW)|鳴禽類: ツバメ
25F32(THRUSH)|鳴禽類: ツグミ
25F32(TIT)|鳴禽類: シジュウカラ科の小鳥
25F32(WAGTAIL)|鳴禽類: セキレイ
25F32(WARBLER)|鳴禽類: ムシクイ
25F32(WHITE THROAT)|鳴禽類: ノドジロムシクイ
25F32(WREN)|鳴禽類: ミソサザイ
25F33|猛禽類
25F33(...)|猛禽類 (名称 を伴う)
25F33(EAGLE)|猛禽類: ワシ
25F33(FALCON)|猛禽類: ハヤブサ
25F33(FISH-HAWK)|猛禽類: ミサゴ
25F33(HAWK)|猛禽類: タカ
25F33(KITE)|猛禽類: トビ
25F33(SPARROW-HAWK)|猛禽類: ハイタカ
25F33(VULTURE)|猛禽類: ハゲワシ
25F34|フクロウ
25F35|愛玩鳥
25F35(...)|愛玩鳥 (名称 を伴う)
25F35(BIRD OF PARADISE)|愛玩鳥: ゴクラクチョウ
25F35(COCKATOO)|愛玩鳥: オカメインコ
25F35(HORNBILL)|愛玩鳥: サイチョウ
25F35(PARROT)|愛玩鳥: オウム
25F35(PEACOCK)|愛玩鳥: クジャク
25F36|水鳥
25F36(...)|水鳥 (名称 を伴う)
25F36(COOT)|水鳥: オオバン
25F36(DIPPER)|水鳥: ムナジロカワガラス
25F36(DUCK)|水鳥: アヒル
25F36(GOOSE)|水鳥: ガチョウ
25F36(PELICAN)|水鳥: ペリカン
25F36(SWAMP-HEN)|水鳥: セイケイ
25F36(SWAN)|水鳥: ハクチョウ
25F37|岸辺の鳥と渉禽類
25F37(...)|岸辺の鳥と渉禽類 (名称 を伴う)
25F37(BITTERN)|岸辺の鳥と渉禽類: サンカノゴイ
25F37(CRANE)|岸辺の鳥と渉禽類: ツル
25F37(GULL)|岸辺の鳥と渉禽類: カモメ
25F37(HERON)|岸辺の鳥と渉禽類: サギ
25F37(IBIS)|岸辺の鳥と渉禽類: トキ
25F37(LAPWING)|岸辺の鳥と渉禽類: タゲリ
25F37(MARABOU)|岸辺の鳥と渉禽類: アフリカ・ハゲコウ
25F37(PLOVER)|岸辺の鳥と渉禽類: チドリ
25F37(PURPLE WATER-HEN)|岸辺の鳥と渉禽類: アメリカムラサキバン
25F37(SNIPE)|岸辺の鳥と渉禽類: シギ
25F37(STORK)|岸辺の鳥と渉禽類: コウノトリ
25F37(TROCHILUS)|岸辺の鳥と渉禽類: ハチドリ
25F37(WOODCOCK)|岸辺の鳥と渉禽類: ヤマシギ
25F38|走鳥類
25F38(...)|走鳥類 (名称 を伴う)
25F38(BUSTARD)|走鳥類: ノガン
25F38(OSTRICH)|走鳥類: ダチョウ
25F38(PARTRIDGE)|走鳥類: ヤマウズラ
25F38(PHEASANT)|走鳥類: キジ
25F38(QUAIL)|走鳥類: ウズラ
25F38(TURKEY)|走鳥類: シチメンチョウ
25F39|その他の鳥
25F39(...)|その他の鳥 (名称 を伴う)
25F39(CUCKOO)|その他の鳥: カッコウ
25F39(DODO)|その他の鳥: ドードー
25F39(DOVE)|その他の鳥: ハト
25F39(HOOPOE)|その他の鳥: ヤツガシラ
25F39(HUMMING-BIRD)|その他の鳥: ハチドリ
25F39(KINGFISHER)|その他の鳥: カワセミ
25F39(TURTLE DOVE)|その他の鳥: コキジバト
25F39(WOODPECKER)|その他の鳥: キツツキ
25F39(WRYNECK)|その他の鳥: アリスイ
25F4|爬虫類
25F41|トカゲ亜目
25F41(...)|トカゲ亜目 (名称 を伴う)
25F41(CHAMELEON)|トカゲ亜目: カメレオン
25F41(LIZARD)|トカゲ亜目: トカゲ亜目
25F42|ヘビ亜目
25F42(...)|ヘビ亜目 (名称 を伴う)
25F42(ADDER)|ヨーロッパクサリヘビ
25F42(VIPER)|ヘビ亜目: マムシ
25F43|クロコダイル型類
25F43(...)|クロコダイル型類 (名称 を伴う)
25F43(ALLIGATOR)|クロコダイル型類: アリゲータ
25F43(CROCODILE)|クロコダイル型類: クロコダイル
25F44|カメ
25F5|両生類
25F51|無尾両生類
25F51(...)|無尾両生類 (名称 を伴う)
25F51(FROG)|無尾両生類: カエル
25F51(TOAD)|無尾両生類: ヒキガエル
25F52|有尾両生類
25F52(...)|有尾両生類 (名称 を伴う)
25F6|魚類
25F6(...)|魚類 (名称 を伴う)
25F61|軟骨魚類
25F61(...)|軟骨魚類 (名称 を伴う)
25F61(DOGFISH)|軟骨魚類: ツノザメ
25F61(RAY)|軟骨魚類: エイ
25F61(SAWFISH)|軟骨魚類: ノコギリエイ
25F61(SHARK)|軟骨魚類: サメ
25F62|硬骨魚類
25F62(...)|硬骨魚類 (名称 を伴う)
25F62(BARBEL)|硬骨魚類: バーベル
25F62(BUTTERFISH)|硬骨魚類: マナガツオ
25F62(CARP)|硬骨魚類: コイ
25F62(HERRING)|硬骨魚類: ニシン
25F62(HIPPOCAMPUS)|硬骨魚類: 海馬 ヒッポカムポス
25F62(LUNGFISH)|硬骨魚類: 肺魚
25F62(MACKEREL)|硬骨魚類: サバ
25F62(MULLET)|硬骨魚類: ボラ
25F62(PIKE)|硬骨魚類: キタカワマス
25F62(PILOT-FISH)|硬骨魚類: ブリモドキ
25F62(RED HERRING)|硬骨魚類: '赤い' または 燻製ニシン
25F62(ROACH)|硬骨魚類: ローチ
25F62(SALMON)|硬骨魚類: サケ
25F62(SARDINE)|硬骨魚類: イワシ
25F62(SCARUS)|硬骨魚類: アオブダイ属
25F62(SEA-BREAM)|硬骨魚類: マダイ
25F62(SEA-DEVIL)|硬骨魚類: アンコウ
25F62(SEA-PERCH)|硬骨魚類: カサゴ
25F62(SEA-WOLF)|硬骨魚類: シーウルフ
25F62(SHEAT-FISH)|硬骨魚類: ヨーロッパナマズ
25F62(STURGEON)|硬骨魚類: チョウザメ
25F62(SUN-FISH)|硬骨魚類: マンボウ
25F62(SWORD-FISH)|硬骨魚類: メカジキ
25F62(TUNNY)|硬骨魚類: マグロ
25F62(WEEVER)|硬骨魚類: ハチミシマ
25F63|ウナギ目
25F63(...)|ウナギ目 (名称 を伴う)
25F63(EEL)|ウナギ目: ウナギ
25F63(LAMPREY)|ウナギ目: ヤツメウナギ
25F63(SEA-EEL)|ウナギ目: アナゴ
25F64|深海性魚類
25F64(...)|深海性魚類 (名称 を伴う)
25F65|その他の魚類
25F65(...)|その他の魚類 (名称 を伴う)
25F7|下等動物
25F71|節足動物
25F711|昆虫綱
25F711(...)|昆虫綱 (名称 を伴う)
25F711(ANT)|昆虫綱: アリ
25F711(BEE)|昆虫綱: ハチ
25F711(BEETLE)|昆虫綱: 甲虫
25F711(BUTTERFLY)|昆虫綱: チョウ
25F711(CATERPILLAR)|昆虫綱: 毛虫
25F711(CICADA)|昆虫綱: セミ
25F711(CRICKET)|昆虫綱: コオロギ
25F711(DAY-FLY)|昆虫綱: カゲロウ
25F711(DRAGON-FLY)|昆虫綱: トンボ
25F711(DUNG-BEETLE)|昆虫綱: 糞虫
25F711(FLEA)|昆虫綱: ノミ
25F711(FLY)|昆虫綱: ハエ
25F711(GLOW-WORM)|昆虫綱: グローワーム
25F711(GNAT)|昆虫綱: ブヨ
25F711(GRASS-HOPPER)|昆虫綱: バッタ
25F711(HORNET)|昆虫綱: スズメバチ
25F711(ICHNEUMON-FLY)|昆虫綱:エジプトマングース-ハエ
25F711(LADYBIRD)|昆虫綱: テントウムシ
