4|社会，文明，文化
41D2511(...)|遮蓋全身的內衣 (名稱)
41D2512|遮蓋上半身的內衣
41D2512(...)|遮蓋上半身的內衣 (名稱)
41D2512(CORSET)|遮蓋上半身的內衣: 束腹帶
41D2513|遮蓋下半身的內衣
41D2513(...)|遮蓋下半身的內衣 (名稱)
41D2513(BLOOMERS)|遮蓋下半身的內衣: 燈籠褲
41D2513(CORSET)|遮蓋下半身的內衣: 束腹帶
41D252|睡衣
41D252(...)|睡衣 (名稱)
41D252(NIGHT-CAP)|睡衣: 睡帽
41D252(NIGHT-GOWN)|睡衣: 睡袍
41D253|墊襯物
41D253(...)|墊襯物 (名稱)
41D26|配件 (~ 服裝)
41D26(...)|其它服裝配件 (名稱)
41D261|手帕
41D262|扇子
41D2621|扇語
41D263|拐杖, 手杖
41D2631|傘
41D2632|陽傘
41D264|服裝的扣件
41D2641|別針
41D26411|扣針, 安全別針
41D2642|鈕扣
41D26421|飾釘, 袖口鏈釦
41D2643|風紀扣; 按扣
41D2644|帶扣
41D26441|拉鍊zip-fastener
41D2645|背帶, 吊帶
41D2646|拉鍊
41D265|服裝的裝飾
41D2651|刺繡 (裝飾)
41D26511|金線刺繡
41D26512|珠飾刺繡
41D2652|邊飾
41D2653|裝飾邊, 絲帶, 織帶
41D2654|結 (服裝的裝飾)
41D2655|花飾
41D2656|腰帶, 束帶, 束腹
41D2657|肩帶, 子彈帶
41D266|飾品, 手飾
41D2661|項鍊
41D26611|珍珠; 珍珠項鍊
41D26612|垂飾, 'breloque'
41D2662|手鐲
41D26621|腳鐲
41D2663|耳環
41D2664|戒指
41D2665|胸針, 金屬搭扣agraffe, 夾
41D2666|頭環, 冠狀頭飾
41D2668|手飾盒
41D267|錢包
41D268|包
41D268(...)|包 (名稱)
41D269|黑絲絨或緞面具, 'loup', 'cachenez'
41D27|褶皺, 褶皺服裝draped garment, 'Gewandgebung'
41D271|祭服飄帶, 'Pneumazipfel'
41D28|偽裝
41D281|女人穿的像男人, 滑稽模倣
41D282|男人穿的像女人, 滑稽模倣
41D283|面具
41D29|衣著襤褸clothed in rags
41D3|民間服飾, 地方服飾
41D4|護理和清洗衣服; 家庭縫紉
41D41|服裝護理, 如: 刷, 拍打, 晾
41D411|掛衣服
41D4111|把衣服掛在衣架上
41D4112|把衣服掛在一根桿子上
41D42|洗衣
41D421|把洗好的衣服掛起來晾乾
41D4211|把洗好的衣服收起來
41D4212|把洗好的衣服拿出去晾乾
41D422|漂白 (洗衣)
41D423|滾壓
41D424|熨燙
41D4241|熨斗
41D4242|燙衣板
41D425|蒸氣 (洗衣)
41D426|燙壓 (洗衣)
41D4261|滾壓
41D427|配件和器具 ~ 洗衣, 如晾衣用衣夾, 晾衣架, (空) 晾衣繩
41D428|洗衣屋或外屋
41D4281|洗衣房, 家庭洗衣, 洗衣間
41D4282|公共洗衣房
41D43|染色 (服裝)
41D44|家庭縫紉; 縫補衣服
41D441|縫紉
41D4411|針 ~ 縫紉
41D4412|縫紉盒
41D4413|縫紉機
41D442|補, 修補 ~ 衣服
41D4421|襯墊, 補丁
41D443|(其它形式的) 針線活, 如: 鉤編, 針織, 刺繡
41D9|(展示自己) 脫掉衣服, 準裸
41D91|男人 (展示自己) 脫掉衣服, 準裸
41D92|女人 (展示自己) 脫掉衣服, 準裸
41D921|'décolleté'
41D93|被展示脫掉衣服
41D94|卷起衣服tucking up one's clothes
41D99|害臊 (因為自己的赤裸)
41D991|試圖遮蓋自己的裸露
41DD121|模特兒, 時裝人體模型 - DD - 男性模特兒
41E|雜件靜物
41E1|相關物件的靜物
41E2|'trompe l'oeil'
42|家庭，後代
42A|生殖，出生和嬰兒,幼年
42A1|生殖和妊娠
42A11|懷孕 
42A12|孕婦
42A121|胎兒
42A13| 妊娠反映及措施
42A131|免除工作 (孕婦)
42A132|噁心, 眩暈 (孕婦的)
42A133|(孕婦) 食用特殊食品
42A134|孕婦惊悸, 所謂母體感應 (荷蘭語: 'verzien')
42A1341|嬰兒具有母體感應的印記
42A14|父性
42A18|生育力
42A19|不育; 不育婦女
42A190|'Sterilità' (Ripa)
42A191|要孩子的慾望
42A192|抵制不育引導受孕的方法
42A193|生育控制
42A2|分娩, 出生
42A21|產房
42A211|孕婦臨產 (躺)
42A2111|孕婦臨產 (蹲)
42A2112|孕婦臨產 (分娩椅)
42A2119|難產和特產
42A21191|使用鉗子 (難產和特產)
42A21192|剖腹產 (難產和特產)
42A21193|早產
42A21194|胎膜產
42A212|新生兒
42A2121|初始呼吸, 第一聲哭
42A2122|剪臍帶
42A2123|胎盤
42A213|新生兒給父親看
42A214|第一次護理新生兒
42A22|探訪母親, 產褥期探訪
42A221|出生告知
42A23|註明產褥期婦女居住的住所
42A24|接生婆, 助產士, 'accoucheuse'
42A241|產科醫生, 'accoucheur'
42A25|嬰兒保育員
42A251|看護椅 (荷蘭語: 'bakermat')
42A252|襁褓裡的嬰兒
42A2521|把嬰兒包在襁褓裡
42A26|雙胞胎
42A261|連體嬰兒
42A27|三胞胎, 四胞胎, 五胞胎, 等等
42A27(...)|三胞胎, 四胞胎, 五胞胎, 等等 (具體數目)
42A28|假裝生出嬰兒的地方
42A281|假裝生出嬰兒者
42A2811|假裝生出嬰兒的超自然物
42A2812|假裝生出嬰兒的男人
42A2813|假裝生出嬰兒的動物
42A29|流產, 打胎
42A291|墮胎者
42A299|生出動物或怪物的婦人 (傳說)
42A3|母親和嬰兒
42A30|母性
42A31|哺乳
42A311|奶媽
42A312|動物餵養嬰兒
42A32|餵養
42A33|洗屁股和換尿布
42A331|尿布 (~ 洗澡和換尿布)
42A34|給嬰兒沐浴
42A35|給嬰兒穿衣
42A351|給嬰兒梳頭
42A36|母親戲嬰 (撫弄, 逗, 哼唱)
42A361|搖晃嬰兒
42A362|唱搖籃曲
42A37|看著熟睡的嬰兒
42A4|嬰兒
42A41|嬰兒傢俱
42A411|搖籃, 嬰兒床
42A412|嬰兒椅
42A413|圍欄
42A42|嬰兒車 
42A421|攜帶嬰兒的其它方法
42A4211|把嬰兒背在背上
42A4212|讓嬰兒跨坐在髖上, 跨坐
42A4213|把嬰兒頂在頭上 (在搖籃或籃子裡)
42A43|出牙
42A431|初牙
42A432|出牙環
42A44|斷奶
42A441|假奶頭 (斷奶)
42A45|响具 (兒童玩具)
42A46|照料兒童
42A461|父母照料
42A462|看護兒童
42A5|兒童 (在家)
42A50|'Pueritia' (Ripa)
42A51|嬰兒學步
42A511|學步, 一開始的幾步
42A5111|爬 (嬰兒學步)
42A5112|學步的工具, 嬰兒小推車
42A5113|護頭物 (~ 學步)
42A512|學步
42A52|玩耍的學步娃娃
42A53|兒童的衛生護理
42A54|壞習慣
42A541|咬手指甲
42A542|吸大拇指
42A55|兒童的傷心
42A551|被安慰的傷心兒童
42A552|離家出走的兒童
42A5521|尋找離家出走的兒童
42A553|離家出走兒童的歸來
42A56|成長
42A561|量兒童的身高
42A562|兒童換牙
42A57|兒童學做事
42A571|兒童跑腿辦事
42A58|蓬頭彼得, 'Struwwelpeter'
42A59|嚇唬兒童的怪物, 妖怪
#42AA19|sterility; barren woman - AA - 不育的男人
#42AA190|'Sterilità' (Ripa) - AA - 不育的男人
#42AA191|desire for children - AA - 不育的男人
42AA192|methods of inducing conception and of counteracting barrenness and sterility - AA - 不育的男人
#42AA213|the new-born child shown to the father - AA - 給母親
#42AA36|mother playing with baby (fondling, dandling, crooning) - AA - 母親除外的一個人與嬰兒嬉戲
#42AA361|rocking the baby - AA - 母親除外的一個人與嬰兒嬉戲
#42AA362|singing lullabies - AA - 母親除外的一個人與嬰兒嬉戲
#42AA46|taking care of children - AA - 被其他兒童
#42AA461|parental care - AA - 被其他兒童
#42AA462|baby-sitter - AA - 被其他兒童
#42AA5|child (at home) - AA - 女孩子
#42AA50|'Pueritia' (Ripa) - AA - 女孩子
#42AA51|toddler - AA - 女孩子
#42AA511|learning to walk, the first steps - AA - 女孩子
#42AA5111|crawling (toddler learning to walk) - AA - 女孩子
#42AA5112|implements for learning to walk, go-cart - AA - 女孩子
#42AA5113|head-protector (~ learning to walk) - AA - 女孩子
#42AA512|learning to talk - AA - 女孩子
#42AA52|playing toddler; child amusing itself - AA - 女孩子
#42AA53|hygienic care of children - AA - 女孩子
#42AA54|bad habits - AA - 女孩子
#42AA541|nail-biting - AA - 女孩子
#42AA542|thumb-sucking - AA - 女孩子
#42AA55|childhood sorrows - AA - 女孩子
#42AA551|childhood sorrows comforted - AA - 女孩子
#42AA552|runaway child - AA - 女孩子
#42AA5521|searching and finding of runaway child - AA - 女孩子
#42AA553|return of runaway child - AA - 女孩子
#42AA56|growing up - AA - 女孩子
#42AA561|measuring the child - AA - 女孩子
#42AA562|child shedding its teeth - AA - 女孩子
#42AA57|tasks performed by children - AA - 女孩子
#42AA571|child running errands - AA - 女孩子
#42AA58|shock-headed Peter, 'Struwwelpeter' - AA - 女孩子
#42AA59|bogey-man, bugaboo - AA - 女孩子
42B|父母與子女
42B1|父母之愛
42B11|父愛
42B111|父與子 (父愛)
42B112|父與女 (父愛)
42B113|父與子女 (父愛)
42B12|母愛
42B121|母與子 (母愛)
42B122|母與女 (母愛)
42B123|母與子女 (母愛)
42B2|缺乏父母之愛
42B20|'Oblivione d'amore verso i figliuoli' (Ripa)
42B21|與子女斷絕關係
42B22|養父母
42B221|繼父
42B222|繼母
42B29|殺嬰 (缺乏父母之愛)
42B3|棄嬰 (和領養)
42B31|遺棄, 丟棄兒童
42B311|把兒童從其母親身上(邊)拖走
42B312|調換兒童, 調換新生兒童
42B32|發現遺棄的兒童
42B321|領養 (兒童)
42B3210|'Adottione' (Ripa)
42B322|領養兒童的合法化 (領養兒童受婚姻保護?at marriage children are taken under the cloak)
42B33|被遺棄的兒童及其養父母
42B34|被遺棄的兒童尋找其父母
42B35|(被遺棄的兒童被父母)辨認
42B351|(被遺棄的兒童的)辨認手段
42B36|私生子, 雜種
42B361|查詢私生子的父親
42B362|未婚的母親
42B4|親情, 'Pietas filiorum'
42B40|'Pietà de figliuoli verso il padre' (Ripa)
42B41|佩羅以乳汁餵養父親西蒙 ('Caritas romana')
42B42|女兒以乳汁餵養老母 ('Caritas romana'題材的變化)
42B43|搶救父母 (特別是背在背上)
42B5|缺乏親情
42B51|貧窮的父母, 富有的子女 (缺乏親情)
42B52|鞍褥的故事 (缺乏親情)
42B53|向死去的父親射箭: 兩個王位繼承人被裁判官命令向一具屍體射箭; 假繼位人毫不猶豫地射擊, 而真正的繼位人得知靶子為死去的父親時, 拒絕執行
42B54|殺尊親 (或近親)
42B541|弒父
42B542|弒母
42B6|孤兒
42B61|撫養人
42B610|'Tutela' (Ripa)
42B7|家庭生活
42B71|在家的家庭生活
42B72|旅行中的家庭, 度假
42B73|既不是在家也不是在旅行中,在其他環境下的家庭生活
42B74|家族, 尤其是父母和他們的子女(們)
42B74(...)|家族, 尤其是父母和他們的子女(們) (子女的數量)
42B741|父親和他的子女(們), 男人和兒童(們) (家族)
42B741(...)|父親和他的子女(們), 男人和兒童(們) (家族) (子女的數量)
42B7411|父親和他的兒子(們) (家族)
42B7411(...)|父親和他的兒子(們) (家族) (兒子的數量)
42B7412|父親和他的女兒(們) (家族)
42B7412(...)|父親和他的女兒(們) (家族) (女兒的數量)
42B742|母親和她的子女(們), 女人和兒童(們) (家族)
42B742(...)|母親和她的子女(們), 女人和兒童(們) (家族) (子女的數量)
42B7421|母親和她的兒子(們) (家族)
42B7421(...)|母親和她的兒子(們) (家族) (兒子的數量)
42B7422|母親和她的女兒(們) (家族)
42B7422(...)|母親和她的女兒(們) (家族) (女兒的數量)
42B75|子女和其他家庭成員
42B751|爺爺奶奶和孫輩(們) (家族)
42B76|子女和雙親或單親或和一個或多個家庭成員裡的長輩 (家族)
42B761|三代 (家族)
42B762|四代 (家族)
42B8|管教淘氣的子女
42B81|大屁股, 毆打 (淘氣的子女)
42B82|打耳朵 (淘氣的子女)
42B821|揪耳朵 (淘氣的子女)
42B83|好孩子與淘氣的孩子
42B831|好孩子
42B832|淘氣的孩子
42B9|子女 (年輕男子, 年輕女子) 離開他們的父母
42C|青春期
42C1|年輕男子成年的說法initiation usages for young men
42C2|年輕男子成年的說法initiation usages for young women
42C21|'débutante'
42C3|閨女與已婚婦女
42D|婚约与婚姻
42D1|婚約
42D11|求婚, 愛情宣言
42D111|男人跪在愛人面前 (求婚)
42D119|被拒, 求婚被拒絕
42D12|接受 (求婚)
42D129|中斷婚約
42D13|請求新娘父母的批准
42D131|衡量般配weighing the match
42D132|婚姻介紹人
42D14|男子把未婚妻介紹給父母
42D141|向男子介紹新娘
42D1411|向男子介紹新娘的肖像
42D142|向女子介紹新郎
42D1421|向女子介紹新郎的肖像
42D15|父母同意 ~ 婚姻
42D16|婚約
42D17|婚禮的禮物
42D171|新郎給新娘的禮品
42D1711|情人首飾盒lovers' casket, 'Minnekästchen'
42D1712|婚戒
42D172|嫁妝
42D18|一個男人把女人給另一個男人, 轉讓自己的愛人
42D19|單身漢的聚會
42D2|(非宗教的) 結婚儀式
42D21|新娘和新郎身著結婚禮服
42D211|新郎 (身著結婚禮服)
42D212|新娘 (身著結婚禮服)
42D2121|新娘花冠
42D2122|幫新娘穿上結婚禮服
42D21221|幫新娘帶上結婚面紗
42D213|新娘和新郎見面; 新郎接新娘groom calling for bride
42D214|婚禮成員members of bridal party
42D2141|男儐相
42D2142|女儐相
42D2143|新娘的男伴童
42D22|父母親的祝福和忠告
42D221|娘家與未來之間的困難選擇difficult choice between the paternal home and the future
42D23|離開娘家departure from the paternal home
42D231|男子誘拐女子
42D2311|搶婦wife-capture
42D232|私奔
42D233|交換新娘exchange of brides
42D24|非宗教的結婚儀式
42D241|註冊登記 ~ 婚姻
42D242|非正常結婚儀式 (如: 私奔結婚儀式)
42D243|結婚儀式結束後的聚會
42D25|婚宴
42D251|新娘和新郎來到婚宴
42D252|結婚蛋糕
42D253|婚宴上的舞會
42D254|結婚周年慶祝
42D2541|銅婚
42D2542|銀婚
42D2543|金婚
42D2544|鑽石婚
42D26|蜜月旅行
42D261|出發 (為了蜜月旅行)
42D2611|把某物拋向新婚夫婦,如鞋,米,五彩糖果
42D262|'alone at last'
42D27|新婚之夜
42D271|領新娘到床前
42D2711|新娘的淨化 (沐浴)
42D2712|破貞 (新娘的)
42D2713|抗拒的新娘
42D272|騷擾者 (~ 新婚之夜)
42D273|被警醒的新娘awakening of the bride
42D274|貞操之證據
42D279|'jus primae noctis'
42D3|婚姻, 已婚夫婦, 'matrimonium'
42D30|'Castità matrimoniale', 'Fede maritale', 'Matrimonio' (Ripa)
42D31|不般配的夫婦
42D311|年齡不般配的夫婦
42D3111|他人 (取笑, 不讚許, 騷擾, 等等) ~ 不般配的夫婦
42D312|財富不般配的夫婦
42D3121|他人 (取笑, 不讚許, 騷擾, 等等) ~ 不般配的夫婦
42D313|身材不般配的夫婦
42D314|健康狀況不般配的夫婦
42D32|對婚姻的諷刺
42D321|婚姻是陷阱,圈套,等等
42D322|婚姻中爭奪強勢 ('who wears the breeches')
42D323|婚姻生活與非婚姻生活
42D33|幸福的婚姻
42D330|'Benevolenza et Unione matrimoniale', 'Concordia maritale' (Ripa)
42D331|完美的丈夫
42D332|完美的妻子
42D34|強勢的伴侶
42D341|強勢的丈夫
42D342|強勢的妻子
42D3421|妻管嚴的丈夫
42D3422|'Bigorne et Chiceface'
42D35|壞丈夫
42D351|男子與其妻爭吵, 'Marriage à la mode'
42D352|男子與其妻和解
42D36|壞妻子
42D37|伴侶被欺騙
42D371|因第三者
42D38|'ménage à trois'
42D39|通姦
42D390|'Adulterio' (Ripa)
42D391|通姦者
42D392|通姦者受到報復
42D3921|測試無辜 (~ 通姦)
42D4|已婚夫妻之一去世以後
42D41|鰥夫
42D42|寡婦
42D429|以弗所的寡婦
42D43|(鰥夫或寡婦的)第二次婚姻
42D431|鰥夫的第二次婚姻
42D432|寡婦的第二次婚姻
42D5|離婚
42D6|拋棄妻子
42D7|情婦
42D71|妃,妾
42D9|單身
42D91|單身漢
42D92|單身女子
#42DD11|proposal, declaration of love - DD - proposal by woman (leap-year)
#42DD111|man kneeling before his beloved (proposing) - DD - proposal by woman (leap-year)
#42DD119|being refused, the proposal rejected - DD - proposal by woman (leap-year)
#42DD14|man presenting his fiancée to his parents - DD - woman presenting her fiancé to her parents
#42DD19|bachelor's party - DD - party for women
#42DD231|man abducting woman - DD - woman abducting man
#42DD2311|wife-capture - DD - woman abducting man
#42DD25|wedding feast, wedding meal - DD - 戶外
#42DD251|arrival of bride and bridegroom at the wedding feast - DD - 戶外
#42DD252|wedding-cake - DD - 戶外
#42DD253|dancing at wedding feast - DD - 戶外
#42DD254|wedding anniversary celebration - DD - 戶外
#42DD2541|copper anniversary - DD - 戶外
#42DD2542|silver anniversary - DD - 戶外
#42DD2543|golden anniversary - DD - 戶外
#42DD2544|diamond anniversary - DD - 戶外
#42DD311|married couple of unequal age - DD - woman older
#42DD3111|third party (mocking, disapproving, disturbing, etc.) ~ married couple of unequal age - DD - woman older
#42DD312|married couple of unequal wealth - DD - woman richer
#42DD3121|third party (mocking, disapproving, disturbing, etc.) ~ married couple of unequal wealth - DD - woman richer
#42DD37|partner deceived - DD - deceived wife
#42DD371|with the unwanted third party - DD - deceived wife
#42DD391|adulterer - DD - adulteress
#42DD5|divorce - DD - married woman given to another man, e.g. by her father
#42DD7|mistress - DD - cicisbeo
#42DD71|concubine - DD - cicisbeo
42E|喪葬禮儀
42E1|為逝者梳妝 ~ 喪葬
42E11|為逝者沐浴、更衣
42E111|壽衣
42E112|給逝者穿上壽衣
42E12|降逝者放在屍架上
42E121|棺材蓋布, 'pannus funeralis'
#42E1211|funeral shield
42E122|瞻仰遺容
42E13|守靈 ~ 喪葬禮儀
42E131|哀悼逝者
42E132|哀嘆 (~ 喪葬禮儀)
42E1321|悲嘆的婦人
42E14|入殮
42E141|棺材
42E142|把某物放在棺材上面或裡面, 如花卉, 結婚戒指
42E15|屍體防腐, 將屍體製成木乃伊
42E151|木乃伊
42E152|屍體某部分的保存
42E16|為逝者梳妝的其它形式
42E17|屍遮面具
42E18|逝者肖像
42E19|侵犯逝者屍體
42E191|毀傷逝者屍體
42E192|懲罰逝者屍體
42E193|掠奪逝者身上的衣物
42E194|戀屍癖necrophily
42E2|喪葬儀式
42E21|宣佈死亡
42E211|口頭宣布 (死亡), 殯葬所人員
42E212|愛到卡片, 訃告,悼文
42E213|紀念章
42E214|殯葬所
42E22|出殯
42E221|靈車
42E222|送葬車funeral carriages
42E223|靈柩?litter, coffin rest
42E224|'pleurants'
42E23|下葬
42E231|打開墓穴
42E232|再次入葬
42E24|墓地致詞
42E241|葬禮禱詞
42E242|將某物拋進墓穴
42E25|火葬
42E26|葬禮歸來
42E261|送葬人聚餐
42E27|喪葬專員
42E271|承辦殯葬者
42E272|掘墓者
42E273|墓地看守
42E274|殯葬協會
42E28|對逝者所有物的破壞 (主人死後其女眷, 馬匹, 佣人等被殺害)
42E281|臨終前毀壞其所有物
42E3|墓葬及其它墓葬形式以及墓的記號
42E31|墓葬
42E311|墓石, 墓碑
42E3111|豎式墓碑
42E3112|橫式墓碑
42E3113|其它類型的墓穴記號, 如十字架
42E312|墓誌銘
42E32|龕墓, 壁墓
42E321|厓墓
42E33|石棺,棺
42E331|棺蓋
42E34|瓮
42E35|墓的建造, 紀念性墓葬
42E351|墓像, 'gisant' (棺材上面的肖像或在'喪屋castrum doloris'裡的肖像), transi
42E3511|描繪死者半腐朽狀態的墓像
42E36|其它紀念性建築
42E361|方尖碑 (墓的記號)
42E362|圓柱 (墓的記號)
42E363|金字塔 (墓的記號)
42E37|古代的墓葬形式
42E371|史前墓葬形式
42E3711|墳墩
42E3712|巨石架成的墓室, 都爾門
42E372|歷史上出現的墓葬形式
42E3721|古埃及磚砌墳墓
42E3722|金字塔 (歷史上出現的墓葬形式)
42E3723|陵墓
42E373|異國風情的墓葬風俗
42E3731|樹葬
42E3732|棄屍?abandonment (異國風情的墓葬風俗)
42E38|墓葬藝術中的記號,象徵符號及母題
42E39|假墓, 為葬在他處者建造的墓碑
42E4|死者崇拜
42E41|哀悼的風俗
42E411|哀悼的衣著
42E42|送葬曲,哀樂
42E43|教堂墓地
42E431|大墓地,古代公共墓地
42E4311|地下墓穴
42E432|(圍繞著教堂的)教堂墓地
42E433|集體墳墓
42E434|墓地, 類似公園的墳地
42E435|骨庫, 藏骨堂
42E44|埋葬地的照顧及探視
42E441|在墳墓上放置花卉或花圈
42E442|發現墳墓
42E45|'In memoriam'-卡片
42E49|對墳墓的不敬
42E491|從墓中盜竊逝者屍體
42E4911|盜屍人
42E5|死者身後的社會安排
42E51|死者財產安排
42E52|打開並閱讀遺囑
42E53|死者財產的重新分配
42E531|遺產
42E5311|傳家寶
42E532|繼承人
42E5321|繼承人的爭吵
42E54|為配偶及子女提供支助
42E541|保險金 (為配偶及子女提供支助)
2EE224|'pleurants' - EE - 女性
42F|家政;家庭主婦的工作
42F0|家庭經濟; 'Economia', 'Providenza dell'annona' (Ripa)
42F1|家庭主婦
42F11|家庭主婦指揮佣人
42F12|家庭主婦檢查房間和財物
42F13|家庭主婦分配食物
42F19|'Betty', 'Molly' (幹家庭主婦活的男人)
42F2|在市場購買, 購物 (~ 家政)
42F3|家務活
42F31|清潔 (住宅)
42F311|清除灰塵
42F312|擦光 (~ 清潔住宅)
42F313|擦窗戶
42F314|掃地 (~ 清潔住宅)
