5|Ideas abstractas y conceptos
#57A24|Task
#57A25|Responsibility, Liability
#57A3|Conscience; 'Coscienza' (Ripa)
#57A4|Shame
#57A41|Regret
#57A42|Compunction, Remorse; 'Compuntione' (Ripa)
#57A43|Sense of Guilt
#57A5|Decency, Shyness, Bashfulness
#57A6|Virtuousness; 'Amor di Virtù', 'Attione virtuosa', 'Guida sicura de' veri honori', 'Virtù', 'Virtù insuperabile' (Ripa)
#57A61|Honesty; 'Honestà' (Ripa)
#57A611|Frankness, Loyalty; 'Lealtà', 'Realtà' (Ripa)
#57A612|Sincerity; 'Purità et Sincerità d'animo', 'Sincerità' (Ripa)
#57A613|Integrity
#57A6131|Guilelessness, Artlessness, Openness, Ingenuousness
#57A614|Faithfulness, 'Bona Fide'
#57A6141|Trustworthiness, Reliability
#57A6142|Oath
#57A62|Fidelity; 'Fedeltà' (Ripa)
#57A63|Incorruption, Purity; 'Purità' (Ripa)
#57A631|Innocence; 'Innocenza', 'Innocenza o purità' (Ripa)
#57A632|Falsely accused Innocence
#57A64|Humility; 'Humiltà' (Ripa)
#57A641|Discretion, Modesty; 'Discretione', 'Modestia' (Ripa)
#57A642|Simplicity; 'Simplicità' (Ripa)
#57A643|Timidity, Diffidence
#57A644|Submissiveness; 'Ossequio' (Ripa)
#57A65|Unselfishness
#57A66|Seriousness
#57A661|Spiritualization
#57A67|Reasonableness
#57A68|Nobility; 'Nobiltà' (Ripa)
#57A681|Stateliness; 'Gravità', 'Gravità nell'huomo' (Ripa)
#57A682|Magnificence; 'Magnificenza' (Ripa)
#57A69|Holiness; 'Santità' (Ripa)
#57A7|Benevolence, Beneficence; 'Beneficio', 'Benevolenza o Affettione' (Ripa)
#57A71|Magnanimity; 'Grandezza e robustezza d'animo', 'Magnanimità' (Ripa)
#57A72|Tolerance, Long-suffering; 'Longanimità', 'Toleranza' (Ripa)
#57A73|Indulgence, Clemency; 'Clemenza', 'Clemenza & Moderatione', 'Indulgenza' (Ripa)
#57A74|Forgivingness
#57A741|Pardon; 'Perdono' (Ripa)
#57A75|Mercy, Compassion; 'Compassione', 'Misericordia' (Ripa)
#57A76|Favourableness
#57A77|Friendliness, Gentleness, Affability; 'Affabilità, piacevolezza, amabilità', 'Animo piacevole, trattabile & amorevole', 'Benignità' (Ripa)
#57A8|Gratitude; 'Gratitudine', 'Memoria grata de beneficii ricevuti' (Ripa)
#57A9|Humanity, Politeness; 'Cortesia', 'Humanità' (Ripa)
#57AA|Good and Bad Behaviour, Moral Qualities (opposing concepts)
#57AA1|Bad Behaviour
#57AA2|Evasion of Duty, Dereliction of Duty
#57AA21|Irresponsibility
#57AA3|Unscrupulousness
#57AA4|Shamelessness
#57AA41|Obduracy
#57AA5|Indecency, Impudence; 'Sfacciatigine' (Ripa)
#57AA51|Licentiousness, Lasciviousness; 'Lascivia', 'Licenza' (Ripa)
#57AA52|Perversion
#57AA53|Scandalousness, Scandal; 'Scandolo' (Ripa)
#57AA6|Viciousness, Naughtiness
#57AA61|Dishonesty, Falsety
#57AA611|Dissimulation, Hypocrisy; 'Hippocresia', 'Simulatione' (Ripa)
#57AA612|Insincerity
#57AA6121|Flattery; 'Adulatione' (Ripa)
#57AA6122|Sponging, Parasitizing
#57AA613|Cunning, Slyness; 'Astutia ingannevole' (Ripa)
#57AA6131|Guile, Artfulness, Craftiness, Deceitfulness
#57AA614|Unfaithfulness, 'Mala fide'
#57AA6141|Untrustworthiness, Unreliability
#57AA6142|Betrayal
#57AA62|Infidelity, Perfidy; 'Perfidia' (Ripa)
#57AA621|Cheat, Deceit; 'Fraude', 'Inganno' (Ripa)
#57AA622|Mendacity
#57AA6221|Lie; 'Bugia' (Ripa)
#57AA6222|Hoax, False News, Canard
#57AA6223|Ambuscade, Trap; 'Insidia' (Ripa)
#57AA6224|Intrigue
#57AA6225|Falsification
#57AA63|Impurity
#57AA64|Pride, Loftiness; 'Alterezza in persona nata povera civile' (Ripa)
#57AA641|Immodesty
#57AA642|Sophistication
#57AA643|Coquetry
#57AA644|Arrogance; 'Arroganza' (Ripa)
#57AA645|Boast; 'Iattanza' (Ripa)
#57AA646|Complacency, Self-conceit
#57AA647|Hybris
#57AA65|Selfishness; 'Interesse', 'Interesse proprio' (Ripa)
#57AA66|Frivolity
#57AA661|Worldliness; 'Appetito' (Ripa)
#57AA67|Unreasonableness
#57AA68|Unworthiness
#57AA69|Devilishness
#57AA7|Malevolence, Maliciousness; 'Malevolenza', 'Malignità', 'Malvagità' (Ripa)
#57AA71|Illiberality
#57AA72|Intolerance
#57AA73|Inclemency
#57AA74|Vindictiveness
#57AA741|Revenge, Requital, Retaliation; 'Vendetta' (Ripa)
#57AA75|Mercilessness
#57AA76|Jealousy; 'Gelosia', 'Rammarico del ben'altrui' (Ripa)
#57AA77|Unfriendliness
#57AA8|Ingratitude; 'Ingratitudine' (Ripa)
#57AA9|Brutality
#57AA91|Cruelty, Ferocity; 'Crudeltà', 'Ferocità' (Ripa)
#57AA92|Infamy; 'Sciagurataggine' (Ripa)
#57B|Judgment of Conduct
#57B1|Praise, Approbation, Approval; 'Lode' (Ripa)
#57B11|Rewarding Goodness
#57B2|Respect, Reverence, Esteem
#57B21|'Pietas'; 'Pietà' (Ripa)
#57B3|Justification, Vindication
#57B31|Palliation, Extenuation
#57BB|Judgment of Conduct (opposing concepts)
#57BB1|Disapprobation, Disapproval, Rebuking
#57BB11|Admonition, Reprehension; 'Riprensione', 'Riprensione giovevole' (Ripa)
#57BB12|Correction; 'Correttione' (Ripa)
#57BB13|Punishment; 'Castigo', 'Pena', 'Punitione' (Ripa)
#57BB131|Punishing Badness
#57BB14|Condemnation
#57BB2|Mockery, Derision, Irreverence; 'Derisione', 'Dispreggio della Virtù' (Ripa)
#57BB21|Contempt
#57BB211|Despising the World; 'Dispregio del mondo', 'Disprezzo et Distruttione de i piaceri & cattivi affetti' (Ripa)
#57BB22|Insult; 'Ingiuria', 'Offesa' (Ripa)
#57BB23|Ignominy
#57BB24|Humiliation
#57BB241|Irony
#57BB242|Sarcasm
#57BB25|Calumny, Detraction; 'Biasimo vitioso', 'Calunnia', 'Detrattione', 'Maledicenza' (Ripa)
#57BB251|Calumny of Apelles: bad judge with ass's ears on throne, with Deceit, Envy, Ignorance, Suspicion and Treachery, confronted with innocent accused; Remorse and Truth present
#57BB3|Accusation, Incrimination
58|Creación
#58A|Creation and Destruction
#58A1|Originating
#58A2|Procreation
#58A3|Fruitfulness, Productiveness, Fertility, Fecundity; 'Fecondità' (Ripa)
#58AA|Creation and Destruction (opposing concepts)
#58AA1|Destruction
#58AA11|Extirpation
#58AA12|Self-destruction
#58AA2|Non-procreation
#58AA3|Unproductiveness, Fruitlessness, Lost Labour, Wasted Labour
#58B|Vitality and Mortality
#58B1|Vitality, Viability, Vital Force
#58B11|Germination
#58B2|Life
#58B21|Human Life; 'Vita humana', 'Vita inquieta', 'Vita e l'animo' (Ripa)
#58B211|'Tabula Cebetis'
#58B212|fountain of life (non-Christian)
#58B213|Human Life represented by a ship
#58B22|Struggle for Life
#58B3|Immortality, Imperishableness; 'Immortalità' (Ripa)
#58B4|Rebirth, Renaissance, Regeneration
#58B5|Heredity
#58B6|Instinct, Natural Disposition; 'Instinto naturale' (Ripa)
#58BB|Vitality and Mortality (opposing concepts)
#58BB1|Mortality, Extinction of Life
59|Aspectos de Conducta Social
#59A|Man ~ Community
#59A1|Sociality
#59A2|Refinement, Taste
#59A3|Propriety, Decorum; 'Decoro' (Ripa)
#59A4|Elegance
#59A5|Hospitality; 'Hospitalità' (Ripa)
#59AA|Man ~ Community (opposing concepts)
#59AA1|Loneliness; 'Solitudine' (Ripa)
#59AA2|Ill-breeding, Bad Taste
#59AA3|Vulgarity
#59AA4|Affectation, Mannerism
#59AA5|Inhospitality
#59B|Social Position
#59B1|Everyman, 'Elckerlyc'
#59B2|Advancement, Promotion
#59B3|Repute, Renown; 'Splendore del nome' (Ripa)
#59B31|Honour, Glory; 'Ampiezza della Gloria', 'Gloria', 'Gloria de prencipi', 'Gloria & Honore', 'Honore', 'Sublimatà della Gloria' (Ripa)
#59B32|Fame; 'Fama', 'Fama buona', 'Fama chiara' (Ripa)
#59B33|Respectability; 'Precedenza et Preminenza de titoli' (Ripa)
#59B34|Illustriousness; 'Chiarezza' (Ripa)
#59B4|Dignity; 'Dignità' (Ripa)
#59B41|Regality, Majesty; 'Maestà regia', 'Regalità' (Ripa)
#59B5|Merit; 'Merito' (Ripa)
#59BB|Social Position (opposing concepts)
#59BB1|Nobody, 'Nemo'
#59BB2|Degradation
#59BB3|Dishonour, Disrepute
#59BB31|Disgrace; 'Infamia', 'Scorno' (Ripa)
#59BB32|Ill-fame; 'Fama cattiva' (Ripa)
#59BB33|Ignobility, 'Vulgus'; 'Vulgo overo ignobilità' (Ripa)
#59BB34|Ingloriousness
#59BB4|Despicableness
#59BB5|Demerit
#59C|Justice and Injustice
#59C1|Maintenance of the Law
#59C2|Justice; 'Forza alla giustitia sottoposta', 'Giustitia', 'Giustitia retta', 'Giustitia rigorosa', 'Impietà e violenza soggetta alla giustitia' (Ripa)
#59C21|Equality, Equity, Fairness, Righteousness; 'Equalità', 'Equità', 'Giuditio giusto', 'Ordine dritto e giusto', 'Ugualità' (Ripa)
#59C22|Impartiality
#59C221|Incorruptibility
#59C3|Legality
#59CC|Justice and Injustice (opposing concepts)
#59CC1|Violation of the Law
#59CC2|Injustice; 'Ingiustitia' (Ripa)
#59CC21|Inequality, Inequity, Iniquity; 'Iniquità' (Ripa)
#59CC211|Arbitrariness
#59CC22|Partiality; 'Partialità' (Ripa)
#59CC221|Corruptibility, Venality, Corruption
#59CC3|Illegality
6|Historia
61|eventos y situaciones históricas; personajes históricos
#61A|historical events and situations
#61A(...)|historical events and situations (with DATE)
#61B|historical persons (portraits and scenes from the life)
#61B1|historical persons not known by name
#61B11|anonymous historical person portrayed
#61B111|anonymous historical person portrayed alone
#61B112|anonymous historical persons portrayed in a double portrait
#61B113|anonymous historical persons portrayed in a group, in a group-portrait
#61B12|scenes ~ anonymous historical person(s)
#61B121|scene directly related with life or life-story of anonymous person
#61B122|fictitious scene ~ anonymous historical person(s)
#61B2|historical persons
#61B2(...)|historical person (with NAME)
#61B2(...)1|historical person (with NAME) - historical person(s) portrayed
#61B2(...)11|historical person (with NAME) - historical person (with NAME) portrayed alone
#61B2(...)12|historical person (with NAME) - historical person (with NAME) in a double-portrait
#61B2(...)13|historical person (with NAME) - historical person (with NAME) portrayed in a group, in a group-portrait
#61B2(...)2|historical person (with NAME) - scene ~ historical person(s) (with NAME of person)
#61B2(...)21|historical person (with NAME) - scene directly related with life or life-story (with NAME of person)
#61B2(...)22|historical person (with NAME) - fictitious scene ~ historical person (with NAME of person)
#61B2(...)3|historical person (with NAME) - other representations to which the NAME of a historical person may be attached (with NAME of person)
#61BB|historical persons (portraits and scenes from the life) - BB - woman
#61BB1|historical persons not known by name - BB - woman
#61BB11|anonymous historical person portrayed - BB - woman
#61BB111|anonymous historical person portrayed alone - BB - woman
#61BB112|anonymous historical persons portrayed in a double portrait - BB - woman
#61BB113|anonymous historical persons portrayed in a group, in a group-portrait - BB - woman
#61BB12|scenes ~ anonymous historical person(s) - BB - woman
#61BB121|scene directly related with life or life-story of anonymous person - BB - woman
#61BB122|fictitious scene ~ anonymous historical person(s) - BB - woman
#61BB2|historical persons - BB - woman
#61BB2(...)|historical person (with NAME) - BB - woman
#61BB2(...)1|historical person (with NAME) - BB - woman - historical person(s) portrayed
#61BB2(...)11|historical person (with NAME) - BB - woman - historical person (with NAME) portrayed alone
#61BB2(...)12|historical person (with NAME) - BB - woman - historical person (with NAME) in a double-portrait
#61BB2(...)13|historical person (with NAME) - BB - woman - historical person (with NAME) portrayed in a group, in a group-portrait
#61BB2(...)2|historical person (with NAME) - BB - woman - scene ~ historical person(s) (with NAME of person)
#61BB2(...)21|historical person (with NAME) - BB - woman - scene directly related with life or life-story (with NAME of person)
#61BB2(...)22|historical person (with NAME) - BB - woman - fictitious scene ~ historical person (with NAME of person)
#61BB2(...)3|historical person (with NAME) - BB - woman - other representations to which the NAME of a historical person may be attached (with NAME of person)
#61C|proper names of plants and animals
#61C1|proper names of plants
#61C1(...)|proper names of plants (with NAME)
#61C2|proper names of animals
#61C2(...)|proper names of animals (with NAME)
#61D|geographical names of countries, regions, mountains, rivers, etc.
#61D(...)|geographical names of countries, regions, mountains, rivers, etc. (names of cities and villages excepted) (with NAME)
#61E|names of cities and villages
#61E(...)|names of cities and villages (with NAME)
#61F|names of historical buildings, sites, streets, etc.
#61F(...)|names of historical buildings, sites, streets, etc. (with NAME)
#61G|names of artefacts and man-made objects
#61G(...)|names of artefacts and man-made objects (buildings excluded) (with NAME)
#61H|names of organizations, companies, trade unions, etc.
#61H(...)|names of organizations, companies, trade unions, etc. (with NAME)
#61I|names of historical events and situations
#61I(...)|names of historical events and situations (with NAME)
#61K|(other) historical names
#61K(...)|(other) historical names (with NAME)
62|visiones de futuro
7|Biblia
71|Antiguo Testamento
71A|Génesis: desde la cración hasta la expulsión del paraíso, y últimos años de la vida de Adan y Eva
71A1|'Al principio...' el orden del caos (Génesis 1:1-2)
71A11|La tierra sin forma y desierta
71A12|el espíritu de Dios se mueve sobre las aguas
71A2|los seis días de la creación (Génesis 1:3-25)
71A21|La separación de la luz y las tinieblas
71A22|La creación del firmamento y la separación de las aguas y del cielo
71A23|reunión de las aguas de debajo del cielo; aparece tierra firme y produce todo tipo de plantas
71A231|Creación de la vegetación (solamente)
71A24|Creación del sol, la luna y las estrellas
71A25|creación de los animales ~ Génesis
71A251|creación de los pájaros y los peces
71A252|creación de los animales terrestres
71A3|creación del hombre; el jardín de Eden (Génesis 1:26 - 2)
71A31|Dios modela al hombre a partir de arcilla
71A311|el hombre (Adán) se convierte en ser vivo: Generalmente Dios le tiende la mano o sopla en su nariz un aliento de vida
71A32|Dios planta el jardín del Edén
71A321|el jardín del Edén, el paraíso
71A3211|los cuatro ríos del paraíso (brotando de una fuente)
71A32111|Pison (río del Paraíso)
71A32112|Gihon (río del Paraíso)
71A32113|Tigris (Hiddekel) (río del Paraíso)
71A32114|Eufrates (río del Paraíso)
71A3212|el árbol de la vida y el árbol del conocimiento del bien y del mal
71A32121|el árbol de la vida en el jardín del Edén
71A32122|el árbol del conocimiento del bien y del mal (cuyos frutos,generalmente manzanas o higos, producen la muerte); puede que al árbol lo guarde la serpiente
71A33|Adán en el jardín del Edén
71A331|Dios conduce a Ad`an al paraíso
71A332|Dios habla a Adán
71A333|Adán pone nombre a los animales
71A34|creación de Eva
71A341|Dios saca una costilla de Adán mientras duerme
71A342|Eva es moldeada a partir de la costilla de Adán
71A3421|Eva emerge del cuerpo de Adán
71A35|Adán y Eva en el paraíso (antes de la caída)
71A351|Dios trae Eva ante Adán
71A352|Dios bendice a Adán y a Eva; institución del matrimonio
71A353|Se le da autoridad a Adán sobre todas las cosas creadas
71A354|imposición del mandato de prueba: Dios prohibe a Adán y Eva que coman del árbol del conocimiento del bien y del mal.
71A36|Dios descansa el sáptimo día
71A4|Tentación y Caída
71A41|Tentación y Caída (escenas sólo con Eva)
71A411|la serpiente intenta convencer a Eva para que coja la fruta (generalmente una manzana)
71A412|Eva coje la fruta
71A42|Tentación y Caída (escenas con Adán y Eva, ambos)
71A421|Eva acepta la fruta que le ofrece la serpiente (o la toma del árbol) en presencia de Adán (que puede querer disuadirla)
71A422|Eva ofrece la fruta a Adán
71A4221|Eva ofrece la fruta a Ad'an y simultaneamente acepta más de la serpiente (o del árbol)
71A4222|Adán coje fruta del árbol
71A423|Adán y Eva sosteniendo (y puede que comiendo) el fruto
71A4231|Adán (sólo) sosteniendo el fruto
71A4232|Eva (sola) con el fruto
71A424|Adán y Eva descubren su desnudez; intentan taparse con las manos o con hojas
71A5|Tentación y Caída: Adán y Eva en el Paraíso (tras la Caída) (Gánesis 3:8-21)
71A51|Adán y/o Eva llenos de arrepentimiento
71A52|Dios se pasea por el jardín del Edán
71A521|Dios pide explicaciones a Adán y Eva
71A522|Adán y Eva se ocultan de Dios
71A53|Adán y Eva reprendidos por Dios
71A531|Ad'an (solo) reprendido por Dios; Adán culpa a Eva
71A532|Eva (sola) reprendida ppor Dios; Eva culpa a la serpiente
71A54|el castigo de Adán y Eva
71A541|Dios maldice la serpiente, y la condena a comer polvo y arrastrarse sobre el vientre
71A542|castigo de Eva (sola)
71A543|castigo de Adán (solo)
71A55|Adán y Eva son vestidos por Dios
71A551|Adán y Eva reciven útiles, generalmente una pala y un huso
71A6|expulsión de Adán y Eva del Paráiso (Gánesis 33:22-24
71A61|Dios expulsa a Ad'an y Eva del Paraíso y coloca un ángel con una espada llameante para guardar el árbol de la vida
71A611|un ángel echa a Adán y Eva del Paraíso con una espada (llameante)
71A62|Adán y Eva fuera del jardín del Edán, cuya puerta guardan los querubines resplandecientes
71A63|Adán y Eva haciendo penitencia
71A631|baño purificador de Adán y Eva
71A7|Los trabajos de Adán y Eva; la infancia de Caín y Abel (Génesis 4;1-2)
71A71|Eva encinta
71A711|Nacimiento de Caín
71A7111|baño ritual de Eva
71A712|nacimiento de Abel
71A7121|Adán baña a Abel con ayuda de Caín
71A7122|Eva amamantando a Abel; Caín se vuelve, o bien los celos de Caín
71A72|Adán (y Eva) trabajando la tierra
71A721|Adán trabajando la tierra, Eva hilando y sus hijos generalmente jugando
71A722|Adán trabajando la tierra, Eva amamantando a los niños
71A723|un ángel enseña a Adán cómo trabajar la tierra
71A73|educación, crianza de Caín y Abel
71A731|Caín y Abel aprenden a ayudar a su padre, Caín cultivando la tierra, Abel pastoreando
71A732|Caín (solo) trabajando, cultivando la tierra
71A733|Abel (solo) trabajando, pastoreando
71A8|La historia de Caín y Abel (Génesis 4:3-17
71A81|el sacrificio de Caín y Abel: Abel ofrece un cordero, Caín generalmente una gavilla de maíz
71A811|Dios (o la mano de Dios) aparece y bendice a Abel ~ sacrificio
71A812|El humo del sacrificio de Abel va directo al cielo, mientras que el humo de la ofrenda  de Caín desciende
71A8121|el humo del sacrificio de Abel va directo al cielo, mientras que el humo de la ofrenda  de Caín desciende, con Dios bendiciendo a Abel
71A813|un ángel recibe el cordero de Abel, mientras que un diablo puede estar ayudando a Caín
71A814|Abel realizando la ofrenda (solo)
71A815|Caín realizando la ofrenda (solo)
71A82|el asesinato de Abel: Caín le golpea sea con una piedra, un garrote o una mandíbula, sea con una pala u otro instrumento a guisa de arma
71A821|muerte de Abel
71A822|Caín entierra a Abel
71A823|Adán y Eva descubren el cuerpo sin vida de Abel y lo lloran
71A824|Adán y Eva entierran a Abel
71A83|la maldición y la huída de Caín
71A831|el Señor pide explicaciones a Caín
71A8311|la sangre de Abel reclama venganza
71A832|la maldición de Cáin
71A8321|Dios pone una señal a Caín
71A833|la huída de Caín
71A834|Cáin arrepentido
71A84|periodo siguiente de la vida de Caín
71A841|Caín y su familia
71A8411|nacimiento de Enoc
71A842|Caín construyendo la ciudad de Enoc
71A9|últimos años y muerte de Adán y Eva, y la historia de Set (Génesis 4:25, 5:1-8)
71A91|Ultimos años y muerte de Adán y Eva
71A911|Nacimiento de Set
71A912|muerte de Adán
71A9121|entierro de Adán
71A9122|la tumba de Adán
71A913|la muerte de Eva
71A92|la historia de Set
71B|Génesis: desde la descendencia de Caín y de Set hasta Abraham
71B1|los descendientes de Caín, los Cainitas (Génesis 4:18-24
71B11|historia de Enoc, hijo de Caín
71B12|historia de Irad
71B13|historia de Mejuyael
71B14|historia de Metusael
71B15|historia de Lamec, hijo de Metusael
71B151|Lamec mata a Caín: A Caín lo mata por accidente una flecha de Lamec ciego, ayudado durante la caza por su hijo Tubalcain
71B1511|Lamec furioso mata a Tubalcain
71B152|Lamec confiesa a sus mujeres, Ada y Sila, que ha matado a un viejo y a un jóven (Caín y Tubalcaín)
71B1521|Lamec es amonestado o golpeado por sus mujeres
71B16|los hijos de Lamec
71B161|historia de Jabal, el ancestro de los que crían ganado y viven en tiendas
71B162|historia de Jubal, ancestro de todos los músicos que tocan el arpa y la flauta
71B163|historia de Tubalcain, el primer herrero
71B2|los descendientes de Set (Génesis 4:26, 5:9-32
71B21|historia de Enos
71B22|historia dea Cainan
71B23|historia de Mahalaleel
71B24|historia de Jared
71B25|historia de Enoc, hijo de Jared, que inventó las letras y fué el primero en dividir el año en estaciones y en los doce meses
71B251|Enoc elevado a los cielos
71B26|historia de Matusalén
71B27|historia de Lamec, hijo de Matusalén
71B271|nacimiento de Noé
71B3|historia de Noé
71B31|antes del Diluvio (Génesis 6-7:4
71B311|la humanidad corrompida; los malvados aparecen generalmente festejando y de jolgorio
71B3111|los gigantes de la tierra ~ la humanidad corrompida
71B312|Dios ve la corrupción de los hombres
71B3121|Dios anuncia un diluvio y ordena a Noé que construya un arca
71B32|la construcción del arca, el embarque (Génesis 7:5-9
71B321|Noé construyendo el arca
71B3211|Noé construyendo el arca con ayuda de sus hijos
71B3212|el arca se embrea ~ Noé
71B3213|el diablo intenta impedir la construcción del arca
