4|Sociedade, Civilização, Cultura
41D241|vestuário para ocasiões oficiais
41D2411|atributos de dignitário
41D242|vestuário de festa, traje de festa
41D2421|disfarce (mascara), baile de máscaras
41D2422|festa de fantasia
41D2423|traje histórico
41D24231|trajes usados em desfiles, concursos
41D243|vestuário profissional
41D249|vestuário para estátuas, figuras esculpidas
41D25|vestuário interior e de dormir
41D251|vestuário interior
41D2511|vestuário interior para o corpo todo
41D2511(...)|vestuário interior para o corpo todo (com NOME)
41D2512|vestuário interior para a parte superior do corpo
41D2512(...)|vestuário interior para a parte superior do corpo (com NOME)
41D2513|vestuário interior para a parte inferior do corpo
41D2513(...)|vestuário interior para a parte inferior do corpo (com NOME)
41D2513(CORSET)|vestuário interior para a parte inferior do corpo: espartilho
41D252|vestuário de dormir
41D252(...)|vestuário de dormir (com NOME)
41D252(NIGHT-CAP)|vestuário de dormir: touca de dormir
41D252(NIGHT-GOWN)|vestuário de dormir: camisa de noite
41D253|acolchoamento e chumaços
41D253(...)|acolchoamento e chumaços (com NOME)
41D26|acessórios (~ vestuário)
41D261|lenço
41D262|leque
41D2621|linguagem de leque
41D263|bengala, vara
41D2631|guarda-chuva
41D2632|guarda-sol, sombrinha
41D264|molas, botões para segurar a roupa
41D2641|pin
41D26411|fíbula, alfinete de segurança
41D2642|botão
41D26421|botão de camisa, botões de punho
41D2643|gancho e laço (fecho); colchete de pressão
41D2644|fivela
41D26441|fecho de correr
41D2645|suspensórios
41D265|partes ornamentais do vestuário
41D2651|bordado (ornamentação)
41D26511|bordado em fio de ouro
41D26512|bordado com contas
41D2652|renda
41D2653|borda (bainha), fita (faixa), trança
41D2654|laço (parte ornamental do vestuário)
41D2655|buquê de flores para a decoração de corpete
41D2656|cinto, cinto (cintura), cós
41D2657|tiracolo, bandoleira (decoração de vestuário)
41D266|ornamentos, jóias
41D2661|colar
41D26611|pérola; colar de pérolas
41D26612|pingente, berloque, "breloque"
41D2662|pulseira, bracelete
41D26621|pulseira para tornozelo
41D2663|brincos
41D2664|anel
41D2665|broche, alfinete, mola, fivela
41D2666|diadema, tiara
41D2668|caixa de jóias
41D267|carteira, bolsa para o dinheiro
41D268|saco
41D269|veludo preto ou máscara de cetim, "loup", "cachenez"
41D27|drapeado, vestuário drapeado, "Gewandgebung"
41D271|lapela, aba tremulante do vestuário, "Pneumazipfel"
41D28|disfarce
41D281|mulher vestida como um homem, travesti
41D282|homem vestido como uma mulher, travesti
41D283|máscara
41D29|vestido com trapos
41D3|traje popular, traje regional
41D4|cuidado e lavagem de vestuário; costura doméstica
41D41|cuidado com o vestuário, e.g.: escovar, bater, arejar
41D411|pendurar a roupa
41D4111|vestuário pendurado num cabide
41D4112|vestuário pendurado sobre um poste
41D42|lavar
41D421|pendurar a roupa lavada para secar
41D4211|tirar a roupa
41D4212|estender a roupa lavada para secar
41D422|branquear (lavar a roupa)
41D423|calandragem
41D424|engomar
41D4241|ferro de engomar
41D4242|tábua de engomar
41D425|vapor (lavar a roupa)
41D426|prensar (lavar a roupa)
41D4261|calandra
41D427|acessórios e utensílios ~ lavar a roupa, e.g. molas para colocar a roupa a secar, estendal, linha de limpeza (vazia)
41D428|edifício ou anexo onde a lavagem da roupa é realizada (lavandaria)
41D4281|lavandaria comunitária, lavandaria doméstica, lavandaria
41D4282|lavandaria pública
41D43|tingir (vestuário)
41D44|costura doméstica; reparação de vestuário
41D441|costurar
41D4411|agulha ~ costura
41D4412|caixa de costura
41D4413|máquina de costura
41D442|arranjar, reparar ~ vestuário
41D4421|cerzir, remendar
41D443|(outras formas de) bordar, costurar, e.g.: croché, malha, tricô, bordar
41D9|(mostrar-se) despido, seminu
41D91|homem (mostrando-se) despido, seminu
41D92|mulher (mostrando-se), despida, seminua
41D921|"décolleté"
41D93|ser mostrado sem roupa
41D94|arranjar a própria roupa
41D99|ter vergonha (da sua nudez)
41D991|tentativa para cobrir a sua nudez
41DD121|modelo, manequim - DD - modelo masculino
41E|natureza morta de objectos diversos
41E1|natureza morta de objectos relacionados
41E2|"trompe l'oeil"
42|família, descendência
42A|procriação, nascimento e primeiros anos de vida, juventude
42A1|procriação e gravidez
42A11|concepção, fecundação
42A12|mulher grávida
42A121|feto
42A13|tratamento e comportamento de uma mulher grávida
42A131|alívio do trabalho (mulher grávida)
42A132|náuseas, tonturas (da mulher grávida)
42A133|consumo de alimentos especifícos (mulher grávida) 
42A134|mulher grávida apanha um susto, o chamado instinto maternal (holandês: "verzien")
42A1341|criança com sinais da impressão materna
42A14|paternidade
42A18|fertilidade
42A19|infertilidade; mulher infértil
42A190|"Sterilità" (Ripa)
42A191|desejo de ter filhos
42A192|métodos para indução da concepção e para combater a infertilidade e a esterilidade
42A193|controle de natalidade
42A2|parto, nascimento
42A21|sala de parto
42A211|mulher dando à luz (deitada)
42A2111|mulher dando à luz (de cócoras)
42A2112|mulher dando à luz (na cadeira de parto)
42A2119|parto difícil e incomum
42A21191|uso de fórceps (parto difícil e incomum)
42A21192|cesariana (parto difícil e incomum)
42A21193|parto prematuro
42A21194|nascimento com uma coifa
42A212|o recém-nascido
42A2121|início da respiração, o primeiro grito
42A2122|corte do cordão umbilical
42A2123|placenta
42A213|o recém-nascido é mostrado ao pai
42A214|cuidados neonatais
42A22|visitar a parturiente
42A221|anúncio do nascimento
42A23|sinais que indicam a casa de uma mãe recente
42A24|parteira, "accoucheuse"
42A241|obstetra, "accoucheur"
42A25|ama seca
42A251|cadeira de balanço para os cuidados da mãe com o bebé (holandês: "bakermat")
42A252|bebé embrulhado em panos
42A2521|embrulhar um bebé
42A26|gémeos
42A261|gémeos siameses
42A27|trigémeos, quadrigémeos quintuplos, etc.
42A27(...)|trigémeos, quadrigémeos quintuplos, etc. (com o NÚMERO de irmãos)
42A28|pretensos lugares onde os bebés crescem
42A281|pretensos portadores de bebés
42A2811|seres sobrenaturais como portadores de bebés
42A2812|homens como portadores de bebés
42A2813|animais como portadores de bebés
42A29|aborto espontâneo, aborto
42A291|aborcionista
42A299|mulher que dá à luz um animal ou um monstro (lendário)
42A3|mãe e bebé ou criança
42A30|maternidade
42A31|amamentar, aleitamento
42A311|ama de leite
42A312|criança amamentada por um animal
42A32|alimentar um bebé
42A33|lavar e mudar o bebé
42A331|fralda (~ lavar e mudar o bebé)
42A34|dar banho ao bebé
42A35|vestir o bebé
42A351|pentear o cabelo do bebé
42A36|mãe a brincar com o bebé (embalar, balouçar, sussurrar, cantar)
42A361|balançar o bebé
42A362|cantar canções de embalar
42A37|observar uma criança a dormir
42A4|bebé, recém-nascido
42A41|mobília para bebés
42A411|berço
42A412|cadeira de bebé
42A413|parque
42A42|carrinho de bebé, carrinho de criança
42A421|outras formas de transporte de crianças
42A4211|levar uma criança às costas
42A4212|levar uma criança à anca, escarranchado
42A43|dentição
42A431|o primeiro dente
42A432|anel de dentição
42A44|desmame de um bebé, criança
42A441|chucha (desmame)
42A45|chocalho (brinquedo de criança)
42A46|tomar conta de crianças
42A461|cuidado parental
42A462|ama, baby-sitter
42A5|criança (em casa)
42A50|"Pueritia" (Ripa)
42A51|criança pequena
42A511|aprender a andar, os primeiros passos
42A5111|gatinhar (criança pequena a aprender a andar)
42A5112|objectos para aprender a andar, andador, andarilho
42A5113|protecção para a cabeça (~ aprender a andar)
42A512|aprender a falar
42A52|criança pequena a brincar; criança que se diverte sozinha
42A53|cuidados de higiene das crianças
42A54|maus hábitos
42A541|roer as unhas
42A542|sucção do polegar
42A55|sofrimentos, tristezas da infância
42A551|conforto, consolo para os sofrimentos, tristezas da infância
42A552|criança que foge, fugitiva
42A5521|procura e descoberta de uma criança fugitiva
42A553|regresso de uma criança fugitiva
42A56|crescimento
42A561|medir uma criança
42A562|criança que perde os seus dentes de leite
42A57|tarefas executadas por crianças
42A571|criança a fazer recados
42A58|shock-headed Peter, "Struwwelpeter"
42A59|bicho-papão, espantalho
42AA19|infertilidade; mulher infértil  - AA - homem estéril
42AA190|"Sterilità" (Ripa) - AA - homem estéril
42AA191|desejo de ter filhos - AA - homem estéril
42AA192|métodos para indução da concepção e para combater a infertilidade e a esterilidade - AA - homem estéril
42AA213|o recém-nascido é mostrado ao pai - AA - e mostrado à mãe
42AA36|mãe a brincar com o bebé (embalar, balouçar, sussurrar, cantar) - AA - outra pessoa, que não a mãe, a brincar com o bebé
42AA361|balançar o bebé - AA - outra pessoa, que não a mãe, a brincar com o bebé
42AA362|cantar canções de embalar - AA - outra pessoa, que não a mãe, a brincar com o bebé
42AA46|tomar conta de crianças - AA - por outras crianças
42AA461|cuidado parental - AA - por outras crianças
42AA462|ama, baby-sitter - AA - por outras crianças
42AA5|criança (em casa) - AA - rapariga
42AA50|"Pueritia" (Ripa) - AA - rapariga
42AA51|criança pequena - AA - rapariga
42AA511|aprender a andar, os primeiros passos - AA - rapariga
42AA5111|gatinhar (criança pequena a aprender a andar) - AA - rapariga
42AA5112|objectos para aprender a andar, andador, andarilho - AA - rapariga
42AA5113|protecção para a cabeça (~ aprender a andar) - AA - rapariga
42AA512|aprender a falar - AA - rapariga
42AA52|criança pequena a brincar; criança que se diverte sozinha - AA - rapariga
42AA53|cuidados de higiene das crianças - AA - rapariga
42AA54|maus hábitos - AA - rapariga
42AA541|roer as unhas - AA - rapariga
42AA542|sucção do polegar - AA - rapariga
42AA55|sofrimentos, tristezas da infância - AA - rapariga
42AA551|conforto, consolo para os sofrimentos, tristezas da infância - AA - rapariga
42AA552|criança que foge, fugitiva - AA - rapariga
42AA5521|procura e descoberta de uma criança fugitiva - AA - rapariga
42AA553|regresso de uma criança fugitiva - AA - rapariga
42AA56|crescimento - AA - rapariga
42AA561|medir uma criança - AA - rapariga
42AA562|criança que perde os seus dentes de leite - AA - rapariga
42AA57|tarefas executadas por crianças - AA - rapariga
42AA571|criança a fazer recados - AA - rapariga
42AA58|shock-headed Peter, "Struwwelpeter" - AA - rapariga
42AA59|bicho-papão, espantalho - AA - rapariga
42B|pais com os seus filhos
42B1|amor paternal
42B11|amor paterno
42B111|pai com filho(s) (amor paterno)
42B112|pai com filha(s) (amor paterno)
42B113|pai com filho(s) e filha(s) (amor paterno)
42B12|amor materno
42B121|mãe com filho(s) (amor materno)
42B122|mãe com filha(s) (amor materno)
42B123|mãe com filho(s) e filha(s) (amor materno)
42B2|falta de amor parental
42B20|"Oblivione d'amore verso i figliuoli" (Ripa)
42B21|renegar uma criança
42B22|pais adoptivos
42B221|padrasto
42B222|madrasta
42B29|matar uma criança (falta de amor parental)
42B3|enjeitado, exposto (e adopção)
42B31|abandonar, expôr uma criança
42B311|criança afastada da mãe
42B312|substituição, de uma criança (recém-nascida) com outra
42B32|encontrar uma criança abandonada
42B321|adopção (de uma criança)
42B3210|"Adottione" (Ripa)
42B322|legitimação (de uma criança)
42B33|a criança exposta ou adoptada e os seus pais adoptivos
42B34|a criança exposta ou adoptada à procura dos seus pais
42B35|o reconhecimento (do exposto ou abandonado pelos pais)
42B351|sinais (marcas) de identificação (dos expostos)
42B36|criança ilegítima, bastardo
42B361|inquérito sobre a paternidade
42B362|mãe solteira
42B4|amor filial, "Pietas filiorum"
42B40|"Pietà de figliuoli verso il padre" (Ripa)
42B41|Pero amamentando Cimon ("Caritas romana")
42B42|filha amamanentando a velha mãe (variante da "Caritas romana")
42B43|socorrer, salvar os pais (em particular, levando-os sobre os ombros)
42B5|falta de amor filial
42B51|pais pobres, crianças ricas (falta de amor filial)
42B52|história do manto (falta de amor filial)
42B53|atingir o cadáver do pai: dois herdeiros rivais são forçados por um juiz a atirar uma seta ao cadáver; o falso herdeiro não hesita em fazê-lo, o verdadeiro, sabendo que estará a acertar no corpo do pai, recusa
42B6|órfãos
42B61|tutor
42B610|"Tutela" (Ripa)
42B7|vida familiar
42B71|vida familiar em casa
42B72|família a viajar, num feriado
42B73|vida familiar em outras circunstâncias que não em casa ou em férias
42B74|grupo familiar, em especial os pais com o(s) seu(s) filho(s)
42B74(...)|grupo familiar, em especial os pais com o(s) seu(s) filho(s) (com NÚMERO de filhos)
42B741|pai/homem e filho(s) (grupo familiar)
42B741(...)|pai/homem e filho(s) (grupo familiar) (com NÚMERO de filhos)
42B7411|pai e filho(s) (grupo familiar)
42B7411(...)|pai e filho(s) (grupo familiar) (com NÚMERO de filhos)
42B7412|pai e filha(s) (grupo familiar)
42B7412(...)|pai e filha(s) (grupo familiar) (com NÚMERO de filhas)
42B742|mãe/mulher e filho(s) (grupo familiar)
42B742(...)|mãe/mulher e filho(s) (com NÚMERO de filhos)
42B7421|mãe com filho(s) (grupo familiar)
42B7421(...)|mãe com filho(s) (grupo familiar) (com NÚMERO de filhos)
42B7422|mãe com filha(s) (grupo familiar)
42B7422(...)|mãe com filha(s) (grupo familiar) (com NÚMERO de filhas)
42B75|criança(s) com outros membros da família
42B751|avó(s) com neto(s) (grupo familiar)
42B76|criança(s) com um ou ambos os pais e um ou mais membros da geração precedente (grupo familiar) 
42B761|três gerações (grupo familiar)
42B762|quatro gerações (grupo familiar)
42B8|correcção de desobediência infantil
42B81|dar uma palmada, bater (em crianças desobedientes)
42B82|bater nas orelhas (em crianças desobedientes)
42B821|puxar as orelhas (a crianças desobedientes)
42B83|a criança boa versus a criança desobediente
42B831|a criança boa
42B832|a criança desobediente
42B9|criança (rapaz ou rapariga) deixa os seus pais
42C|adolescência
42C1|costumes de iniciação para rapazes
42C2|costumes de iniciação para raparigas
42C21|"débutante"
42C3|donzela versus mulher casada
42D|noivado e casamento
42D1|noivado
42D11|proposta de casamento, declaração de amor
42D111|homem de joelhos à frente de sua amada (pedido)
42D119|ser rejeitado, pedido de casamento rejeitado
42D12|o consentimento (para o casamento)
42D129|romper o noivado 
42D13|pedindo a mão da noiva, pedindo autorização aos pais da noiva
42D131|reflexão sobre o casamento
42D132|mediador, agente matrimonial, casamenteiro
42D14|homem apresenta a noiva aos seus pais
42D141|apresentar a noiva ao homem
42D1411|apresentar o retrato da noiva ao homem 
42D142|apresentar o noivo à mulher
42D1421|apresentar o retrato do noivo à mulher
42D15|acordo parental ~ casamento
42D16|contrato de casamento
42D17|presente de casamento
42D171|presente de casamento do noivo para a noiva
42D1711|caixa nupcial, "Minnekästchen"
42D1712|anel de casamento
42D172|dote
42D18|mulher entregue por um homem a outro homem, submissão de um dos amantes
42D19|despedida de solteiro
42D2|cerimónias de casamento (civil)
42D21|noivos vestidos para o casamento
42D211|noivo (vestido para o casamento)
42D212|noiva (vestida para o casamento)
42D2121|grinalda, tiara de casamento
42D2122|vestir a noiva
42D21221|véu da noiva
42D213|encontro entre os noivos; o noivo pede a noiva em casamento
42D214|convidados de uma festa de casamento
42D2141|padrinho
42D2142|dama de honra, de honor
42D2143|pajem
42D22|bênçãos e recomendações dos pais
42D221|escolha difícil entre a casa dos pais e o futuro
42D23|sair de casa dos pais
42D231|homem sequestrando mulher
42D2311|captura de uma mulher
42D232|fuga, fugindo
42D233|troca de noivas
42D24|casamento civil
42D241|assinatura do registo ~ casamento 
42D242|cerimónia de casamento irregular (e.g.: Gretna Green)
42D243|recepção do casamento
42D25|festa de casamento, copo-d'água
42D251|chegada dos noivos à festa de casamento
42D252|bolo de noiva
42D253|dançar numa festa de casamento
42D254|celebração de um aniversário de casamento
42D2541|bodas de cobre
42D2542|bodas de prata
42D2543|bodas de ouro
42D2544|bodas de diamante
42D26|viagem de núpcias, lua de mel 
