2|Natureza
24D11|catasterismo, para homenagear uma pessoa, incluindo-se entre as estrelas
24D2|galáxias
24D21|Via Láctea
24D211|origem da Via Láctea (Juno amamentando Hércules)
24D4|outras galáxias ou sistemas estelares
24D4(...)|outras galáxias ou sistemas estelares (com NOME)
24E|fenómenos astronómicos
24E1|cometa
24E10|"Cometa, ninfa dell'aria" (Ripa)
24E2|meteoro
24E3|meteoritos
24F|firmamento, céu
24F1|contemplando o firmamento
24F2|estrelas no firmamento
24G|esferas ~ céu
24G1|empíreo
25|terra, mundo como corpo celeste
250|"Mondo", "Machina del mondo" (Ripa)
25A|mapas, atlas
25A1|mapa do mundo
25A11|mapa de forma circular ou quadrada, em conformidade com os pareceres antigos sobre a configuração do mundo
25A111|centro do mundo, "omphalos"  (em mapa ou atlas)
25A1111|mapa com Jerusalém como o centro
25A1112|mapa com Delfos como "omphalos"
25A12|projecções modernas ~ mapa do mundo 
25A13|globo
25A131|globo na forma de um icosaedro
25A14|os quatro pontos cardeais
25A141|Norte (um dos quatro pontos cardeais)
25A1410|"Settentrione" (Ripa)
25A142|Este (um dos quatro pontos cardeais)
25A1420|"Oriente" (Ripa)
25A1421|orientação, orientada a Este (nascente)
25A143|Sul (um dos quatro pontos cardeais)
25A1430|"Mezzodì" (Ripa)
25A144|Oeste (um dos quatro pontos cardeais)
25A1440|"Occidente'' (Ripa)
25A15|latitude e longitude
25A151|latitude
25A1511|equador
25A1512|trópicos
25A152|longitude
25A1521|meridiano
25A2|mapas dos continentes e das regiões polares
25A21|(mapa da) Europa
25A22|(mapa da) Ásia
25A23|(mapa da) Eurásia
25A24|(mapa de) África
25A25|(mapa da) América
25A251|(mapa da) América do Norte
25A252|(mapa da) América do Sul
25A26|(mapa da) Austrália
25A27|(mapa das) regiões polares, zonas glaciares
25A271|(mapa do) Pólo Norte
25A272|(mapa do) Pólo Sul
25A3|mapas separados de países ou regiões 
25A3(...)|mapas separados de países ou regiões (com NOME)
25A4|mapas de cidades
25A4(...)|mapas de cidades (com NOME)
25A5|cartas náuticas
25A9|cartografia
25A90|"Corografia", "Geografia", "Hidrografia" (Ripa)
25A91|geodésia, topografia
25A910|"Altimetria" (Ripa)
25A911|instrumentos geodésicos, instrumentos topograficos
25A911(...)|instrumentos geodésicos, instrumentos topograficos (com NOME)
25A9111|balestilha (instrumentos topográficos)
25B|continentes representados alegoricamente
25B1|Europa representada alegoricamente; "Europa" (Ripa)
25B2|Ásia representada alegoricamente; "Asia" (Ripa)
25B3|África representada alegoricamente; "Africa" (Ripa)
25B4|América representada alegoricamente; "America" (Ripa)
25B5|Austrália representada alegoricamente
25B6|representações alegóricas das regiões polares e das zonas glaciares
25B61|representação alegórica do Pólo Norte
25B62|representação alegórica do Pólo Sul
25C|fenómenos geológicos
25C1|vulcanismo
25C11|erupção (do vulcão)
25C111|fluxo de lava
25C112|nuvem de cinzas
25C12|vulcão
25C13|fonte termal, géiser
25C14|fumarolas, enxofre, etc.
25C15|terramoto
25C150|"Terremoto" (Ripa)
25C16|origem de uma cadeia montanhosa, etc.
25C17|origem de uma ilha
25C19|vulcão extinto
25C191|formações vulcânicas
25C192|lava solidificada
25C2|magnetismo terrestre
25C21|bússola
25C211|rosa-dos-ventos
25D|tipos de rochas; minerais e metais; tipos de solo
25D1|tipos de rochas 
25D11|pedras preciosas e semipreciosas
25D11(...)|pedras preciosas e semipreciosas (com NOME)
25D11(ALMANDINE)|pedras preciosas e semipreciosas: almandina
25D11(AMETHYST)|pedras preciosas e semipreciosas: ametista
25D11(CHALCEDONY)|pedras preciosas e semipreciosas: calcedónia
25D11(CHRYSOBERYL)|pedras preciosas e semipreciosas: crisoberilo
25D11(CHRYSOLITE)|pedras preciosas e semipreciosas: crisolito
25D11(CHRYSOPRASE)|pedras preciosas e semipreciosas: crisoprásio
25D11(DIAMOND)|pedras preciosas e semipreciosas: diamante
25D11(EMERALD)|pedras preciosas e semipreciosas: esmeralda
25D11(JASPER)|pedras preciosas e semipreciosas: jaspe
25D11(ROCK-CRYSTAL)|pedras preciosas e semipreciosas: cristal de rocha
25D11(RUBY)|pedras preciosas e semipreciosas: rubi
25D11(SAPPHIRE)|pedras preciosas e semipreciosas: safira
25D11(TOPAZ)|pedras preciosas e semipreciosas: topázio
25D12|tipos de pedras não-preciosas
25D12(...)|tipos de pedras não-preciosas (com NOME)
25D12(CHALK)|tipos de pedras não-preciosas: giz
25D12(FLINT)|tipos de pedras não-preciosas: sílex 
25D12(MARBLE)|tipos de pedras não-preciosas: mármore
25D12(PUMICE)|tipos de pedras não-preciosas, pedra-pomes
25D13|minerais e metais
25D13(...)|minerais e metais (com NOME)
25D13(BITUMEN)|minerais e metais: betume
25D13(COPPER)|minerais e metais: cobre
25D13(GOLD)|minerais e metais: ouro
25D13(IRON)|minerais e metais: ferro
25D13(LEAD)|minerais e metais: chumbo
25D13(MAGNETITE)|metais e minerais: magnetita
25D13(MERCURY)|minerais e metais: mercúrio
25D13(PLATINUM)|minerais e metais: platina
25D13(SILVER)|minerais e metais: prata
25D13(SULPHUR)|minerais e metais: enxofre
25D13(TIN)|minerais e metais: estanho
25D14|tipos de rochas de origem animal ou vegetal
25D141|antracite, carvão duro
25D142|lenhite, carvão castanho
25D143|âmbar (resina fóssil)
25D15|cristais
25D2|tipos de solo
25D21|terra (tipo de solo)
25D211|húmus (tipo de solo)
25D22|cascalho (tipo de solo)
25D23|areia (tipo de solo)
25D24|barro (tipo de solo)
25D241|argila (tipos de solo)
25D242|loess (tipo de solo)
25D25|turfa (tipo de solo)
25D26|lama (tipo de solo)
25D29|pó (tipo de solo)
25D3|mineração
25D31|mina
25D311|mina a céu aberto
25D312|poços e galerias ou túneis (de uma mina)
25D32|mineiro
25D321|prospector
25D33|estruturas de superfície e imediações de uma mina
25D34|pedreira
25D35|fundição, extração de minério; alto-forno
25D4|fluidos e gases extraídos da terra
25D41|água mineral
25D411|fonte medicinal
25D42|outros fluidos (com excepção do petróleo)
25D42(...)|outros fluidos  (com excepção do petróleo) (com NOME)
25D421|fonte (fluidos extraídos da terra)
25D43|petróleo; refinaria de petróleo
25D431|perfuração de petróleo
25D4311|grua ~ petróleo
25D4312|plataforma (maritima) para perfuração
25D432|bombeamento de petróleo
25D4321|poço de petróleo que jorra abundantemente ~ petróleo
25D433|transporte de petróleo
25D4331|oleoduto ~ transporte de petróleo
25D434|refinaria ~ petróleo
25D435|tanques de petróleo
25D44|asfalto
25D45|gás extraído do solo
25D451|gás extraído do carvão
25D4511|gasómetro
25D4512|gasómetro industrial, tanque de gás
25D5|movimentos das camadas geológicas
25E|divisão cronológico-geológica; geologia histórica; era geológica
25E(...)|divisão cronológico-geológica; geologia histórica; era geológica (com NOME)
25E(BIG BANG)|divisão cronológico-geológica; era geológica Big Bang
25E(CENOZOIC)|divisão cronológico-geológica; era geológica: Cenozóico
25E(PALEOZOIC)|divisão cronológico-geológica; era geológica: Paleozóico
25E(TERTIARY)|divisão cronológico-geológica; era geológica: Terciário
25F|animais
25F1|grupos de animais
25F2|mamíferos
25F21|grupos de mamíferos
25F22|macacos, símios
25F22(...)|macacos, símios (com NOME)
25F22(BABOON)|macacos, símios: babuínos
25F23|carnívoros, predadores
25F23(...)|carnívoros, predadores (com NOME)
25F23(BADGER)|carnívoros, predadores: texugo
25F23(BEAR)|carnívoros, predadores: urso
25F23(CHEETAH)|carnívoros, predadores: chita
25F23(ERMINE)|carnívoros, predadores: arminho
25F23(FERRET)|carnívoros, predadores: furão
25F23(FOX)|carnívoros, predadores: raposa
25F23(HYENA)|carnívoros, predadores: hiena
25F23(ICHNEUMON)|carnívoros, predadores: sacarrabos, manguço
25F23(LEOPARD)|carnívoros, predadores: leopardo
25F23(LION)|carnívoros, predadores: leão
25F23(LYNX)|carnívoros, predadores: lince
25F23(MANGOUSTE)|carnívoros, predadores: mangustos
25F23(MARTEN)|carnívoros, predadores: marta
25F23(OTTER)|carnívoros, predadores: lontra
25F23(PANTHER)|carnívoros, predadores: pantera
25F23(SABLE)|carnívoros, predadores: marta-zibelina
25F23(TIGER)|carnívoros, predadores: tigre
25F23(WEASEL)|carnívoros, predadores: doninha
25F23(WOLF)|carnívoros, predadores: lobo
25F24|ungulados
25F24(...)|ungulados (com NOME)
25F24(ANTELOPE)|ungulados: antílope
25F24(BISON)|ungulados: bisonte
25F24(BOAR)|ungulados: javali
25F24(CAMEL)|ungulados: camelo
25F24(DEER)|ungulados: veado
25F24(DROMEDARY)|ungulados: dromedário
25F24(ELK)|ungulados: alce
25F24(GAZELLE)|ungulados: gazela
25F24(GIRAFFE)|ungulados: girafa
25F24(GNU)|ungulados: gnu
25F24(HIPPOPOTAMUS)|ungulados: hipopótamo
25F24(IBEX)|ungulados: cabra-selvagem ou cabra-montesa
25F24(MUSK-DEER)|ungulados: veado almiscarado
25F24(ONAGER)|ungulados: burro selvagem asiático
25F24(ORYX)|ungulados: órix
25F24(QUAGGA)|ungulados: quagga (sub-espécie de zebra-da-planície já extinta)
25F24(RHINOCEROS)|ungulados: rinoceronte
25F24(STAG)|ungulados: veado
25F25|proboscídeos 
25F25(...)|proboscídeos (com NOME)
25F25(ELEPHANT)|proboscídeos: elefante
25F26|roedores
25F26(...)|roedores (com NOME)
25F26(BEAVER)|roedores: castor
25F26(HARE)|roedores: lebre
25F26(MOUSE)|roedores: rato
25F26(MUSK-RAT)|roedores: rato almiscarado
25F26(RABBIT)|roedores: coelho
25F26(RAT)|roedores: ratazana
25F26(SQUIRREL)|roedores: esquilo
25F26(WOMBAT)|roedores: vombate
25F27|mamíferos aquáticos
25F27(...)|mamíferos aquáticos (com NOME)
25F27(DOLPHIN)|mamíferos aquáticos: golfinho
25F27(SEAL)|mamíferos aquáticos: foca
25F27(WHALE)|mamíferos aquáticos: baleia
25F28|mamíferos voadores
25F28(...)|mamíferos voadores (com NOME)
25F28(BAT)|mamíferos voadores: morcego
25F29|outros mamíferos
25F29(...)|outros mamíferos (com NOME)
25F29(ARMADILLO)|outros mamíferos: tatu
25F29(HEDGEHOG)|outros mamíferos: ouriço
25F29(MOLE)|outros mamíferos: toupeira
25F29(PORCUPINE)|outros mamíferos: porco-espinho
25F3|aves
25F31|grupos de aves
25F32|aves canoras
25F32(...)|aves canoras (com NOME)
25F32(BLACKBIRD)|aves canoras: passaro preto
25F32(CROW)|aves canoras: corvo e gralha
25F32(FINCH)|aves canoras: tentilhão
25F32(GOLDFINCH)|aves canoras: pintassilgo
25F32(JACKDAW)|aves canoras: gralha-de-nuca-cinzenta
25F32(LARK)|aves canoras: cotovia
25F32(MAGPIE)|aves canoras: pega-rabuda
25F32(NIGHTINGALE)|aves canoras: rouxinol-comum
25F32(RAVEN)|aves canoras: corvo
25F32(ROBIN)|aves canoras: pisco-de-peito-ruivo
25F32(SPARROW)|aves canorass: pardal
25F32(STARLING)|aves canoras: estorninho
25F32(SWALLOW)|aves canoras: andorinha
25F32(THRUSH)|aves canoras: tordo
25F32(WAGTAIL)|aves canoras: alvéola 
25F32(WARBLER)|aves canoras: felosa, toutinegra e afins
25F32(WHITE THROAT)|aves canoras: papa-amoras
25F32(WREN)|aves canoras: carriça
25F33|aves de rapina
25F33(...)|aves de rapina (com NOME)
25F33(EAGLE)|aves de rapina: águia
25F33(FALCON)|aves de rapina: falcão
25F33(FISH-HAWK)|aves de rapina: águia-pesqueira
25F33(HAWK)|aves de rapina: falcão e afins
25F33(KITE)|aves de rapina: milhafre
25F33(SPARROW-HAWK)|aves de rapina: gavião
25F33(VULTURE)|aves de rapina: abutre
25F34|mochos e corujas
25F35|aves ornamentais
25F35(...)|aves ornamentais (com NOME)
25F35(BIRD OF PARADISE)|aves ornamentais: ave do paraíso
25F35(HORNBILL)|aves ornamentais: calau
25F35(PARROT)|aves ornamentais: papagaio
25F35(PEACOCK)|aves ornamentais: pavão
25F36|aves aquáticas
25F36(...)|aves aquáticas (com NOME)
25F36(COOT)|aves aquáticas: galeirão
25F36(DIPPER)|aves aquáticas: melro-de-água
25F36(DUCK)|aves aquáticas: pato
25F36(GOOSE)|aves aquáticas: ganso
25F36(PELICAN)|aves aquáticas: pelicano
25F36(SWAMP-HEN)|aves aquáticas: camão, caimão
25F36(SWAN)|aves aquáticas: cisne
25F37|aves limícolas
25F37(...)|aves limícolas (com NOME)
25F37(BITTERN)|aves limícolas: abetouro
25F37(CRANE)|aves limícolas: grou
25F37(GULL)|aves limícolas: gaivota
25F37(HERON)|aves limícolas: garça
25F37(IBIS)|aves limícolas: íbis
25F37(LAPWING)|aves limícolas: abibe
25F37(MARABOU)|aves limícolas: marabu
25F37(PLOVER)|aves limícolas: borrelhos e tarambolas
25F37(PURPLE WATER-HEN)|aves limícolas: caimão
25F37(SNIPE)|aves limícolas: narceja
25F37(STORK)|aves limícolas: cegonha
25F37(TROCHILUS)|aves limícolas: felosa-musical 
25F37(WOODCOCK)|aves limícolas: galinhola
25F38|aves corredoras
25F38(...)|aves corredoras (com NOME)
25F38(BUSTARD)|aves corredoras: abetarda
25F38(OSTRICH)|aves corredoras: avestruz
25F38(PARTRIDGE)|aves corredoras: perdiz
25F38(PHEASANT)|aves corredoras: faisão
25F38(QUAIL)|aves corredoras: codorniz
25F38(TURKEY)|aves corredoras: perú
25F39|outras aves
25F39(...)|outras aves (com NOME)
25F39(CUCKOO)|outras aves: cuco
25F39(DODO)|outras aves: dodo
25F39(DOVE)|outras aves: pomba
25F39(HOOPOE)|outras aves: poupa
25F39(HUMMING-BIRD)|outras aves: beija-flor, colibri
25F39(KINGFISHER)|outras aves: guarda-rios
25F39(TURTLE DOVE)|outras aves: rola-brava
25F39(WOODPECKER)|outras aves: pica-pau
25F39(WRYNECK)|outras aves: torcicolo
25F4|répteis
25F41|lagartos
25F41(...)|lagartos (com NOME)
25F41(CHAMELEON)|lagartos: camaleão
25F41(LIZARD)|lagartos: lagarto
25F42|cobras
25F42(...)|cobras (com NOME)
25F42(VIPER)|cobras: víbora
25F43|crocodilos
25F43(...)|crocodilos (com NOME)
25F43(ALLIGATOR)|crocodilos: jacaré
25F43(CROCODILE)|crocodilos: crocodilo
25F44|tartarugas
25F5|anfíbios
25F51|anfíbios sem cauda (anuros)
25F51(...)|anfíbios sem cauda (anuros) (com NOME)
25F51(FROG)|anfíbios sem cauda (anuros): rã
25F51(TOAD)|anfíbios sem cauda (anuros): sapo
25F52|anfíbios com cauda (urodelos)
25F52(...)|anfíbios com cauda (urodelos) (com NOME)
25F6|peixes
25F61|peixes cartilagíneos
25F61(...)|peixes cartilagíneos (com NOME)
25F61(DOGFISH)|peixes cartilagíneos: cação
25F61(RAY)|peixes cartilagíneos: raia
25F61(SAWFISH)|peixes cartilagíneos: tubarões-serra
25F61(SHARK)|peixes cartilagíneos: tubarão
25F62|peixes ósseos
25F62(...)|peixes ósseos (com NOME)
25F62(BARBEL)|peixes ósseos: barbo
25F62(BUTTERFISH)|peixes ósseos: pampos
25F62(CARP)|peixes ósseos: carpa
25F62(HERRING)|peixes ósseos: arenque
25F62(HIPPOCAMPUS)|peixes ósseos: cavalo-marinho
25F62(LUNGFISH)|peixes ósseos: dipnóicos ou peixes pulmonados
25F62(MACKEREL)|peixes ósseos: cavala
25F62(MULLET)|peixes ósseos: tainha
25F62(PIKE)|peixes ósseos: lúcio
25F62(PILOT-FISH)|peixes ósseos: peixe-piloto
25F62(RED HERRING)|arenque vermelho ou fumado: Usar 41 C 68 (SMOKED HERRING); arenque: Usar 25 F 62 (HERRING)
25F62(ROACH)|peixes ósseos: rutilo
25F62(SALMON)|peixes ósseos: salmão
25F62(SARDINE)|peixes ósseos: sardinha
25F62(SCARUS)|peixes ósseos: peixes-papagaio 
25F62(SEA-BREAM)|peixes ósseos: pargos e afins
25F62(SEA-DEVIL)|peixes ósseos: manta-gigante ou tamboril e afins
25F62(SEA-PERCH)|peixes ósseos: perca- do-mar
25F62(SEA-WOLF)|peixes ósseos: peixes-lobo
25F62(SHEAT-FISH)|peixes ósseos: peixes-gato
25F62(STURGEON)|peixes ósseos: esturjão
25F62(SUN-FISH)|peixes ósseos: peixe-lua
25F62(SWORD-FISH)|peixes ósseos: peixe-espada
25F62(TUNNY)|peixes ósseos: atum
25F62(WEEVER)|peixes ósseos: peixe-aranha
25F63|enguias
25F63(...)|enguias (com NOME)
25F63(EEL)|enguias: enguia
25F63(LAMPREY)|enguias: lampreia
25F63(SEA-EEL)|enguias: enguia-do-mar
25F64|peixes das profundezas
25F64(...)|peixes das profundezas (com NOME)
25F65|outros peixes
25F65(...)|outros peixes (com NOME)
25F7|invertebrados
25F71|artrópodes
25F711|insectos
25F711(...)|insectos (com NOME)
25F711(ANT)|insectos: formiga
25F711(BEE)|insectos: abelha 
25F711(BEETLE)|insectos: besouro
25F711(BUTTERFLY)|insectos: borboleta
25F711(CATERPILLAR)|insectos: lagarta
25F711(CICADA)|insectos: cigarra
