5|Ideias e conceitos abstractos
57AA5|indecência, impudência; "Sfacciatagine" (Ripa)
57AA51|licenciosidade, lascívia; "Lascivia", "Licenza" (Ripa)
57AA52|perversão
57AA53|escandaloso, escândalo; "Scandolo" (Ripa)
57AA6|vício, maldade
57AA61|desonestidade, falsidade
57AA611|dissimulação, hipocrisia; "Hippocresia", "Simulatione" (Ripa)
57AA612|insinceridade
57AA6121|lisonja, adulação; "Adulatione" (Ripa)
57AA6122|parasita, explorador
57AA613|astúcia, dissimulação, hipocrisia; "Astutia ingannevole" (Ripa)
57AA6131|malícia, artimanha, esperteza, manha, engano, carácter enganador
57AA614|infidelidade, deslealdade, "Mala fide"
57AA6141|falsidade, deslealdade, falta de confiança, incerteza, insegurança
57AA6142|traição
57AA62|infidelidade, perfídia; "Perfidia" (Ripa)
57AA621|aldrabar, engano, fraude; "Fraude", "Inganno" (Ripa)
57AA622|mentira, mendácia
57AA6221|mentir; "Bugia" (Ripa)
57AA6222|embuste, logro, notícias falsas, mentira, boato
57AA6223|emboscada, armadilha; "Insidia" (Ripa)
57AA6224|intriga
57AA6225|falsificação
57AA63|impureza
57AA64|orgulho, altivez; "Alterezza in persona nata povera civile" (Ripa)
57AA641|imodéstia
57AA642|sofisticação
57AA643|coquetaria
57AA644|arrogância; "Arroganza" (Ripa)
57AA645|ostentação, vanglória; "Iattanza" (Ripa)
57AA646|complacência, presunção, vaidade
57AA647|orgulho ou arrogância extrema
57AA65|egoísmo; "Interesse", "Interesse proprio" (Ripa)
57AA66|frivolidade
57AA661|mundanismo; "Appetito" (Ripa)
57AA67|irracionalidade
57AA68|indignidade
57AA69|carácter diabólico
57AA7|malevolência, malícia, malefício; "Malevolenza", "Malignità", "Malvagità" (Ripa)
57AA71|iliberalidade
57AA72|intolerância
57AA73|inclemência
57AA74|vingança
57AA741|vingança, represália, retaliação; "Vendetta" (Ripa)
57AA75|crueldade
57AA76|ciúme, inveja; "Gelosia", "Rammarico del ben'altrui" (Ripa)
57AA77|inimizade
57AA8|ingratidão; "Ingratitudine" (Ripa)
57AA9|brutalidade
57AA91|crueldade, ferocidade; "Crudeltà", "Ferocità" (Ripa)
57AA92|infâmia; "Sciagurataggine" (Ripa)
57B|julgamento de conduta
57B1|elogio, louvor, concordância, aprovação; "Lode" (Ripa)
57B11|virtude, bondade recompensada
57B2|respeito, reverência, estima
57B21|Pietas; "Pietà" (Ripa)
57B3|justificação, vindicação, defesa 
57B31|paliação, atenuação, extenuação
57BB|julgamento de conduta (conceitos opostos)
57BB1|desaprovação, reprovação, repreender
57BB11|admonição, admoestação, repreensão, censura; "Riprensione", "Riprensione giovevole" (Ripa)
57BB12|correcção; "Correttione" (Ripa)
57BB13|punição; "Castigo", "Pena", "Punitione" (Ripa)
57BB131|punir a maldade
57BB14|condenação
57BB2|escárnio, irrisão, irreverência, desrespeito; "Derisione", "Dispreggio della Virtù" (Ripa)
57BB21|desprezo
57BB211|desprezar o mundo; "Dispregio del mondo", "Disprezzo et Distruttione de i piaceri & cattivi affetti" (Ripa)
57BB22|insulto; "Ingiuria", "Offesa" (Ripa)
57BB23|ignomínia
57BB24|humilhação
57BB241|ironia
57BB242|sarcasmo
57BB25|calúnia, detracção; "Biasimo vitioso", "Calunnia", "Detrattione", "Maledicenza" (Ripa)
57BB251|Calúnia de Apeles: o mau juíz no trono, com orelhas de burro, acompanhado pelo Engano, a Inveja, a Ignorância, a Suspeição e a Traição, é confrontado com um acusado inocente; o Remorso e a Verdade estão presentes
57BB3|acusação, incriminação
58|criação
58A|criação e destruição
58A1|originar
58A2|procriação
58A3|fertilidade, produtividade, fecundidade; "Fecondità" (Ripa)
58AA|criação e destruição (conceitos opostos)
58AA1|destruição
58AA11|extirpação, extermínio
58AA12|autodestruíção
58AA2|não procriação
58AA3|improdutividade, infertilidade, esforço desperdiçado, trabalho desnecessário
58B|vitalidade e mortalidade
58B1|vitalidade, viabilidade, energia/força vital
58B11|germinação
58B2|vida
58B21|vida humana; "Vita humana", "Vita inquieta", "Vita e l'animo" (Ripa)
58B211|"Tabula Cebetis"
58B212|fonte da vida (não-cristã)
58B213|vida humana representada por uma embarcação
58B22|lutar pela vida
58B3|imortalidade, imperecibilidade; "Immortalità" (Ripa)
58B4|renascimento, renascença, regeneração
58B5|hereditariedade
58B6|instinto, disposição natural; 'Instinto naturale" (Ripa)
58BB|vitalidade e mortalidade (conceitos opostos)
58BB1|mortalidade, extinção da vida
59|aspectos da conduta social
59A|homem ~ comunidade
59A1|sociabilidade
59A2|refinado, requinte, gosto
59A3|decência, decoro; "Decoro" (Ripa)
59A4|elegância
59A5|hospitalidade; "Hospitalità" (Ripa)
59AA|homem ~ comunidade (conceitos opostos)
59AA1|solidão; "Solitudine" (Ripa)
59AA2|má educação, mau gosto
59AA3|vulgaridade
59AA4|afectação, maneirismo
59AA5|inospitalidade
59B|posição social
59B1|qualquer pessoa, "Elckerlyc"
59B2|avanço, promoção
59B3|reputação, renome; "Splendore del nome" (Ripa)
59B31|honra, glória; "Ampiezza della Gloria", "Gloria", "Gloria de prencipi", "Gloria & Honore", "Honore", "Sublimatà della Gloria" (Ripa)
59B32|fama; "Fama", "Fama buona", "Fama chiara" (Ripa)
59B33|respeitabilidade; "Precedenza et Preminenza de titoli" (Ripa)
59B34|célebre, ilustre; "Chiarezza" (Ripa)
59B4|dignidade; "Dignità" (Ripa)
59B41|realeza, majestade; "Maestà regia", "Regalità" (Ripa)
59B5|mérito; "Merito" (Ripa)
59BB|posição social (conceitos opostos)
59BB1|ninguém, "Nemo"
59BB2|degradação
59BB3|desonra, descrédito
59BB31|desgraça; "Infamia", "Scorno" (Ripa)
59BB32|má fama; "Fama cattiva" (Ripa)
59BB33|ignobilidade, "Vulgus"; "Vulgo overo ignobilità" (Ripa)
59BB34|vileza, ignomínia
59BB4|carácter desprezível
59BB5|demérito
59C|justiça e injustiça
59C1|manutenção da lei
59C2|justiça; "Forza alla giustitia sottoposta", "Giustitia", "Giustitia retta", "Giustitia rigorosa", "Impietà e violenza soggetta alla giustitia" (Ripa)
59C21|igualdade, equidade, justiça, imparcialidade, rectidão; "Equalità", "Equità", "Giuditio giusto", "Ordine dritto e giusto", "Ugualità" (Ripa)
59C22|imparcialidade
59C221|incorruptibilidade
59C3|legalidade
59CC|justiça e injustiça (conceitos opostos)
59CC1|violação da lei
59CC2|injustiça; "Ingiustitia" (Ripa)
59CC21|desigualdade, iniquidade, perversidade; "Iniquità" (Ripa)
59CC211|arbitrariedade
59CC22|parcialidade; "Partialità" (Ripa)
59CC221|corruptibilidade, venalidade, corrupção
59CC3|ilegalidade
6|História
61|eventos e situações históricas; figuras históricas
61A|eventos e situações históricas
61A(...)|eventos e situações históricas (com DATA)
61B|figuras históricas (retratos e cenas da vida)
61B1|figuras históricas não conhecidas pelo seu nome
61B11|retratos de figuras históricas anónimas
61B111|retratos de figuras históricas anónimas sozinhas
61B112|duplo retrato de figuras históricas anónimas 
61B113|retratos de figuras históricas anónimas retratadas em grupo, em  retrato de grupo
61B12|episódios ~ figura(s) histórica(s) anónima(s)
61B121|episódios directamente relacionados com a vida ou história da vida de figuras anónimas
61B122|episódios imaginários ~ figura(s) histórica(s) anónima(s)
61B2|figuras históricas
61B2(...)|figuras históricas (com NOME)
61B2(...)1|figuras históricas (com NOME) - retratos de figura(s) histórica(s)
61B2(...)11|figuras históricas (com NOME) - retratos de figura(s) histórica(s) sozinha(s) (com NOME) 
61B2(...)12|figuras históricas (com NOME) - duplo retrato de figura(s) histórica(s) sozinha(s) (com NOME) 
61B2(...)13|figuras históricas (com NOME) - figura(s) histórica(s) sozinha(s) (com NOME) retratadas em grupo, em  retrato de grupo 
61B2(...)2|figuras históricas (com NOME) - episódio ~ figura(s) histórica(s) (com NOME da figura)
61B2(...)21|figuras históricas (com NOME) - episódios directamente relacionados com a vida ou história da vida (com NOME da figura)
61B2(...)22|figuras históricas (com NOME) - episódios imaginários ~ figura(s) histórica(s) (com NOME da figura)
61B2(...)3|figuras históricas (com NOME) - outras representações com as quais o NOME da figura histórica pode ser relacionado (com NOME da figura)
61BB|figuras históricas (retratos e cenas da vida) - BB - personagens femininas
61BB1|figuras históricas não conhecidas pelo seu nome - BB - personagens femininas
61BB11|retratos de figuras históricas anónimas - BB - personagens femininas
61BB111|retratos de figuras históricas anónimas sozinhas - BB - personagens femininas
61BB112|duplo retrato de figuras históricas anónimas - BB - personagens femininas
61BB113|retratos de figuras históricas anónimas retratadas em grupo, em  retrato de grupo - BB - personagens femininas
61BB12|episódios ~ figura(s) histórica(s) anónima(s) - BB - personagens femininas
61BB121|episódios directamente relacionados com a vida ou história da vida de figuras anónimas - BB - personagens femininas
61BB122|episódios imaginários ~ figura(s) histórica(s) anónima(s) - BB - personagens femininas
61BB2|figuras históricas - BB - personagens femininas
61BB2(...)|figuras históricas (com NOME) - BB - personagens femininas
61BB2(...)1|figuras históricas (com NOME) - BB - personagens femininas - retratos de figura(s) histórica(s)
61BB2(...)11|figuras históricas (com NOME) - BB - personagens femininas - retratos de figura(s) histórica(s) sozinha(s) (com NOME)
61BB2(...)12|figuras históricas (com NOME) - BB - personagens femininas - duplo retrato de figura(s) histórica(s) sozinha(s) (com NOME)
61BB2(...)13|figuras históricas (com nome) - BB - personagens femininas - figuras históricas (com nome) retratos de um grupo, em um retrato de grupo
61BB2(...)2|figuras históricas (com NOME) - BB - personagens femininas - episódio ~ figura(s) histórica(s) (com NOME da figura)
61BB2(...)21|figuras históricas (com NOME) - BB - personagens femininas - episódios directamente relacionados com a vida ou história da vida (com NOME da figura)
61BB2(...)22|figuras históricas (com NOME) - BB - personagens femininas - episódios imaginários ~ figura(s) histórica(s) (com NOME da figura)
61BB2(...)3|figuras históricas (com NOME) - BB - personagens femininas - outras representações com as quais o NOME da figura histórica pode ser relacionado (com NOME da figura)
61C|nomes próprios de plantas ou animais
61C1|nomes próprios de plantas
61C1(...)|nomes próprios de plantas (com NOME)
61C2|nomes próprios de animais
61C2(...)|nomes próprios de animais (com NOME)
61D|nomes geográficos dos países, regiões, montanhas, rios, etc.
61D(...)|nomes geográficos dos países, regiões, montanhas, rios, etc. (excepto nomes de cidades, vilas e aldeias) (com NOME)
61E|nomes de cidades, vilas e aldeias
61E(...)|nomes de cidades, vilas e aldeias (com NOME)
61F|nomes de edifícios históricos, lugares, ruas, etc.
61F(...)|nomes de edifícios históricos, lugares, ruas, etc. (com NOME)
61G|nomes de artefactos e construcções 
61G(...)|nomes de artefactos e construcções (excluindo edifícios) (com NOME)
61H|nomes de organizações, empresas, sociedades, etc.
61H(...)|nomes de organizações, empresas, sociedades, etc. (com NOME)
61I|nomes de acontecimentos e situações históricas 
61I(...)|nomes de acontecimentos e situações históricas (com NOME)
61K|(outros) nomes históricos
61K(...)|(outros) nomes históricos (com NOME)
62|visões do futuro
7|Bíblia
71|Antigo Testamento
71A|Génesis desde a criação à expulsão do paraíso, e os últimos anos de Adão e Eva
71A1|No princípio… "a ordenação do caos" (Génesis 1, 1-2)
71A11|a terra sem forma e deserta
71A12|o espírito de Deus paira sobre as águas
71A2|os seis dias da criação (Génesis 1, 3-25)
71A21|separação da luz da escuridão
71A22|criação do firmamento e divisão das águas acima e abaixo dele
71A23|recolher as águas debaixo do firmamento; a terra seca aparece e produz todos os tipos de plantas
71A231|criação da vegetação (apenas)
71A24|criação do sol, da lua e das estrelas
71A25|criação dos animais ~ Génesis
71A251|criação das aves e dos peixes
71A252|criação dos animais terrestres
71A3|criação do homem; o jardim do Éden (Génesis 1:26-2)
71A31|Deus cria o homem a partir do barro
71A311|o homem (Adão) ganha vida: normalmente Deus estende-lhe a sua mão ou expele-lhe vida para as narinas
71A32|Deus plantando o jardim do Éden
71A321|jardim do Éden, Paraíso
71A3211|os quatro rios do paraíso (que brotam de uma fonte)
71A32111|Pichon (rio do Paraíso)
71A32112|Guion (rio do Paraíso)
71A32113|Tigre (Hiddekel) (rio do Paraíso)
71A32114|Eufrates (rio do Paraíso)
71A3212|a árvore da Vida e a árvore do conhecimento do bem e do mal
71A32121|a árvore da Vida no jardim do Éden
71A32122|a árvore do conhecimento do bem e do mal (cujo fruto, normalmente maçãs ou figos, provocam a morte); a árvore pode ser guardada pela serpente
71A33|Adão no Jardim do Éden
71A331|Deus leva Adão para o paraíso
71A332|Deus fala a Adão
71A333|Adão nomeia os animais
71A34|criação de Eva
71A341|Deus remove uma costela de um dos lados de Adão adormecido
71A342|Eva é criada a partir da costela de Adão
71A3421|Eva emerge do corpo de Adão
71A35|Adão e Eva no paraíso (antes da Queda)
71A351|Deus leva Eva a Adão
71A352|Deus abençoa Adão e Eva; instituição do casamento
71A353|é dado a Adão o domínio sobre todas as coisas criadas
71A354|o mandamento de prova: Deus adverte Adão e Eva para não comerem o fruto da árvore do conhecimento do bem e do mal
71A36|Deus descansa no sétimo dia
71A4|Tentação e Queda (Génesis 3, 1-7)
71A41|Tentação e Queda (cenas com Eva sozinha)
71A411|a serpente tenta persuadir Eva a colher e comer o fruto (normalmente uma maçã)
71A412|Eva colhe e come o fruto
71A42|Tentação e Queda (cenas com Adão e Eva juntos)
71A421|Eva colhe o fruto da serpente (ou da árvore) na presença de Adão (que pode estar a tentar impedi-la)
71A422|Eva oferece o fruto a Adão
71A4221|Eva oferece, silmultaneamente, um fruto a Adão e apanha/leva mais da serpente (ou da árvore)
71A4222|Adão colhe o fruto da árvore
71A423|Adão e Eva segurando (e possivelmente comendo) o fruto
71A4231|Adão (sozinho) segurando o fruto
71A4232|Eva (sozinha) segurando o fruto
71A424|Adão e Eva percebem que estão nus; eles cobrem-se com as mãos ou com folhas
71A5|Tentação e Queda: Adão e Eva no paraíso (depois da Queda) (Génesis 3, 8.21)
71A51|Adão e/ou Eva vencido(s) pelo arrependimento
71A52|Deus caminha no Jardim do Éden
71A521|Deus chama Adão e Eva para explicarem o seu acto
71A522|Adão e Eva escondem-se de Deus
71A53|Adão e Eva repreendidos por Deus
71A531|Adão (sozinho) repreendido por Deus; Adão culpa Eva
71A532|Eva (sozinha) repreendida por Deus; Eva culpa a serpente
71A54|o castigo de Adão e Eva
71A541|a serpente é amaldiçoada por Deus, e condenada a comer terra e rastejar sobre a barriga
71A542|castigo de Eva (sozinha)
71A543|castigo de Adão (sozinho)
71A55|Adão e Eva são vestidos por Deus
71A551|Adão e Eva recebem ferramentas, normalmente uma pá e um fuso
71A6|expulsão de Adão e Eva do paraíso (Génesis 3, 22-24)
71A61|Deus expulsa Adão e Eva do paraíso e coloca um anjo com uma espada flamejante a guardar a árvore da vida 
71A611|um anjo, com uma espada (flamejante), persegue Adão e Eva para fora do paraíso
71A62|Adão e Eva fora do Éden, cuja entrada é guardada por um querubim brilhante 
71A63|Adão e Eva fazendo penitência
71A631|banho de purificação de Adão e Eva
71A7|os trabalhos de Adão e Eva; infância de Caim e Abel (Génesis 4, 1-2)
71A71|Eva grávida
71A711|nascimento de Caim
71A7111|banho, ritual de purificação de Eva
71A712|nascimento de Abel
71A7121|Adão lava Abel com a ajuda de Caim
71A7122|Eva amamentando Abel; Caim vira as costas, i.e. o ciúme de Caim
71A72|Adão (e Eva) envolvidos em actividades agrícolas
71A721|Adão dedica-se às actividades agrícolas, Eva fia e normalmente as crianças brincam 
71A722|Adão dedica-se às actividades agrícolas, Eva amamenta as crianças 
71A723|um anjo instrui a Adão nas actividades agrícolas
71A73|educação de Caim e Abel
71A731|Caim e Abel aprendem a ajudar o pai; Caim na agricultura, Abel no pastoreio
71A732|Caim (sozinho) a trabalhar, na agricultura
71A733|Abel (sozinho) a trabalhar, no pastoreio
71A8|a história de Caim e Abel (Génesis 4, 3-17)
71A81|o sacrifício de Caim e Abel: Abel oferece um cordeiro, Caim normalmente um feixe de trigo
71A811|Deus (ou a mão de Deus) aparece e abençoa Abel ~ sacrifício
71A812|o fumo do sacrifício de Abel sobe directamente para o céu, enquanto o fumo da oferta de Caim cai/vai para baixo
71A8121|o fumo do sacrifício de Abel sobe directamente para o céu, enquanto o fumo da oferta de Caim cai/vai para baixo, com Deus abençoando Abel
71A813|um anjo recebe o cordeiro de Abel, enquanto um diabo um diabo auxilía Caim
71A814|a oferenda de Abel (sozinho)
71A815|a oferenda de Caim (sozinho)
71A82|o assassinato de Abel: Caim mata-o com uma pedra, uma maça ou uma mandíbula, em alternativa com uma pá ou outra ferramenta como arma
71A821|a morte de Abel
71A822|Caim sepulta Abel
71A823|Adão e Eva descobrem o corpo de Abel e choram sobre ele
71A824|Adão e Eva sepultam Abel
71A83|a maldição e a fuga de Caim
71A831|o Senhor chama Caim para explicar o seu acto
71A8311|o sangue de Abel clama por vingança
71A832|a maldição de Caim
71A8321|Deus impõe um sinal em Caim
71A833|a fuga de Cain
71A834|Caim arrependido
71A84|últimos anos da vida de Caim
71A841|Caim e sua família
71A8411|nascimento de Henoc
71A842|Caim construindo a cidade de Henoc
71A9|últimos anos e morte de Adão e Eva, e história de Set (Génesis 4, 25; 5, 1-8)
71A91|últimos anos e morte de Adão e Eva
71A911|nascimento de Set
71A912|morte de Adão
71A9121|sepultura de Adão
71A9122|túmulo de Adão
71A913|morte de Eva
71A92|história de Set
71B|Génesis desde os descendentes de Caim e Set a Abraão
71B1|os descendentes de Caim, os cainitas (Génesis 4, 18-24)
71B11|história de Henoc, filho de Caim
71B12|história de Irad
71B13|história de Meujael
71B14|história de Matusalém
71B15|história de Lamec, filho de Matusalém
71B151|Lamec mata Caim: Caim é morto acidentalmente por uma flecha do cego Lamec, que é auxiliado na caçada pelo seu filho Tubal-Caim
