4|yhteiskunta, sivilisaatio, kulttuuri
#41D233|gear for legs and feet
#41D2331|stockings, socks
#41D23321|boots
41D23322|tohvelit
#41D2333|wooden shoes, clogs
#41D2334|the feet shod unequally
#41D23341|shoe and slipper (the feet shod unequally)
#41D23342|one foot shod, the other bare
#41D2335|accessories ~ shoes, e.g. insole, shoehorn, shoe-polish
#41D2339|barefoot
#41D24|clothes for special purposes
#41D241|clothes for official occasions
#41D2411|attributes of dignitary
#41D242|party clothes, festive attire
41D2421|naamiaiset, naamiaispuku
#41D2422|dress-up party
#41D2423|historical costume
#41D24231|costumes used in pageants
#41D243|professional clothes
41D244|naamiaispuvut
#41D249|clothes for sculptured figures
#41D25|underclothes and nightwear
41D251|alusvaatteet
#41D2511|underclothes for the whole body
#41D2511(...)|underclothes for the whole body (with NAME)
#41D2512|underclothes for the upper part of the body
#41D2512(...)|underclothes for the upper part of the body (with NAME)
#41D2512(CORSET)|underclothes for the upper part of the body: corset
#41D2513|underclothes for the lower part of the body
#41D2513(...)|underclothes for the lower part of the body (with NAME)
41D2513(BLOOMERS)|
#41D2513(CORSET)|underclothes for the lower part of the body: corset
#41D252|nightwear
#41D252(...)|nightwear (with NAME)
#41D252(NIGHT-CAP)|nightwear: night-cap
#41D252(NIGHT-GOWN)|nightwear: night-gown
#41D253|paddings and fillings
#41D253(...)|paddings and fillings (with NAME)
#41D26|accessories (~ clothing)
#41D26(...)|other clothing accessories (with NAME)
41D261|nenäliina
#41D262|fan
#41D2621|fan language
41D263|walking-stick, staff
41D2631|sateenvarjo
41D2632|aurinkovarjo
#41D264|fasteners for clothes
#41D2641|pin
#41D26411|fibula, safety pin
#41D2642|button
#41D26421|stud, cuff link
#41D2643|hook-and-eye; press-stud
#41D2644|buckle
#41D26441|zip-fastener
#41D2645|braces, suspenders
41D2646|vetoketju
41D265|vaatteiden koristeosat
#41D2651|embroidery (ornamentation)
#41D26511|gold-thread embroidery
#41D26512|embroidery with beads
41D2652|pitsi
#41D2653|border, ribbon, braid
#41D2654|bow (ornamental part of clothing)
#41D2655|corsage
#41D2656|belt, girdle, waistband
#41D2657|shoulder-belt, bandoleer
41D266|koristeet, korut, jalokivet
#41D2661|necklace
#41D26611|pearl; pearl necklace
#41D26612|pendant, trinket, 'breloque'
#41D2662|bracelet, wristlet
#41D26621|anklet
#41D2663|ear-rings
41D2664|sormus
#41D2665|brooch, agraffe, clasp
#41D2666|diadem, tiara
#41D2668|jewel-box
#41D267|purse, money-bag
41D268|laukku, käsilaukku
41D268(...)|laukku, käsilaukku (NIMEN kanssa)
#41D269|black velvet or satin mask, 'loup', 'cachenez'
#41D27|drapery, draped garment, 'Gewandgebung'
#41D271|fluttering lappet of vestment, 'Pneumazipfel'
#41D28|disguise
#41D281|woman dressed as man, travesty
#41D282|man dressed as woman, travesty
41D283|naamio
#41D29|clothed in rags
41D3|kansanpuku, kansallispuku
41D4|vaatteiden hoito, pesu ja ompelu
#41D41|care of clothes, e.g.: brushing, beating, airing
#41D411|hanging clothes
#41D4111|clothes hanging on clothes hanger
#41D4112|cloth(e)s hung over a pole
#41D42|laundering
#41D421|hanging the wash to dry
#41D4211|taking down the wash
#41D4212|laying the wash out to dry
#41D422|bleaching (laundering)
#41D423|mangling
#41D424|ironing
#41D4241|flat-iron
#41D4242|ironing board
#41D425|steaming (laundering)
#41D426|pressing (laundering)
#41D4261|mangle
#41D427|accessories and implements ~ laundering, e.g. clothes-peg, drying frame, (empty) washing line
#41D428|building or outbuilding where laundry is done
41D4281|wash house, laundry, laundry room
#41D4282|public wash house
#41D43|dyeing (clothes)
#41D44|home sewing; repair of clothes
41D441|ompelu, kutominen (kotona)
#41D4411|needle ~ sewing
#41D4412|sewing box
#41D4413|sewing machine
#41D442|mending, repairing ~ clothes
#41D4421|darning, patching
#41D443|(other forms of) needlework, e.g.: crocheting, knitting, embroidering
41D9|riisuutunut, puolialaston
#41D91|man (showing himself) undressed, quasi-nude
#41D92|woman (showing herself) undressed, quasi-nude
#41D921|'décolleté'
#41D93|being shown undressed
#41D94|tucking up one's clothes
#41D99|being ashamed (of one's nakedness)
#41D991|attempt to cover one's nakedness
#41DD121|model, mannequin - DD - male model
41E|asetelma, 'still life' (yleensä)
#41E1|still life of related objects
#41E2|'trompe l'oeil'
42|perhe, jälkeläiset
42A|suvunjatkaminen, syntymä ja varhaisnuoruus
42A1|suvunjatkaminen ja raskaus
#42A11|conception, impregnation
42A12|raskaana oleva nainen, lasta odottava nainen
#42A121|foetus
#42A13|treatment and behaviour of the pregnant woman
#42A131|relief from work (pregnant woman)
#42A132|nausea, giddiness (of pregnant woman)
#42A133|(pregnant woman) taking special food
#42A134|pregnant woman taking a fright, so-called maternal impression (Dutch: 'verzien')
#42A1341|child with the marks of maternal impression
#42A14|paternity, fatherhood
42A18|hedelmällisyys
#42A19|sterility; barren woman
#42A190|'Sterilità' (Ripa)
#42A191|desire for children
#42A192|methods of inducing conception and of counteracting barrenness and sterility
#42A193|birth control
42A2|lapsivuode, syntymä
#42A21|lying-in room
#42A211|woman giving birth (lying-in)
#42A2111|woman giving birth (squatting)
#42A2112|woman giving birth (in accouchement chair)
#42A2119|difficult and unusual birth
#42A21191|use of forceps (difficult and unusual birth)
#42A21192|Caesarian section (difficult and unusual birth)
#42A21193|premature birth
#42A21194|caul birth
42A212|vastasyntynyt lapsi
#42A2121|initiation of respiration, the first cry
#42A2122|cutting the umbilical cord
#42A2123|placenta
#42A213|the new-born child shown to the father
#42A214|first care of new-born baby
#42A22|visiting the new mother, lying-in visit
#42A221|announcement of birth
#42A23|tokens to denote the house of a woman in child-bed
#42A24|midwife, 'accoucheuse'
#42A241|obstetrician, 'accoucheur'
#42A25|dry-nurse
#42A251|nursing-chair (Dutch: 'bakermat')
#42A252|baby in swaddling clothes
#42A2521|swaddling the baby
42A26|kaksoset
#42A261|Siamese twins
#42A27|triplets, quadruplets, quintuplets, etc.
#42A27(...)|triplets, quadruplets, quintuplets, etc. (with NUMBER of siblings)
#42A28|pretended places where the babies grow
#42A281|pretended bringers of babies
#42A2811|supernatural beings as bringers of babies
#42A2812|men as bringers of babies
#42A2813|animals as bringers of babies
#42A29|miscarriage, abortion
#42A291|abortionist
#42A299|woman giving birth to animal or monster (legendary)
42A3|äiti ja vauva tai pieni lapsi
#42A30|motherhood
42A31|imetys, imettäminen
#42A311|wet-nurse
#42A312|child suckled by an animal
#42A32|feeding a baby
#42A33|washing and changing baby
#42A331|napkin (~ washing and changing baby)
#42A34|bathing baby
#42A35|dressing baby
#42A351|combing baby's hair
#42A36|mother playing with baby (fondling, dandling, crooning)
#42A361|rocking the baby
#42A362|singing lullabies
#42A37|watching a sleeping child
42A4|vastasyntynyt, vauva
#42A41|furniture for babies
#42A411|cradle, crib
#42A412|baby-chair
#42A413|play-pen
#42A42|baby-carriage, pram, perambulator
#42A421|other methods of carrying children
#42A4211|carrying a child on the back
#42A4212|carrying a child on the hip, astride
#42A4213|carrying a child on the head (in a cradle or basket)
#42A43|dentition, teething
#42A431|the first tooth
#42A432|teething ring
#42A44|weaning a child
#42A441|comforter (weaning)
#42A45|rattle (child's toy)
#42A46|taking care of children
#42A461|parental care
#42A462|baby-sitter
42A5|lapsi (kotona)
#42A50|'Pueritia' (Ripa)
#42A51|toddler
#42A511|learning to walk, the first steps
#42A5111|crawling (toddler learning to walk)
#42A5112|implements for learning to walk, go-cart
#42A5113|head-protector (~ learning to walk)
#42A512|learning to talk
#42A52|playing toddler; child amusing itself
#42A53|hygienic care of children
#42A54|bad habits
#42A541|nail-biting
#42A542|thumb-sucking
#42A55|childhood sorrows
#42A551|childhood sorrows comforted
#42A552|runaway child
#42A5521|searching and finding of runaway child
#42A553|return of runaway child
#42A56|growing up
#42A561|measuring the child
#42A562|child shedding its teeth
#42A57|tasks performed by children
#42A571|child running errands
#42A58|shock-headed Peter, 'Struwwelpeter'
#42A59|bogey-man, bugaboo
#42AA19|sterility; barren woman - AA - sterile man
#42AA190|'Sterilità' (Ripa) - AA - sterile man
#42AA191|desire for children - AA - sterile man
#42AA192|methods of inducing conception and of counteracting barrenness and sterility - AA - sterile man
#42AA213|the new-born child shown to the father - AA - to the mother
#42AA36|mother playing with baby (fondling, dandling, crooning) - AA - other person than mother playing with baby
#42AA361|rocking the baby - AA - other person than mother playing with baby
#42AA362|singing lullabies - AA - other person than mother playing with baby
#42AA46|taking care of children - AA - by other children
#42AA461|parental care - AA - by other children
#42AA462|baby-sitter - AA - by other children
42AA5|lapsi (kotona) - AA - tyttö
42AA50|'Pueritia' (Ripa) - AA - tyttö
42AA51|toddler - AA - tyttö
42AA511|learning to walk, the first steps - AA - tyttö
42AA5111|crawling (toddler learning to walk) - AA - tyttö
42AA5112|implements for learning to walk, go-cart - AA - tyttö
42AA5113|head-protector (~ learning to walk) - AA - tyttö
42AA512|learning to talk - AA - tyttö
42AA52|playing toddler; child amusing itself - AA - tyttö
42AA53|hygienic care of children - AA - tyttö
42AA54|bad habits - AA - tyttö
42AA541|nail-biting - AA - tyttö
42AA542|thumb-sucking - AA - tyttö
42AA55|childhood sorrows - AA - tyttö
42AA551|childhood sorrows comforted - AA - tyttö
42AA552|runaway child - AA - tyttö
42AA5521|searching and finding of runaway child - AA - tyttö
42AA553|return of runaway child - AA - tyttö
42AA56|growing up - AA - tyttö
42AA561|measuring the child - AA - tyttö
42AA562|child shedding its teeth - AA - tyttö
42AA57|tasks performed by children - AA - tyttö
42AA571|child running errands - AA - tyttö
42AA58|shock-headed Peter, 'Struwwelpeter' - AA - tyttö
42AA59|bogey-man, bugaboo - AA - tyttö
42B|perhe-elämä, vanhemmat lastensa kanssa
#42B1|parental love
#42B11|father-love
#42B111|father with son(s) (father-love)
#42B112|father with daughter(s) (father-love)
#42B113|father with son(s) and daughter(s) (father-love)
#42B12|mother-love
#42B121|mother with son(s) (mother-love)
#42B122|mother with daughter(s) (mother-love)
#42B123|mother with son(s) and daughter(s) (mother-love)
#42B2|absence of parental love
#42B20|'Oblivione d'amore verso i figliuoli' (Ripa)
#42B21|disowning a child
#42B22|foster-parents
#42B221|stepfather
#42B222|stepmother
#42B29|killing a child (absence of parental love)
#42B3|foundling (and adoption)
#42B31|abandoning, exposing a child
#42B311|child torn away from its mother
#42B312|changeling, substituting a (new-born) child for another child
#42B32|finding an exposed child
#42B321|adoption (of a child)
#42B3210|'Adottione' (Ripa)
#42B322|legitimation (at marriage children are taken under the cloak)
#42B33|the foundling or the adopted child and its foster-parents
#42B34|the foundling or the adopted child searching for its parents
#42B35|the recognition (of foundling by the parents)
#42B351|means of identification (of foundling)
#42B36|illegitimate child, bastard
#42B361|inquiry into the paternity
#42B362|unmarried mother
#42B4|filial love, 'Pietas filiorum'
#42B40|'Pietà de figliuoli verso il padre' (Ripa)
42B41|Pero imettää Cimonia ('Caritas romana')
#42B42|daughter suckling old mother (variation of 'Caritas romana')
#42B43|rescuing parents (in particular carrying on the back)
#42B5|absence of filial love
#42B51|poor parents, rich children (absence of filial love)
#42B52|story of the horse-blanket (absence of filial love)
#42B53|shooting at father's corpse: two rival heirs are forced by a judge to shoot an arrow at a corpse; the false heir does not hesitate to do so, the true one, knowing that he will be shooting at his father, refuses
42B54|
42B541|tappaa oman isänsä
42B542|kuoli yksi äiti
42B6|orpo, orvot lapset
#42B61|guardian
#42B610|'Tutela' (Ripa)
42B7|perhe-elämä
42B71|perhe-elämää kotona
42B72|perhe matkalla, lomalla
#42B73|family life in other circumstances than at home or on holiday
#42B74|family group, especially parents with their child(ren)
#42B74(...)|family group, especially parents with their child(ren) (with NUMBER of children)
#42B741|father and child(ren), man and child(ren) (family group)
#42B741(...)|father and child(ren), man and child(ren) (family group) (with NUMBER of children)
#42B7411|father and son(s) (family group)
#42B7411(...)|father and son(s) (family group) (with NUMBER of sons)
#42B7412|father and daughter(s) (family group)
#42B7412(...)|father and daughter(s) (family group) (with NUMBER of daughters)
#42B742|mother and child(ren), woman and child(ren) (family group)
#42B742(...)|mother and child(ren), woman and child(ren) (family group) (with NUMBER of children)
#42B7421|mother and son(s) (family group)
#42B7421(...)|mother and son(s) (family group) (with NUMBER of sons)
#42B7422|mother and daughter(s) (family group)
#42B7422(...)|mother and daughter(s) (family group) (with NUMBER of daughters)
#42B75|child(ren) with other members of the family
#42B751|grandparent(s) with grandchild(ren) (family group)
#42B76|child(ren) with one or both parents and one or more members of the preceding generation (family group)
#42B761|three generations (family group)
#42B762|four generations (family group)
#42B8|correction of naughty children
#42B81|spanking, drubbing (of naughty children)
#42B82|boxing the ears (of naughty children)
#42B821|pulling the ears (of naughty children)
#42B83|the good child versus the naughty child
#42B831|the good child
#42B832|the naughty child
42B9|lapsi tai nuori jättää vanhempansa, lähtee kotoa maailmalle
#42C|period of adolescence
#42C1|initiation usages for young men
#42C2|initiation usages for young women
#42C21|'débutante'
#42C3|maiden versus married woman
42D|kihlaus ja avioliitto
42D1|kihlaus, kihlajaiset
42D11|kosinta
#42D111|man kneeling before his beloved (proposing)
#42D119|being refused, the proposal rejected
#42D12|the consent (of marriage)
#42D129|breaking off the engagement
#42D13|requesting the bride's parents' permission
#42D131|weighing the match
#42D132|marriage broker
#42D14|man presenting his fiancée to his parents
#42D141|presenting the bride to the man
#42D1411|presenting a portrait of the bride to the man
#42D142|presenting the bridegroom to the woman
#42D1421|presenting a portrait of the bridegroom to the woman
#42D15|parental agreement ~ marriage
#42D16|marriage contract
#42D17|wedding-gift
#42D171|wedding-gift from groom to bride
#42D1711|lovers' casket, 'Minnekästchen'
#42D1712|wedding ring
#42D172|dowry
#42D18|woman given by one man to another man, yielding one's beloved
#42D19|bachelor's party
42D2|avioituminen, hääseremoniat
42D21|morsian ja sulhanen häävaatteissa
42D211|sulhanen (häävaatteissa)
42D212|morsian (morsiuspuvussa)
#42D2121|bridal wreath, bridal chaplet
#42D2122|dressing the bride
#42D21221|veiling the bride
#42D213|meeting of bride and groom; groom calling for bride
#42D214|members of bridal party
#42D2141|best man
#42D2142|bridesmaid
#42D2143|bride's pageboy
#42D22|parental blessings and admonitions
#42D221|difficult choice between the paternal home and the future
#42D23|departure from the paternal home
#42D231|man abducting woman
#42D2311|wife-capture
#42D232|elopement, running away
#42D233|exchange of brides
#42D24|civil marriage ceremony
#42D241|signing the registry ~ marriage
#42D242|irregular wedding ceremony (e.g.: Gretna Green)
#42D243|wedding reception
42D25|hääateria
#42D251|arrival of bride and bridegroom at the wedding feast
#42D252|wedding-cake
#42D253|dancing at wedding feast
#42D254|wedding anniversary celebration
#42D2541|copper anniversary
#42D2542|silver anniversary
#42D2543|golden anniversary
#42D2544|diamond anniversary
#42D26|wedding trip, honeymoon
#42D261|departure (for honeymoon)
#42D2611|throwing something after the married couple, e.g. shoes, rice, confetti
#42D262|'alone at last'
#42D27|the wedding night
#42D271|leading the bride to bed
#42D2711|purification of the bride (bath)
#42D2712|defloration (of the bride)
#42D2713|reluctant bride
#42D272|disturbers (~ wedding night)
#42D273|awakening of the bride
#42D274|evidence of virginity
#42D279|'jus primae noctis'
42D3|avioliitto, aviopari, 'matrimonium'
#42D30|'Castità matrimoniale', 'Fede maritale', 'Matrimonio' (Ripa)
#42D31|unequal couple, ill-matched couple
#42D311|married couple of unequal age
#42D3111|third party (mocking, disapproving, disturbing, etc.) ~ married couple of unequal age
#42D312|married couple of unequal wealth
#42D3121|third party (mocking, disapproving, disturbing, etc.) ~ married couple of unequal wealth
#42D313|married couple of unequal size
#42D314|married couple of unequal health
#42D32|satire on marriage
#42D321|marriage as trap, snare, etc.
#42D322|battle for dominance in marriage ('who wears the breeches')
#42D323|married life versus unmarried life
#42D33|happy marriage
#42D330|'Benevolenza et Unione matrimoniale', 'Concordia maritale' (Ripa)
#42D331|ideal husband
#42D332|ideal wife
#42D34|the dominating partner
#42D341|dominating husband
#42D342|dominating wife
#42D3421|hen-pecked husband
#42D3422|'Bigorne et Chiceface'
#42D35|bad husband
#42D351|man and wife quarrelling, 'Marriage à la mode'
#42D352|reconciliation of man and wife
#42D36|bad wife
#42D37|partner deceived
#42D371|with the unwanted third party
#42D38|'ménage à trois'
42D39|aviorikos
#42D390|'Adulterio' (Ripa)
#42D391|adulterer
#42D392|adultery revenged
#42D3921|test of innocence (~ adultery)
#42D4|after the death of one of the married couple
42D41|leskimies
42D42|leskirouva
#42D429|the Widow of Ephesus
#42D43|second marriage (of widow or widower)
#42D431|second marriage of widower
#42D432|second marriage of widow
42D5|avioero
#42D6|repudiating one's wife
42D7|(aviomiehen) rakastajatar
#42D71|concubine
#42D9|being unmarried
