2|Nature
25D13(...)|minerals and metals (with NAME)
25D13(BITUMEN)|minerals and metals: bitumen
25D13(COPPER)|minerals and metals: copper
25D13(GOLD)|minerals and metals: gold
25D13(IRON)|minerals and metals: iron
25D13(LEAD)|minerals and metals: lead
25D13(MAGNETITE)|minerals and metals: magnetite
25D13(MERCURY)|minerals and metals: mercury
25D13(PLATINUM)|minerals and metals: platinum
25D13(SILVER)|minerals and metals: silver
25D13(SULPHUR)|minerals and metals: sulphur
25D13(TIN)|minerals and metals: tin
25D14|rock types of animal or plant origin
25D141|anthracite, hard coal
25D142|lignite, brown coal
25D143|amber (fossil resin)
25D15|crystals
25D2|soil types
25D21|earth (soil type)
25D211|humus (soil type)
25D22|gravel (soil type)
25D23|sand (soil type)
25D24|clay (soil type)
25D241|loam (soil type)
25D242|loess (soil type)
25D25|peat (soil type)
25D26|mud (soil type)
25D29|dust (soil type)
25D3|mining
25D31|mine
25D311|opencast mine; strip mining
25D312|shafts and galleries (of a mine)
25D32|miner
25D321|prospector
25D33|surface structures and surroundings of a mine
25D34|quarry
25D35|smelting, extracting from ore; blast-furnace
25D4|fluids and gases extracted from the earth
25D41|mineral water
25D411|medicinal spring
25D42|other fluids (with the exception of oil)
25D42(...)|other fluids (with the exception of oil) (with NAME)
25D421|spring (fluids extracted from the earth)
25D43|oil; oil refinery
25D431|drilling for oil
25D4311|derrick ~ oil
25D4312|(marine) drilling platform
25D432|pumping of oil
25D4321|gusher ~ oil
25D433|transportation of oil
25D4331|pipeline ~ transportation of oil
25D434|refinery ~ oil
25D435|oil tanks
25D44|asphalt
25D45|gas extracted from the ground
25D451|gas extracted from coal
25D4511|gasworks
25D4512|gasholder, gas tank
25D5|movement in geological layers
25E|geological-chronological division; historical geology; geological era
25E(...)|geological-chronological division; historical geology; geological era (with NAME of period)
25E(BIG BANG)|geological-chronological division; geological era: Big Bang
25E(CENOZOIC)|geological-chronological division; geological era: Cenozoic
25E(PALEOZOIC)|geological-chronological division; geological era: Paleozoic
25E(TERTIARY)|geological-chronological division; geological era: Tertiary
25F|animals
25F1|groups of animals
25F2|mammals
25F21|groups of mammals
25F22|monkeys, apes
25F22(...)|monkeys, apes (with NAME)
25F22(BABOON)|monkeys, apes: baboon
25F23|beasts of prey, predatory animals
25F23(...)|beasts of prey, predatory animals (with NAME)
25F23(BADGER)|beasts of prey, predatory animals: badger
25F23(BEAR)|beasts of prey, predatory animals: bear
25F23(CHEETAH)|beasts of prey, predatory animals: cheetah
25F23(ERMINE)|beasts of prey, predatory animals: ermine
25F23(FERRET)|beasts of prey, predatory animals: ferret
25F23(FOX)|beasts of prey, predatory animals: fox
25F23(HYENA)|beasts of prey, predatory animals: hyena
25F23(ICHNEUMON)|beasts of prey, predatory animals: ichneumon
25F23(LEOPARD)|beasts of prey, predatory animals: leopard
25F23(LION)|beasts of prey, predatory animals: lion
25F23(LYNX)|beasts of prey, predatory animals: lynx
25F23(MANGOUSTE)|beasts of prey, predatory animals: mangouste
25F23(MARTEN)|beasts of prey, predatory animals: marten
25F23(OTTER)|beasts of prey, predatory animals: otter
25F23(PANTHER)|beasts of prey, predatory animals: panther
25F23(POLAR BEAR)|beasts of prey, predatory animals: polar bear
25F23(SABLE)|beasts of prey, predatory animals: sable
25F23(TIGER)|beasts of prey, predatory animals: tiger
25F23(WEASEL)|beasts of prey, predatory animals: weasel
25F23(WOLF)|beasts of prey, predatory animals: wolf
25F24|hoofed animals
25F24(...)|hoofed animals (with NAME)
25F24(ANTELOPE)|hoofed animals: antelope
25F24(BISON)|hoofed animals: bison
25F24(BOAR)|hoofed animals: boar
25F24(CAMEL)|hoofed animals: camel
25F24(DEER)|hoofed animals: deer
25F24(DROMEDARY)|hoofed animals: dromedary
25F24(ELK)|hoofed animals: elk
25F24(GAZELLE)|hoofed animals: gazelle
25F24(GIRAFFE)|hoofed animals: giraffe
25F24(GNU)|hoofed animals: gnu
25F24(HIPPOPOTAMUS)|hoofed animals: hippopotamus
25F24(IBEX)|hoofed animals: ibex
25F24(MUSK-DEER)|hoofed animals: musk-deer
25F24(ONAGER)|hoofed animals: onager
25F24(ORYX)|hoofed animals: oryx
25F24(QUAGGA)|hoofed animals: quagga
25F24(RHINOCEROS)|hoofed animals: rhinoceros
25F24(STAG)|hoofed animals: stag
25F24(ZEBRA)|hoofed animals: zebra
25F25|trunked animals
25F25(...)|trunked animals (with NAME)
25F25(ELEPHANT)|trunked animals: elephant
25F26|rodents
25F26(...)|rodents (with NAME)
25F26(BEAVER)|rodents: beaver
25F26(HARE)|rodents: hare
25F26(MOUSE)|rodents: mouse
25F26(MUSK-RAT)|rodents: musk-rat
25F26(RABBIT)|rodents: rabbit
25F26(RAT)|rodents: rat
25F26(SQUIRREL)|rodents: squirrel
25F26(WOMBAT)|rodents: wombat
25F27|swimming mammals
25F27(...)|swimming mammals (with NAME)
25F27(DOLPHIN)|swimming mammals: dolphin
25F27(SEAL)|swimming mammals: seal
25F27(WHALE)|swimming mammals: whale
25F28|flying mammals
25F28(...)|flying mammals (with NAME)
25F28(BAT)|flying mammals: bat
25F29|other mammals
25F29(...)|other mammals (with NAME)
25F29(ARMADILLO)|other mammals: armadillo
25F29(HEDGEHOG)|other mammals: hedgehog
25F29(KANGAROO)|other mammals: kangaroo
25F29(MOLE)|other mammals: mole
25F29(PORCUPINE)|other mammals: porcupine
25F29(SLOTH)|other mammals: sloth
25F3|birds
25F31|groups of birds
25F32|song-birds
25F32(...)|song-birds (with NAME)
25F32(BLACKBIRD)|song-birds: blackbird
25F32(CROW)|song-birds: crow
25F32(FINCH)|song-birds: finch
25F32(GOLDFINCH)|song-birds: goldfinch
25F32(JACKDAW)|song-birds: jackdaw
25F32(LARK)|song-birds: lark
25F32(MAGPIE)|song-birds: magpie
25F32(NIGHTINGALE)|song-birds: nightingale
25F32(RAVEN)|song-birds: raven
25F32(ROBIN)|song-birds: robin
25F32(SPARROW)|song-birds: sparrow
25F32(STARLING)|song-birds: starling
25F32(SWALLOW)|song-birds: swallow
25F32(THRUSH)|song-birds: thrush
25F32(TIT)|song-birds: tit
25F32(WAGTAIL)|song-birds: wagtail
25F32(WARBLER)|song-birds: warbler
25F32(WHITE THROAT)|song-birds: white throat
25F32(WREN)|song-birds: wren
25F33|predatory birds
25F33(...)|predatory birds (with NAME)
25F33(EAGLE)|predatory birds: eagle
25F33(FALCON)|predatory birds: falcon
25F33(FISH-HAWK)|predatory birds: fish-hawk, osprey
25F33(HAWK)|predatory birds: hawk
25F33(KITE)|predatory birds: kite
25F33(SPARROW-HAWK)|predatory birds: sparrow-hawk
25F33(VULTURE)|predatory birds: vulture
25F34|owls
25F35|ornamental birds
25F35(...)|ornamental birds (with NAME)
25F35(BIRD OF PARADISE)|ornamental birds: bird of paradise
25F35(COCKATOO)|ornamental birds: cockatoo
25F35(HORNBILL)|ornamental birds: hornbill
25F35(PARROT)|ornamental birds: parrot
25F35(PEACOCK)|ornamental birds: peacock
25F36|water-birds
25F36(...)|water-birds (with NAME)
25F36(COOT)|water-birds: coot
25F36(DIPPER)|water-birds: dipper
25F36(DUCK)|water-birds: duck
25F36(GOOSE)|water-birds: goose
25F36(PELICAN)|water-birds: pelican
25F36(SWAMP-HEN)|water-birds: swamp-hen
25F36(SWAN)|water-birds: swan
25F37|shore-birds and wading-birds
25F37(...)|shore-birds and wading-birds (with NAME)
25F37(BITTERN)|shore-birds and wading-birds: bittern
25F37(CRANE)|shore-birds and wading-birds: crane
25F37(GULL)|shore-birds and wading-birds: gull
25F37(HERON)|shore-birds and wading-birds: heron
25F37(IBIS)|shore-birds and wading-birds: ibis
25F37(LAPWING)|shore-birds and wading-birds: lapwing
25F37(MARABOU)|shore-birds and wading-birds: marabou
25F37(PLOVER)|shore-birds and wading-birds: plover
25F37(PURPLE WATER-HEN)|shore-birds and wading-birds: purple water-hen
25F37(SNIPE)|shore-birds and wading-birds: snipe
25F37(STORK)|shore-birds and wading-birds: stork
25F37(TROCHILUS)|shore-birds and wading-birds: trochilus
25F37(WOODCOCK)|shore-birds and wading-birds: woodcock
25F38|walker and runner birds
25F38(...)|walker and runner birds (with NAME)
25F38(BUSTARD)|walker and runner birds: bustard
25F38(OSTRICH)|walker and runner birds: ostrich
25F38(PARTRIDGE)|walker and runner birds: partridge
25F38(PHEASANT)|walker and runner birds: pheasant
25F38(QUAIL)|walker and runner birds: quail
25F38(TURKEY)|walker and runner birds: turkey
25F39|other birds
25F39(...)|other birds (with NAME)
25F39(CUCKOO)|other birds: cuckoo
25F39(DODO)|other birds: dodo
25F39(DOVE)|other birds: dove
25F39(HOOPOE)|other birds: hoopoe
25F39(HUMMING-BIRD)|other birds: humming-bird
25F39(KINGFISHER)|other birds: kingfisher
25F39(TURTLE DOVE)|other birds: turtle dove
25F39(WOODPECKER)|other birds: woodpecker
25F39(WRYNECK)|other birds: wryneck
25F4|reptiles
25F41|lizards
25F41(...)|lizards (with NAME)
25F41(CHAMELEON)|lizards: chameleon
25F41(LIZARD)|lizards: lizard
25F42|snakes
25F42(...)|snakes (with NAME)
25F42(VIPER)|snakes: viper
25F43|crocodiles
25F43(...)|crocodiles (with NAME)
25F43(ALLIGATOR)|crocodiles: alligator
25F43(CROCODILE)|crocodiles: crocodile
25F44|tortoises, turtles
25F5|amphibians
25F51|tailless amphibians
25F51(...)|tailless amphibians (with NAME)
25F51(FROG)|tailless amphibians: frog
25F51(TOAD)|tailless amphibians: toad
25F52|amphibians with tail
25F52(...)|amphibians with tail (with NAME)
25F6|fishes
25F6(...)|fishes (with NAME)
25F61|cartilaginous fishes
25F61(...)|cartilaginous fishes (with NAME)
25F61(DOGFISH)|cartilaginous fishes: dogfish
25F61(RAY)|cartilaginous fishes: ray
25F61(SAWFISH)|cartilaginous fishes: sawfish
25F61(SHARK)|cartilaginous fishes: shark
25F62|bony fishes
25F62(...)|bony fishes (with NAME)
25F62(BARBEL)|bony fishes: barbel
25F62(BUTTERFISH)|bony fishes: butterfish
25F62(CARP)|bony fishes: carp
25F62(HERRING)|bony fishes: herring
25F62(HIPPOCAMPUS)|bony fishes: hippocampus
25F62(LUNGFISH)|bony fishes: lungfish
25F62(MACKEREL)|bony fishes: mackerel
25F62(MULLET)|bony fishes: mullet
25F62(PIKE)|bony fishes: pike
25F62(PILOT-FISH)|bony fishes: pilot-fish
25F62(RED HERRING)|'red' or smoked herring : Use 41 C 68 (SMOKED HERRING); herring : Use 25 F 62 (HERRING)
25F62(ROACH)|bony fishes: roach
25F62(SALMON)|bony fishes: salmon
25F62(SARDINE)|bony fishes: sardine
25F62(SCARUS)|bony fishes: scarus
25F62(SEA-BREAM)|bony fishes: sea-bream
25F62(SEA-DEVIL)|bony fishes: sea-devil
25F62(SEA-PERCH)|bony fishes: sea-perch
25F62(SEA-WOLF)|bony fishes: sea-wolf
25F62(SHEAT-FISH)|bony fishes: sheat-fish
25F62(STURGEON)|bony fishes: sturgeon
25F62(SUN-FISH)|bony fishes: sun-fish
25F62(SWORD-FISH)|bony fishes: sword-fish
25F62(TUNNY)|bony fishes: tunny
25F62(WEEVER)|bony fishes: weever
25F63|eels
25F63(...)|eels (with NAME)
25F63(EEL)|eels: eel
25F63(LAMPREY)|eels: lamprey
25F63(SEA-EEL)|eels: sea-eel
25F64|deep-sea fishes
25F64(...)|deep-sea fishes (with NAME)
25F65|other fishes
25F65(...)|other fishes (with NAME)
25F7|lower animals
25F71|arthropods
25F711|insects
25F711(...)|insects (with NAME)
25F711(ANT)|insects: ant
25F711(BEE)|insects: bee
25F711(BEETLE)|insects: beetle
25F711(BUTTERFLY)|insects: butterfly
25F711(CATERPILLAR)|insects: caterpillar
25F711(CICADA)|insects: cicada
25F711(CRICKET)|insects: cricket
25F711(DAY-FLY)|insects: day-fly
25F711(DRAGON-FLY)|insects: dragon-fly
25F711(DUNG-BEETLE)|insects: dung-beetle
25F711(FLEA)|insects: flea
25F711(FLY)|insects: fly
25F711(GLOW-WORM)|insects: glow-worm
25F711(GNAT)|insects: gnat
25F711(GRASS-HOPPER)|insects: grass-hopper
25F711(HORNET)|insects: hornet
25F711(ICHNEUMON-FLY)|insects: ichneumon-fly
25F711(LADYBIRD)|insects: ladybird
25F711(LOUSE)|insects: louse
