0|Abstract, Non-representational Art
11F713|Christ-child looking towards saint(s) or donor(s) ~ Madonna-representations
11F714|Christ-child sleeping ~ Madonna-representations
11F715|Christ-child holding something in his hand, e.g. apple, bird, cherries, crucifix, grapes, paper wind-mill ~ Madonna-representations
11F7151|Christ-child handing over something to someone ~ Madonna-representations
11F7152|Christ-child accepting, reaching out for something ~ Madonna-representations
11F716|Christ-child eating ~ Madonna-representations
11F717|Christ-child playing ~ Madonna-representations
11F7171|Christ-child playing with angels ~ Madonna-representations
11F7172|Christ-child playing with lamb ~ Madonna-representations
11F72|specific aspects of Christ-child and Mary ~ Madonna-representations (N.B. secondary notation only)
11F721|Christ-child looking or turning to Mary ~ Madonna-representations
11F722|Christ-child reaching out towards Mary; showing her something ~ Madonna-representations
11F723|Christ-child lifting Mary's veil, grappling at her dress, laying his hands on her breast ~ Madonna-representations
11F724|Christ-child throwing his arm(s) around her neck ~ Madonna-representations
11F725|Christ-child cheek to cheek with Mary, or kissing her ~ Madonna-representations
11F726|Christ-child suckling, or beginning to suckle, e.g. Mary uncovering her breast ~ Madonna-representations
11F7261|'ablactatio'; Christ not drinking, Mary's breast bare ~ Madonna-representations
11F7269|Christ-child refusing to drink from Mary's breast ~ Madonna-representation
11F727|Mary holding the inkpot, the Christ-child writing ~ Madonna-representations
11F728|the Christ-child crowning Mary ~ Madonna-representations
11F73|specific aspects of Mary ~ Madonna-representations (N.B. secondary notation only)
11F731|Mary holding something, e.g. apple, bunch of grapes, crucifix, goldfinch ~ Madonna-representations
11F732|Mary sitting on steps or a staircase ~ Madonna-representations
11F74|other specific aspects of Madonna-representations
11F741|John the Baptist as child ~ Madonna-representations (N.B. secondary notation only)
11F8|miracles, appearances, and legends ~ Mary
11F81|miraculous statues of Mary or the Madonna
11F81(...)|miraculous statues of Mary or the Madonna (with NAME)
11F82|appearances of Mary
11F83|legends and miracles ~ Mary
11F831|legend of the monk Theophilus, who sold his soul to the devil (Mary-legend)
11F8311|the penitence of Theophilus
11F832|legend of the Jewish boy, who was burned after having taken the host; he was saved by Mary
11F833|Mary saving a child that was dedicated to the devil
11F834|the house of Nazareth which came to Loreto (Mary-miracle)
11F9|Mary devotion
11F91|sacred heart of Mary
11F92|relics of Mary
11FF25|'Mater Dolorosa' - FF - 'Mater Dolorosa', head or bust
11FF251|Mary weeping - FF - 'Mater Dolorosa', head or bust
11FF252|Mary pierced by a sword - FF - 'Mater Dolorosa', head or bust
11FF253|Mary with the instruments of the Passion - FF - 'Mater Dolorosa', head or bust
11FF412|Mary standing (or half-length), the Christ-child on her arm (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF4121|Mary standing (or half-length), the Christ-child standing on her arm (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF4122|Mary standing (or half-length), the Christ-child sitting on her arm (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF41223|'Eleousa', 'Glykophilousa' ~ Madonna - FF - the Christ-child to Mary's right
11FF4123|Mary standing (or half-length), the Christ-child lying on her arm (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF41231|'Galaktotrophousa' ~ Madonna - FF - the Christ-child to Mary's right
11FF422|Mary sitting or enthroned, the Christ-child on her knee (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF4221|Mary sitting or enthroned, the Christ-child standing on her knee (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF4222|Mary sitting or enthroned, the Christ-child sitting on her knee (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF4223|Mary sitting or enthroned, the Christ-child lying on her knee (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF432|Mary sitting on the ground, the Christ-child in her lap or on her knee (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF4321|Mary sitting on the ground, the Christ-child standing or stepping in Mary's lap or on her knee (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF4322|Mary sitting on the ground, the Christ-child sitting in Mary's lap or on her knee (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF4323|Mary sitting on the ground, the Christ-child lying in Mary's lap or on her knee (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF4324|Mary sitting on the ground, the Christ-child kneeling in Mary's lap or on her knee (Christ-child to Mary's left) - FF - the Christ-child to Mary's right
11FF44|Madonna: Mary (standing) with the Christ-child free-standing (or leaning against her) - FF - Mary sitting or enthroned
11FF441|Mary (standing) with the Christ-child in front of her (free-standing or leaning against her) - FF - Mary sitting or enthroned
11FF4411|Mary (standing) with the Christ-child in front of her (free-standing or leaning against her); Christ-child standing - FF - Mary sitting or enthroned
11FF4412|Mary (standing) with the Christ-child in front of her (free-standing or leaning against her); Christ-child sitting - FF - Mary sitting or enthroned
11FF4413|Mary (standing) with the Christ-child in front of her (free-standing); Christ-child lying - FF - Mary sitting or enthroned
11FF4414|Mary (standing) with the Christ-child in front of her (free-standing or leaning against her); Christ-child kneeling - FF - Mary sitting or enthroned
11FF442|Mary (standing) with the Christ-child beside her (free-standing or leaning against her) - FF - Mary sitting or enthroned
11FF4421|Mary (standing) with the Christ-child beside her (free-standing or leaning against her); Christ-child standing - FF - Mary sitting or enthroned
11FF4422|Mary (standing) with the Christ-child beside her (free-standing or leaning against her); Christ-child sitting - FF - Mary sitting or enthroned
11FF4423|Mary (standing) with the Christ-child beside her (free-standing); Christ-child lying - FF - Mary sitting or enthroned
11FF4424|Mary (standing) with the Christ-child beside her (free-standing or leaning against her); Christ-child kneeling - FF - Mary sitting or enthroned
11G|angels
11G1|the nine choirs of angels, hierarchy of angels
11G11|Seraphim
11G12|Cherubim
11G13|Thrones (holding thrones) ~ hierarchy of angels
11G14|Dominations (with sceptre and sword) ~ hierarchy of angels
11G15|Virtues (holding instruments of the Passion) ~ hierarchy of angels
11G16|Powers (with flaming sword) ~ hierarchy of angels
11G17|Princedoms (with sword, sceptre and cross) ~ hierarchy of angels
11G18|the seven Archangels
11G181|group of four Archangels
11G182|group of three canonical Archangels: Michael, Gabriel, and Raphael
11G183|the Archangel Michael (often in armour with sword or lance)
11G1831|psychostasis, the Archangel Michael weighing the souls in the scales (and stabbing the devil)
11G1832|the Archangel Michael leading a soul to heaven
11G1833|the Archangel Michael refusing a soul to enter heaven
11G1834|apparitions of the Archangel Michael
11G18341|on Mount Gargano the Archangel Michael appears to Garganus, the bishop of Siponte, who had shot an arrow at a bull
11G1835|miracles of the Archangel Michael
11G184|the Archangel Gabriel
11G1841|the Archangel Gabriel announces Mary and the Christ-child the Passion of Christ
11G185|the Archangel Raphael
11G186|other archangels than Michael, Gabriel and Raphael
11G186(...)|other archangels than Michael, Gabriel and Raphael (with NAME)
11G186(URIEL)|other archangels than Michael, Gabriel and Raphael: Uriel
11G19|lower angel(s)
11G191|angel(s) represented as child(ren)
11G1911|cherubs, i.e. children's heads with wings
11G192|angel(s) represented as youth(s) or adult(s)
11G1921|angel(s) with book(-scroll) or banderole
11G1922|angel(s) with sceptre and/or globe
11G1923|angel(s) with torch
11G1924|angel(s) with censer
11G1925|angel(s) with chalice
11G1926|angel(s) with other object(s), e.g. weapons
11G193|female angels
11G194|angels in other than human form
11G1941|angels as rays of light
11G1942|angels as wheel with wings
11G2|activities of angels (in heaven)
11G21|angels singing, making music
11G22|angels celebrating the Eucharist
11G23|angels crowning and/or bringing palm-branches
11G24|angels holding a curtain
11G25|angels in adoration
11G26|angels riding on horseback
11G3|angels fighting
11G31|the Archangel Michael fighting the dragon (devil, Satan)
11G311|Michael resting beside the dragon's corpse
11G32|the Archangel Michael (and other angels) casting the rebel angels out of heaven
11G321|angels casting the rebel angels out of heaven (Michael not present)
11G33|fall of the rebel angels, who become devils
11G331|the fall of Satan, fall of Lucifer
11G34|angels fighting against other evil powers
11G4|specific aspects of angels, e.g. intervening in human affairs
11G41|guardian angel
11G42|angels rescuing a soul pursued by devils
11G43|destroying angel
11G44|angel as patron
11G44(...)|angel as patron (with NAME)
11GG19|lower angel(s) - GG - lower angel(s) without wings
11GG191|angel(s) represented as child(ren) - GG - lower angel(s) without wings
11GG192|angel(s) represented as youth(s) or adult(s) - GG - lower angel(s) without wings
11GG1921|angel(s) with book(-scroll) or banderole - GG - lower angel(s) without wings
11GG1922|angel(s) with sceptre and/or globe - GG - lower angel(s) without wings
11GG1923|angel(s) with torch - GG - lower angel(s) without wings
11GG1924|angel(s) with censer - GG - lower angel(s) without wings
11GG1925|angel(s) with chalice - GG - lower angel(s) without wings
11GG1926|angel(s) with other object(s), e.g. weapons - GG - lower angel(s) without wings
11GG193|female angels - GG - lower angel(s) without wings
11GG194|angels in other than human form - GG - lower angel(s) without wings
11GG1941|angels as rays of light - GG - lower angel(s) without wings
11H|saints
11H(...)|male saints (with NAME)
11H(...)0|male saints (with NAME) - male saint represented in a group
11H(...)1|male saints (with NAME) - specific aspects ~ male saint
11H(...)11|male saints (with NAME) - male saint as patron, protector, intercessor
11H(...)119|male saints (with NAME) - male saint protecting devotees with cloak, 'Schutzmantel'
11H(...)12|male saints (with NAME) - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)
11H(...)13|male saints (with NAME) - male saint as founder of Order
11H(...)131|male saints (with NAME) - male saint ~ confirmation of Order, approval of Rule(s)
11H(...)2|male saints (with NAME) - early life of male saint
11H(...)3|male saints (with NAME) - personal devotion of male saint
11H(...)31|male saints (with NAME) - vocation, conversion of male saint
11H(...)32|male saints (with NAME) - baptism, consecration, taking vows of male saint
11H(...)33|male saints (with NAME) - renouncing worldly goods, ascetic life of male saint
11H(...)34|male saints (with NAME) - vision(s), mystic marriage of male saint
11H(...)35|male saints (with NAME) - temptation of male saint
11H(...)36|male saints (with NAME) - penitence of male saint
11H(...)37|male saints (with NAME) - male saint meditating, in ecstasy
11H(...)4|male saints (with NAME) - non-miraculous activities and events ~ male saint
11H(...)5|male saints (with NAME) - miraculous activities and events ~ male saint
11H(...)59|male saints (with NAME) - stigmatization of male saint
11H(...)6|male saints (with NAME) - martyrdom, suffering, misfortune, death of male saint
11H(...)68|male saints (with NAME) - death, deathbed of male saint
11H(...)69|male saints (with NAME) - maltreatment of corpse of male saint
11H(...)7|male saints (with NAME) - apotheosis, glory, triumph of male saint
11H(...)8|male saints (with NAME) - post-mortem occurrences ~ male saint
11H(...)81|male saints (with NAME) - finding, transportation of relics of male saint
11H(...)82|male saints (with NAME) - miracles occurring during handling of relics of male saint
11H(...)83|male saints (with NAME) - posthumous deeds, appearances of male saints
11H(...)84|male saints (with NAME) - beatification, canonization of male saint
11H(...)9|male saints (with NAME) - portrait of male saint
11H(ACHATIUS)|the warrior martyr Achatius (Acacius); possible attributes: bunch of thorns, crucifix, sword
11H(ACHATIUS)0|the warrior martyr Achatius (Acacius); possible attributes: bunch of thorns, crucifix, sword - male saint represented in a group
11H(ACHATIUS)1|the warrior martyr Achatius (Acacius); possible attributes: bunch of thorns, crucifix, sword - specific aspects ~ male saint
11H(ACHATIUS)11|the warrior martyr Achatius (Acacius); possible attributes: bunch of thorns, crucifix, sword - male saint as patron, protector, intercessor
11H(ACHATIUS)119|the warrior martyr Achatius (Acacius); possible attributes: bunch of thorns, crucifix, sword - male saint protecting devotees with cloak, 'Schutzmantel'
11H(ACHATIUS)12|the warrior martyr Achatius (Acacius); possible attributes: bunch of thorns, crucifix, sword - male saint writing, studying, teaching, dictating (e.g. as Doctor of the Church)
