5|Abstraktní myšlenky a pojmy
57A632|Falsely accused Innocence
57A64|Humility; 'Humiltà' (Ripa)
57A641|Discretion, Modesty; 'Discretione', 'Modestia' (Ripa)
57A642|Simplicity; 'Simplicità' (Ripa)
57A643|Timidity, Diffidence
57A644|Submissiveness; 'Ossequio' (Ripa)
57A65|Unselfishness
57A66|Seriousness
57A661|Spiritualization
57A67|Reasonableness
57A68|Nobility; 'Nobiltà' (Ripa)
57A681|Stateliness; 'Gravità', 'Gravità nell'huomo' (Ripa)
57A682|Magnificence; 'Magnificenza' (Ripa)
57A69|Holiness; 'Santità' (Ripa)
57A7|Benevolence, Beneficence; 'Beneficio', 'Benevolenza o Affettione' (Ripa)
57A71|Magnanimity; 'Grandezza e robustezza d'animo', 'Magnanimità' (Ripa)
57A72|Tolerance, Long-suffering; 'Longanimità', 'Toleranza' (Ripa)
57A73|Indulgence, Clemency; 'Clemenza', 'Clemenza & Moderatione', 'Indulgenza' (Ripa)
57A74|Forgivingness
57A741|Pardon; 'Perdono' (Ripa)
57A75|Mercy, Compassion; 'Compassione', 'Misericordia' (Ripa)
57A76|Favourableness
57A77|Friendliness, Gentleness, Affability; 'Affabilità, piacevolezza, amabilità', 'Animo piacevole, trattabile & amorevole', 'Benignità' (Ripa)
57A8|Gratitude; 'Gratitudine', 'Memoria grata de beneficii ricevuti' (Ripa)
57A9|Humanity, Politeness; 'Cortesia', 'Humanità' (Ripa)
57AA|Dobré a špatné chování, morální vlastnosti (protikladné pojmy)
57AA1|Bad Behaviour
57AA2|Vyhýbání se povinnosti, zanedbání povinnosti
57AA21|Irresponsibility
57AA3|Unscrupulousness
57AA4|Shamelessness
57AA41|Obduracy
57AA5|Indecency, Impudence; 'Sfacciatigine' (Ripa)
57AA51|Licentiousness, Lasciviousness; 'Lascivia', 'Licenza' (Ripa)
57AA52|Perversion
57AA53|Scandalousness, Scandal; 'Scandolo' (Ripa)
57AA6|Viciousness, Naughtiness
57AA61|Dishonesty, Falsety
57AA611|Dissimulation, Hypocrisy; 'Hippocresia', 'Simulatione' (Ripa)
57AA612|Insincerity
57AA6121|Flattery; 'Adulatione' (Ripa)
57AA6122|Sponging, Parasitizing
57AA613|Cunning, Slyness; 'Astutia ingannevole' (Ripa)
57AA6131|Guile, Artfulness, Craftiness, Deceitfulness
57AA614|Unfaithfulness, 'Mala fide'
57AA6141|Untrustworthiness, Unreliability
57AA6142|Betrayal
57AA62|Infidelity, Perfidy; 'Perfidia' (Ripa)
57AA621|Cheat, Deceit; 'Fraude', 'Inganno' (Ripa)
57AA622|Mendacity
57AA6221|Lie; 'Bugia' (Ripa)
57AA6222|Hoax, False News, Canard
57AA6223|Ambuscade, Trap; 'Insidia' (Ripa)
57AA6224|Intrigue
57AA6225|Falsification
57AA63|Impurity
57AA64|Pýcha, vznešenost; "Alterezza in persona nata povera civile" (Ripa)
57AA641|Immodesty
57AA642|Sophistication
57AA643|Coquetry
57AA644|Arrogance; 'Arroganza' (Ripa)
57AA645|Boast; 'Iattanza' (Ripa)
57AA646|Complacency, Self-conceit
57AA647|Hybris
57AA65|Selfishness; 'Interesse', 'Interesse proprio' (Ripa)
57AA66|Frivolity
57AA661|Worldliness; 'Appetito' (Ripa)
57AA67|Unreasonableness
57AA68|Unworthiness
57AA69|Devilishness
57AA7|Malevolence, Maliciousness; 'Malevolenza', 'Malignità', 'Malvagità' (Ripa)
57AA71|Illiberality
57AA72|Intolerance
57AA73|Inclemency
57AA74|Vindictiveness
57AA741|Revenge, Requital, Retaliation; 'Vendetta' (Ripa)
57AA75|Mercilessness
57AA76|Jealousy; 'Gelosia', 'Rammarico del ben'altrui' (Ripa)
57AA77|Unfriendliness
57AA8|Ingratitude; 'Ingratitudine' (Ripa)
57AA9|Brutality
57AA91|Cruelty, Ferocity; 'Crudeltà', 'Ferocità' (Ripa)
57AA92|Infamy; 'Sciagurataggine' (Ripa)
57B|Posouzení chování
57B1|Praise, Approbation, Approval; 'Lode' (Ripa)
57B11|Rewarding Goodness
57B2|Respect, Reverence, Esteem
57B21|'Pietas'; 'Pietà' (Ripa)
57B3|Justification, Vindication
57B31|Palliation, Extenuation
57BB|Posouzení chování (protichůdné pojmy)
57BB1|Disapprobation, Disapproval, Rebuking
57BB11|Admonition, Reprehension; 'Riprensione', 'Riprensione giovevole' (Ripa)
57BB12|Correction; 'Correttione' (Ripa)
57BB13|Punishment; 'Castigo', 'Pena', 'Punitione' (Ripa)
57BB131|Punishing Badness
57BB14|Condemnation
57BB2|Mockery, Derision, Irreverence; 'Derisione', 'Dispreggio della Virtù' (Ripa)
57BB21|Contempt
57BB211|Pohrdání světem; "Dispregio del mondo", "Disprezzo et Distruttione de i piaceri & cattivi affetti" (Ripa)
57BB22|Insult; 'Ingiuria', 'Offesa' (Ripa)
57BB23|Ignominy
57BB24|Humiliation
57BB241|Irony
57BB242|Sarcasm
57BB25|Calumny, Detraction; 'Biasimo vitioso', 'Calunnia', 'Detrattione', 'Maledicenza' (Ripa)
57BB251|Apellesova pomluva: zlý soudce s oslíma ušima na trůně, s Podvodem, Závistí, Nevědomostí, Podezíravostí a Zradou, konfrontován s nevinným obviněným; přítomna lítost a Pravda
57BB3|Accusation, Incrimination
58|Creation
58A|Stvoření a zničení
58A1|Originating
58A2|Procreation
58A3|Fruitfulness, Productiveness, Fertility, Fecundity; 'Fecondità' (Ripa)
58AA|Stvoření a zničení (protikladné pojmy)
58AA1|Destruction
58AA11|Extirpation
58AA12|Self-destruction
58AA2|Non-procreation
58AA3|Unproductiveness, Fruitlessness, Lost Labour, Wasted Labour
58B|Vitalita a úmrtnost
58B1|Vitality, Viability, Vital Force
58B11|Germination
58B2|Life
58B21|Human Life; 'Vita humana', 'Vita inquieta', 'Vita e l'animo' (Ripa)
58B211|'Tabula Cebetis'
58B212|pramen života (nekřesťanský)
58B213|Lidský život reprezentovaný lodí
58B22|Boj o život
58B3|Immortality, Imperishableness; 'Immortalità' (Ripa)
58B4|Rebirth, Renaissance, Regeneration
58B5|Heredity
58B6|Instinct, Natural Disposition; 'Instinto naturale' (Ripa)
58BB|Vitalita a mortalita (protikladné pojmy)
58BB1|Úmrtnost, zánik života
59|Aspekty společenského chování
59A|Man ~ Community
59A1|Sociality
59A2|Refinement, Taste
59A3|Propriety, Decorum; 'Decoro' (Ripa)
59A4|Elegance
59A5|Hospitality; 'Hospitalità' (Ripa)
59AA|Man ~ Community (opposing concepts)
59AA1|Loneliness; 'Solitudine' (Ripa)
59AA2|Ill-breeding, Bad Taste
59AA3|Vulgarity
59AA4|Affectation, Mannerism
59AA5|Inhospitality
59B|Social Position
59B1|Everyman, 'Elckerlyc'
59B2|Advancement, Promotion
59B3|Repute, Renown; 'Splendore del nome' (Ripa)
59B31|Honour, Glory; 'Ampiezza della Gloria', 'Gloria', 'Gloria de prencipi', 'Gloria & Honore', 'Honore', 'Sublimatà della Gloria' (Ripa)
59B32|Fame; 'Fama', 'Fama buona', 'Fama chiara' (Ripa)
59B33|Respectability; 'Precedenza et Preminenza de titoli' (Ripa)
59B34|Illustriousness; 'Chiarezza' (Ripa)
59B4|Dignity; 'Dignità' (Ripa)
59B41|Regality, Majesty; 'Maestà regia', 'Regalità' (Ripa)
59B5|Merit; 'Merito' (Ripa)
59BB|Social Position (opposing concepts)
59BB1|Nobody, 'Nemo'
59BB2|Degradation
59BB3|Dishonour, Disrepute
59BB31|Disgrace; 'Infamia', 'Scorno' (Ripa)
59BB32|Ill-fame; 'Fama cattiva' (Ripa)
59BB33|Ignobility, 'Vulgus'; 'Vulgo overo ignobilità' (Ripa)
59BB34|Ingloriousness
59BB4|Despicableness
59BB5|Demerit
59C|Spravedlnost a nespravedlnost
59C1|Zachování práva
59C2|Justice; 'Forza alla giustitia sottoposta', 'Giustitia', 'Giustitia retta', 'Giustitia rigorosa', 'Impietà e violenza soggetta alla giustitia' (Ripa)
59C21|Equality, Equity, Fairness, Righteousness; 'Equalità', 'Equità', 'Giuditio giusto', 'Ordine dritto e giusto', 'Ugualità' (Ripa)
59C22|Impartiality
59C221|Incorruptibility
59C3|Legality
59CC|Spravedlnost a nespravedlnost (protikladné pojmy)
59CC1|Porušení zákona
59CC2|Injustice; 'Ingiustitia' (Ripa)
59CC21|Inequality, Inequity, Iniquity; 'Iniquità' (Ripa)
59CC211|Arbitrariness
59CC22|Partiality; 'Partialità' (Ripa)
59CC221|Corruptibility, Venality, Corruption
59CC3|Illegality
6|History
61|historické události a situace; historické osobnosti
61A|historické události a situace
61A(...)|historické události a situace (s DATEM)
61B|historické osobnosti (portréty a výjevy ze života)
61B1|historical persons not known by name
61B11|anonymous historical person portrayed
61B111|anonymous historical person portrayed alone
61B112|anonymní historické osoby zobrazené na dvojportrétu
61B113|anonymní historické osoby zobrazené ve skupině, na skupinovém portrétu
61B12|scény ~ anonymní historická osoba (osoby)
61B121|scéna přímo související s životem nebo životním příběhem anonymní osoby
61B122|fiktivní scéna ~ anonymní historická osoba (osoby)
61B2|historical persons
61B2(...)|historická osoba (se jménem)
61B2(...)1|historická osoba (s JMÉNEM) - zobrazená historická osoba (osoby)
61B2(...)11|historická osoba (se jménem) - historická osoba (se jménem) zobrazená samostatně
61B2(...)12|historická osoba (se jménem) - historická osoba (se jménem) na dvojportrétu
61B2(...)13|historická osoba (s JMÉNEM) - historická osoba (s JMÉNEM) zobrazená ve skupině, na skupinovém portrétu
61B2(...)2|historická osoba (se jménem) - scéna ~ historická osoba (osoby) (se jménem osoby)
61B2(...)21|historická osoba (s uvedením JMÉNA) - scéna přímo související s životem nebo životním příběhem (s uvedením JMÉNA osoby)
61B2(...)22|historická osoba (se jménem) - fiktivní scéna ~ historická osoba (se jménem osoby)
61B2(...)3|historická osoba (se JMÉNEM) - jiná vyobrazení, ke kterým lze připojit JMÉNO historické osoby (se jménem osoby)
61BB|historické osobnosti (portréty a výjevy ze života) - BB - žena
61BB1|historical persons not known by name - BB - woman
61BB11|anonymous historical person portrayed - BB - woman
61BB111|anonymous historical person portrayed alone - BB - woman
61BB112|anonymní historické osoby na dvojportrétu - BB - žena
61BB113|anonymní historické osoby zobrazené ve skupině, na skupinovém portrétu - BB - žena
61BB12|scény ~ anonymní historická osoba (osoby) - BB - žena
61BB121|scéna přímo související s životem nebo životním příběhem anonymní osoby - BB - žena
61BB122|fiktivní scéna ~ anonymní historická osoba (osoby) - BB - žena
61BB2|historical persons - BB - woman
61BB2(...)|historická osoba (se jménem) - BB - žena
61BB2(...)1|historická osoba (se JMÉNEM) - BB - žena - zobrazená(é) historická(é) osoba(y)
61BB2(...)11|historická osoba (se jménem) - BB - žena - historická osoba (se jménem) zobrazená samostatně
61BB2(...)12|historická osoba (se jménem) - BB - žena - historická osoba (se jménem) na dvojportrétu
61BB2(...)13|historická osoba (se jménem) - BB - žena - historická osoba (se jménem) zobrazená ve skupině, na skupinovém portrétu
61BB2(...)2|historická osoba (se jménem) - BB - žena - scéna ~ historická osoba (osoby) (se jménem osoby)
61BB2(...)21|historická osoba (se jménem) - BB - žena - scéna přímo související s životem nebo životním příběhem (se jménem osoby)
61BB2(...)22|historická osoba (se jménem) - BB - žena - fiktivní scéna ~ historická osoba (se jménem osoby)
61BB2(...)3|historická osoba (se JMÉNEM) - BB - žena - jiná vyobrazení, ke kterým může být připojeno JMÉNO historické osoby (se jménem osoby)
61C|vlastní jména rostlin a živočichů
61C1|vlastní názvy rostlin
61C1(...)|vlastní názvy rostlin (s NAME)
61C2|vlastní jména zvířat
61C2(...)|vlastní jména zvířat (s NAME)
61D|zeměpisné názvy zemí, regionů, hor, řek atd.
61D(...)|zeměpisné názvy zemí, regionů, hor, řek atd. (kromě názvů měst a vesnic) (s NÁZVEM)
61E|názvy měst a obcí
61E(...)|názvy měst a obcí (s NAME)
61F|názvy historických budov, míst, ulic atd.
61F(...)|názvy historických budov, míst, ulic atd. (s JMÉNY)
61G|názvy artefaktů a předmětů vytvořených člověkem
61G(...)|názvy artefaktů a objektů vytvořených člověkem (kromě budov) (s NAME)
61H|názvy organizací, společností, odborových svazů atd.
61H(...)|názvy organizací, společností, odborových svazů atd. (s NÁZVEM)
61I|názvy historických událostí a situací
61I(...)|názvy historických událostí a situací (s NÁZVEM)
61K|(other) historical names
61K(...)|(jiná) historická jména (s NAME)
62|vize budoucnosti
7|Bible
71|Old Testament
71A|Genesis od stvoření po vyhnání z ráje a pozdější léta Adama a Evy
71A1|"Na počátku..." uspořádání chaosu (Genesis 1,1-2)
71A11|země beztvará a pustá
71A12|boží duch se pohybuje nad vodami
71A2|šest dní stvoření (Genesis 1:3-25)
71A21|rozdělení světla a tmy
71A22|stvoření nebeské klenby a rozdělení vod nad ní a pod ní
71A23|shromáždění vod pod oblohou; objeví se souš a vyrostou všechny druhy rostlin
71A231|vytvoření vegetace (samostatně)
71A24|stvoření slunce, měsíce a hvězd
71A25|stvoření zvířat ~ Genesis
71A251|stvoření ptáků a ryb
71A252|tvorba suchozemských zvířat
71A3|stvoření člověka; rajská zahrada (Genesis 1:26 - 2)
71A31|Bůh stvořil člověka z hlíny
71A311|člověk (Adam) ožívá: Bůh obvykle vztáhne ruku nebo mu vdechne život do nosních dírek
71A32|Bůh zasadil rajskou zahradu
71A321|Rajská zahrada, ráj
71A3211|čtyři rajské řeky (pramenící z fontány)
71A32111|Pison (Rajská řeka)
71A32112|Gihon (Rajská řeka)
71A32113|Tigris (Hiddekel) (Rajská řeka)
71A32114|Eufrat (rajská řeka)
71A3212|strom života a strom poznání dobra a zla
71A32121|strom života v rajské zahradě
71A32122|strom poznání dobra a zla (jehož ovoce, obvykle jablka nebo fíky, přináší smrt); strom může být střežen hadem
71A33|Adam v rajské zahradě
71A331|Bůh přivádí Adama do ráje
71A332|Bůh mluví k Adamovi
71A333|Adam pojmenovává zvířata
71A34|stvoření Evy
71A341|Bůh vyjme žebro z boku spícího Adama
71A342|Eva je stvořena z Adamova žebra
71A3421|Eva vychází z Adamova těla
71A35|Adam a Eva v ráji (před pádem)
71A351|Bůh přivádí Evu k Adamovi
71A352|Bůh žehná Adamovi a Evě; instituce manželství
71A353|Adam is given dominion over all created things
71A354|vydání zkušebního přikázání: Bůh varuje Adama a Evu, aby nejedli ze stromu poznání dobra a zla
71A36|Bůh sedmý den odpočívá
71A4|Pokušení a pád (Genesis 3,1-7)
71A41|Pokušení a pád (scény s Evou samotnou)
71A411|had se snaží přesvědčit Evu, aby si vzala část ovoce (obvykle jablko)
71A412|Eva si vezme ovoce
71A42|Pokušení a pád (scény s Adamem i Evou)
71A421|Eva si vezme ovoce od hada (nebo stromu) v přítomnosti Adama (který se ji možná snaží zastavit)
71A422|Eva nabízí ovoce Adamovi
71A4221|Eva současně nabídne část ovoce Adamovi a část si vezme od hada (nebo od stromu)
71A4222|Adam si sám bere ovoce ze stromu
71A423|Adam a Eva drží (a případně jedí) ovoce
71A4231|Adam (sám) drží ovoce
71A4232|Eva (sama) drží ovoce
71A424|Adam a Eva zjistí, že jsou nazí; přikryjí se rukama nebo listím
71A5|Pokušení a pád: Adam a Eva v ráji (po pádu) (Genesis 3:8-21)
71A51|Adam a/nebo Eva zvítězili s pokáním
71A52|Bůh se prochází po rajské zahradě
71A521|Bůh volá Adama a Evu k odpovědnosti za jejich čin
71A522|Adam a Eva se skrývají před Bohem
71A53|Adam a Eva pokáráni Bohem
71A531|Adam (alone) reproved by God; Adam blames Eve
71A532|Eva (sama) pokárána Bohem; Eva obviňuje hada
71A54|trest pro Adama a Evu
71A541|had je Bohem proklet a odsouzen jíst prach a plazit se po břiše
71A542|trest Evy (sám)
71A543|trest Adama (sám)
71A55|Adam a Eva jsou oděni Bohem
71A551|Adam a Eva dostanou nástroje, obvykle rýč a vřeteno
71A6|vyhnání Adama a Evy z ráje (Genesis 3,22-24)
71A61|Bůh vyhání Adama a Evu z ráje a strom života nechává střežit andělem s plamenným mečem
71A611|anděl vyhání Adama a Evu z ráje (plamenným) mečem
71A62|Adam a Eva před rájem, jehož vchod střeží zářící cherubíni
71A63|Adam a Eva činí pokání
71A631|očistná koupel Adama a Evy
71A7|práce Adama a Evy; dětství Kaina a Ábela (Genesis 4,1-2)
71A71|Eve pregnant
71A711|kainovo narození
71A7111|koupel, rituální očista Evy
71A712|narození Ábela
71A7121|Adam vykoupe Ábela s Kainovou pomocí
71A7122|Eva kojí Ábela, Kain se odvrací, tj. Kainova žárlivost
71A72|Adam (a Eva) se věnovali zemědělské činnosti
71A721|Adam se věnuje zemědělské činnosti, Eva předení a obvykle si hrají jejich děti
71A722|Adam se věnoval zemědělství, Eva kojila děti
71A723|anděl poučuje Adama o zemědělských činnostech
71A73|vzdělání, výchova Kaina a Ábela
71A731|Kain a Ábel se učí pomáhat svému otci; Kain při zemědělství, Ábel při pasení dobytka
71A732|Kain (sám) při práci, farmaření
71A733|Abel (sám) při práci, pasení dobytka
71A8|příběh Kaina a Ábela (Genesis 4,3-17)
71A81|kainova a Ábelova oběť: Ábel přináší beránka, Kain obvykle snop obilí
71A811|Bůh (nebo Boží ruka) se zjevuje a žehná Ábelovi ~ oběť
71A812|kouř z Ábelovy oběti jde přímo k nebi, zatímco kouř z Kainovy oběti je sražen dolů
71A8121|kouř z Ábelovy oběti jde přímo k nebi, zatímco kouř z Kainovy oběti je sražen dolů a Bůh Ábelovi požehná
71A813|anděl přijímá Ábelovo jehně, zatímco Kainovi může pomáhat ďábel
71A814|Abel offering (alone)
71A815|Cain offering (alone)
71A82|zabití Ábela: Kain ho zabije kamenem, palicí nebo čelistní kostí, případně rýčem nebo jiným nástrojem jako zbraní
71A821|Abel's death
71A822|Cain buries Abel
71A823|Adam a Eva objeví mrtvé Ábelovo tělo a truchlí nad ním
71A824|Adam a Eva pohřbívají Ábela
71A83|kainovo prokletí a útěk
71A831|hospodin vyzývá Kaina, aby se zodpovídal ze svého činu
71A8311|Abelova krev volá po pomstě
71A832|kainovo prokletí
71A8321|Bůh dává Kainovi znamení
71A833|kainův útěk
71A834|Cain repentant
71A84|pozdější Kainův život
71A841|Kain a jeho rodina
71A8411|narození Henocha
71A842|Kain staví město Enoch
71A9|úpadek a smrt Adama a Evy a příběh Seta (Genesis 4,25; 5,1-8)
71A91|úpadek a smrt Adama a Evy
71A911|narození Setha
71A912|adamova smrt
71A9121|Adam's burial
71A9122|Adam's tomb
71A913|smrt Evy
71A92|příběh Setha
71B|Genesis od potomků Kaina a Seta k Abrahamovi
71B1|kainovi potomci, Kainovci (Genesis 4:18-24)
71B11|příběh Henocha, syna Kainova
71B12|příběh Irada
71B13|příběh Mehujaela
71B14|příběh o Metuzalémovi
71B15|příběh Lamecha, syna Metuzalémova
71B151|Lamech zabije Kaina: Kain je omylem zastřelen šípem slepého Lamecha, kterému při lovu pomáhá jeho syn Tubalcain
71B1511|enraged Lamech kills Tubalcain
71B152|Lamech se přiznává svým ženám Adě a Zille, že zabil starce a mladíka (Kaina a Tubalcaina)
71B1521|Lamech je kárán nebo bit svými ženami
71B16|synové Lámechovi
71B161|příběh Džabala, který jako první choval dobytek a žil ve stanech
71B162|příběh Jubala, předka všech hudebníků, kteří hrají na harfu a flétnu
71B163|příběh Tubalcaina, prvního kováře
71B2|potomci Seta (Genesis 4:26, 5:9-32)
71B21|příběh Enosa
71B22|příběh Kainana
71B23|příběh Mahalaleela
71B24|příběh Jareda
71B25|příběh o Henochovi, synu Jaredově, který vynalezl písmena a jako první rozdělil rok na roční období a dvanáct měsíců
71B251|Enoch's translation
71B26|příběh Metuzaléma
71B27|příběh Lamecha, syna Metuzalémova
71B271|narození Noeho
71B3|příběh o Noemovi
71B31|před potopou (Genesis 6-7,4)
71B311|hříšnost lidstva; hříšníci jsou obvykle zobrazeni, jak hodují a veselí se
71B3111|obři v zemi ~ zloba lidstva
71B312|God sees man's corruption
71B3121|Bůh oznamuje potopu a přikazuje Noemovi postavit archu
71B32|stavba archy a nalodění (1. Mojžíšova 7,5-9)
71B321|Noe staví archu
71B3211|Noe staví archu s pomocí svých synů
71B3212|archa je pokryta smolou ~ Noe
71B3213|ďábel se snaží zabránit stavbě archy
71B322|nalodění na archu
71B3221|shromažďování zvířat po dvojicích ~ příběh o Noemovi
71B3222|zvířata vstupují do archy
71B3223|Noe a jeho rodina vstupují do archy
71B323|Bůh zavírá archu ~ příběh o Noemovi
71B33|potopa a zkáza lidstva ~ příběh o Noemovi (Genesis 7:10 - 8:17)
71B331|archa pluje po vodě, zatímco život na zemi je zničen ~ příběh o Noemovi
71B3311|archa plující po vodě (zkáza lidstva není vidět)
71B33111|archa ~ příběh o Noemovi
71B3312|zničení lidstva potopou (archa chybí nebo je sotva viditelná)
71B332|noemova archa spočívá na hoře Ararat
71B3321|Noe vyšle havrana, který se nevrátí
71B3322|Noe vypustí holubici
71B33221|holubice se vrací s olivovou ratolestí ~ příběh o Noemovi
71B33222|holubice, která se nevrátila ~ příběh o Noemovi
71B3323|ďábel unikne a proděraví dno archy, travní had vyplní mezeru ocasem, aby zabránil potopení archy
71B34|vylodění ~ příběh o Noemovi (Genesis 8,18 - 9,17)
71B341|Bůh nařídí Noemovi vystoupit a otevře archu
71B342|Noe, jeho rodina a zvířata opouštějí archu (někdy spojováno s duhou smlouvy)
71B3421|zvířata opouštějí archu ~ příběh o Noemovi
71B343|Noemova oběť; obětována jsou různá zvířata, případně beránek, holubice a beran (často v kombinaci s duhou smlouvy)
71B3431|Bůh Noemovi žehná a dává mu svá přikázání
71B34311|Boží smlouva s Noemem: už nikdy nebude potopa; na znamení této smlouvy dává Bůh na oblohu duhu
71B344|zbytky archy ~ příběh Noeho
