0|Abstract, Non-representational Art
11F432|Marie sedí na zemi, dítě na klíně nebo na kolenou (dítě nalevo od Marie)
11F4321|Marie sedí na zemi, dítě stojí nebo si stoupá na Mariin klín nebo na její koleno (dítě po Mariině levici)
11F4322|Marie sedí na zemi, dítě sedí Marii na klíně nebo na kolenou (dítě vlevo od Marie)
11F4323|Marie sedí na zemi, dítě leží Marii na klíně nebo na kolenou (dítě vlevo od Marie)
11F4324|Maria sedí na zemi, dítě klečí Marii na klíně nebo na jejím klíně (dítě vlevo od Marie)
11F44|Madona: Marie (stojící) s volně stojícím (nebo o ni opřeným) dítětem Kristem
11F441|Marie (stojící) s dítětem před sebou (volně stojící nebo opřená o sebe)
11F4411|Marie (stojící) s dítětem před sebou (volně stojící nebo o ni opřená); stojící dítě
11F4412|Marie (stojící) s dítětem před sebou (volně stojící nebo opřená o sebe); sedící dítě
11F4413|Marie (stojící) s dítětem před sebou (volně stojící); ležící dítě
11F4414|Marie (stojící) s dítětem před sebou (volně stojící nebo opřená o ni); klečící dítě
11F442|Marie (stojící) s dítětem vedle sebe (volně stojící nebo opřená o ni)
11F4421|Marie (stojící) s dítětem vedle sebe (volně stojící nebo o ni opřená); stojící dítě
11F4422|Marie (stojící) s dítětem vedle sebe (volně stojící nebo opřená o ni); sedící dítě
11F4423|Marie (stojící) s dítětem vedle sebe (volně stojící); ležící dítě
11F4424|Marie (stojící) s dítětem vedle sebe (volně stojící nebo opřená o ni); klečící dítě
11F45|Klečící Marie (na zemi), před ní dítě Kristus
11F451|Klečící Marie (na zemi), před ní stojící dítě Kristus
11F452|Klečící Marie (na zemi), před ní sedí dítě - Kristus
11F453|Klečící Marie (na zemi), před ní ležící dítě - Kristus
11F454|Klečící Marie (na zemi), před ní klečící dítě Kristus
11F46|Dítě Kristus sedící na Mariině rameni
11F461|Stojící Marie, na jejím rameni sedí dítě - Kristus
11F462|Marie sedí na trůně, na rameni má dítě - Krista
11F463|Marie sedí na zemi, na rameni má dítě Krista
11F464|Klečící Marie, na jejím rameni sedí dítě Kristus
11F5|Madona (tj. Maria s dítětem) ve vzduchu nebo na oblacích
11F6|Madona (tj. Marie s dítětem) v doprovodu nebo obklopená dalšími osobami
11F61|Madona v doprovodu světce (světců)
11F611|'Sacra Conversazione'
11F612|'Ueber dich freut sich'
11F62|konkrétní typy Madonny s ostatními
11F621|'Regina Coeli', 'Regina Angelorum', 'Maestà' ~ Madonna
11F6211|"Regina Coeli", "Regina Angelorum", "Maestà", Jan Křtitel přítomen
11F622|'Virgo inter Virgines'
11F623|Růžencová Madona
11F624|Mother of Mercy, 'Mater Misericordiae', 'Schutzmantelmadonna', 'Schutzmantelmaria'
11F63|Madona (nebo Marie bez dítěte Krista) jako patronka nebo ochránkyně, např. bratrstva nebo laického řádu
11F7|specific aspects ~ Madonna-representations (N.B. secondary notations only)
11F71|specifické aspekty zobrazení Krista-dítěte ~ Madony (Pozn.: pouze sekundární zápis)
11F711|Kristus-dítě dělá mluvící nebo žehnající gesta ~ Madonna-reprezentace
11F712|Kristus-dítě se dívá z obrázku ~ Madonna-reprezentace
11F713|Kristus-dítě hledící na světce(y) nebo dárce(y) ~ Madona-reprezentace
11F714|Christ-child sleeping ~ Madonna-representations
11F715|Dítě s Kristem držící něco v ruce, např. jablko, ptáka, třešně, krucifix, hrozny, papírový větrný mlýn ~ Madona - vyobrazení
11F7151|Kristus-dítě někomu něco předává ~ Madonna-reprezentace
11F7152|Kristus-dítě přijímá, natahuje ruku ~ Madonna-reprezentace
11F716|Christ-child eating ~ Madonna-representations
11F717|Christ-child playing ~ Madonna-representations
11F7171|Kristus-dítě hrající si s anděly ~ Madonna-reprezentace
11F7172|Kristus-dítě hrající si s ovečkou ~ Madonna-reprezentace
11F72|specifické aspekty Krista-dítěte a Marie ~ Madona-reprezentace (Pozn.: pouze sekundární zápis)
11F721|Kristus-dítě se dívá nebo obrací k Marii ~ Madona-prezentace
11F722|Christ-child reaching out towards Mary; showing her something ~ Madonna-representations
11F723|Kristus-dítě zvedá Marii závoj, chytá ji za šaty, pokládá jí ruce na prsa ~ Madona-představení
11F724|Christ-child throwing his arm(s) around her neck ~ Madonna-representations
11F725|Dítě Kristus tváří v tvář s Marií, nebo ji líbá ~ Madonna-reprezentace
11F726|Kojící nebo začínající kojení dítěte Krista, např. Marie odkrývající svůj prs ~ zobrazení Madony
11F7261|'ablactatio'; Christ not drinking, Mary's breast bare ~ Madonna-representations
11F7269|Kristus-dítě odmítá pít z Mariina prsu ~ Madona-představení
11F727|Marie držící kalamář, píšící dítě Kristus ~ Madona-reprezentace
11F728|korunovace dítěte Krista Marií ~ Madona-představení
11F73|specifické aspekty Marie ~ Madona - zobrazení (Pozn.: pouze sekundární zápis)
11F731|Marie drží něco v ruce, např. jablko, hrozen, krucifix, zlatou rybku ~ Madona - vyobrazení
11F732|Marie sedící na schodech nebo schodišti ~ Madonna-reprezentace
11F74|další specifické aspekty Madonniny reprezentace
11F741|Jan Křtitel jako dítě ~ Madona - vyobrazení (Pozn.: pouze sekundární zápis)
11F8|zázraky, zjevení a legendy ~ Marie
11F81|zázračné sochy Marie nebo Madony
11F81(...)|zázračné sochy Panny Marie nebo Madony (s JMÉNEM)
11F82|zjevení Marie
11F83|legendy a zázraky ~ Marie
11F831|legenda o mnichovi Theofilovi, který zaprodal svou duši ďáblu (mariánská legenda)
11F8311|teofilovo pokání
11F832|legenda o židovském chlapci, který byl upálen poté, co vzal hostii; zachránila ho Marie
11F833|Maria zachránila dítě, které bylo zasvěceno ďáblu
11F834|dům Nazaretský, který přišel do Lorety (Mariin zázrak)
11F9|Mary devotion
11F91|nejsvětější srdce Panny Marie
11F92|mariiny relikvie
11FF25|'Mater Dolorosa' - FF - 'Mater Dolorosa', hlava nebo poprsí
11FF251|Plačící Marie - FF - 'Mater Dolorosa', hlava nebo poprsí
11FF252|Marie probodnutá mečem - FF - "Mater Dolorosa", hlava nebo poprsí
11FF253|Maria s nástroji umučení - FF - "Mater Dolorosa", hlava nebo poprsí
11FF412|Stojící Marie (nebo v poloviční délce), dítě na ruce (dítě vlevo od Marie) - FF - dítě vpravo od Marie
11FF4121|Stojící Marie (nebo v poloviční délce), na jejím rameni stojí dítě Kristus (dítě Kristus po Mariině levici) - FF - dítě Kristus po Mariině pravici
11FF4122|Stojící Marie (nebo v poloviční délce), na jejím rameni sedí dítě Kristus (dítě Kristus po Mariině levici) - FF - dítě Kristus po Mariině pravici
11FF41223|'Eleousa', 'Glykophilousa' ~ Madonna - FF - dítě Krista po Mariině pravici
11FF4123|Stojící Marie (nebo v poloviční délce), na jejím rameni leží dítě Kristus (dítě Kristus po Mariině levici) - FF - dítě Kristus po Mariině pravici
11FF41231|'Galaktotrophousa' ~ Madonna - FF - dítě Krista po Mariině pravici
11FF422|Sedící nebo trůnící Marie s dítětem na klíně (dítě vlevo od Marie) - FF - dítě vpravo od Marie
11FF4221|Sedící nebo trůnící Marie, na jejím klíně stojící Dítě Kristus (Dítě Kristus po Mariině levici) - FF - Dítě Kristus po Mariině pravici
11FF4222|Sedící nebo trůnící Marie, na jejímž klíně sedí dítě - Kristus (dítě - Kristus po Mariině levici) - FF - dítě - Kristus po Mariině pravici
11FF4223|Sedící nebo trůnící Marie, na jejímž klíně leží dítě (dítě vlevo od Marie) - FF - dítě vpravo od Marie
11FF432|Marie sedí na zemi, dítě na klíně nebo na kolenou (dítě vlevo od Marie) - FF - dítě vpravo od Marie
11FF4321|Marie sedí na zemi, dítě- Kristus stojí nebo si stoupá na Mariin klín nebo na její koleno (dítě- Kristus po Mariině levici) - FF - dítě- Kristus po Mariině pravici
11FF4322|Marie sedí na zemi, dítě- Kristus sedí na Mariině klíně nebo na jejím klíně (dítě- Kristus po Mariině levici) - FF - dítě- Kristus po Mariině pravici
11FF4323|Marie sedí na zemi, dítě ležící na Mariině klíně nebo na jejím koleni (dítě vlevo od Marie) - FF - dítě vpravo od Marie
11FF4324|Maria sedí na zemi, dítě- Kristus klečí Marii na klíně nebo na jejím klíně (dítě- Kristus po Mariině levici) - FF - dítě- Kristus po Mariině pravici
11FF44|Madona: Marie (stojící) s volně stojícím (nebo o ni opřeným) dítětem Kristem - FF - sedící nebo trůnící Marie
11FF441|Marie (stojící) s dítětem před sebou (volně stojící nebo o ni opřená) - FF - sedící nebo trůnící Marie
11FF4411|Marie (stojící) s dítětem před sebou (volně stojící nebo o ni opřená); stojící dítě - FF - sedící nebo trůnící Marie
11FF4412|Marie (stojící) s dítětem před sebou (volně stojící nebo o ni opřená); sedící dítě - FF - sedící nebo trůnící Marie
11FF4413|Marie (stojící) s dítětem před sebou (volně stojící); ležící dítě - FF - sedící nebo trůnící Marie
11FF4414|Marie (stojící) s dítětem před sebou (volně stojící nebo o ni opřená); klečící dítě - FF - sedící nebo trůnící Marie
11FF442|Marie (stojící) s dítětem vedle sebe (volně stojící nebo o ni opřená) - FF - sedící nebo trůnící Marie
11FF4421|Marie (stojící) s dítětem vedle sebe (volně stojící nebo o ni opřená); stojící dítě - FF - sedící nebo trůnící Marie
11FF4422|Marie (stojící) s dítětem vedle sebe (volně stojící nebo o ni opřená); sedící dítě - FF - sedící nebo trůnící Marie
11FF4423|Marie (stojící) s dítětem vedle sebe (volně stojící); ležící dítě - FF - sedící nebo trůnící Marie
11FF4424|Marie (stojící) s dítětem vedle sebe (volně stojící nebo o ni opřená); klečící dítě - FF - sedící nebo trůnící Marie
11G|angels
11G1|devět andělských sborů, hierarchie andělů
11G11|Seraphim
11G12|Cherubim
11G13|Trůny (držící trůny) ~ hierarchie andělů
11G14|Nadvláda (s žezlem a mečem) ~ hierarchie andělů
11G15|Ctnosti (držící nástroje umučení) ~ hierarchie andělů
11G16|Mocnosti (s plamenným mečem) ~ hierarchie andělů
11G17|Knížata (s mečem, žezlem a křížem) ~ hierarchie andělů
11G18|sedm archandělů
11G181|skupina čtyř archandělů
11G182|skupina tří kanonických archandělů: Michael, Gabriel a Rafael
11G183|archanděl Michael (často v brnění s mečem nebo kopím)
11G1831|psychostáze, archanděl Michael váží duše na vahách (a probodává ďábla)
11G1832|archanděl Michael vede duši do nebe
11G1833|archanděl Michael odmítá duši vstoupit do nebe
11G1834|zjevení archanděla Michaela
11G18341|na hoře Gargano se archanděl Michael zjevuje Garganovi, biskupovi ze Siponte, který vystřelil šíp na býka
11G1835|zázraky archanděla Michaela
11G184|archanděl Gabriel
11G1841|archanděl Gabriel zvěstuje Marii a dítěti Kristovu umučení
11G185|archanděl Rafael
11G186|jiní archandělé než Michael, Gabriel a Rafael
11G186(...)|jiní archandělé než Michael, Gabriel a Rafael (s JMÉNEM)
11G186(URIEL)|další archandělé kromě Michaela, Gabriela a Rafaela: Uriel
11G19|lower angel(s)
11G191|angel(s) represented as child(ren)
11G1911|cherubíni, tj. dětské hlavy s křídly
11G192|anděl(é) zastoupený(í) jako mladistvý(í) nebo dospělý(í)
11G1921|anděl(é) s knihou(y) nebo banderolou
11G1922|anděl(é) s žezlem a/nebo glóbusem
11G1923|anděl(é) s pochodní
11G1924|anděl(é) s kadidelnicí
11G1925|anděl(é) s kalichem
11G1926|anděl(é) s jiným(i) předmětem(y), např. zbraněmi
11G193|female angels
11G194|andělé v jiné než lidské podobě
11G1941|andělé jako paprsky světla
11G1942|andělé jako kolo s křídly
11G2|činnosti andělů (v nebi)
11G21|angels singing, making music
11G22|andělé slavící eucharistii
11G23|andělé korunující a/nebo přinášející palmové ratolesti
11G24|andělé držící oponu
11G25|andělé v adoraci
11G26|andělé na koních
11G3|angels fighting
11G31|archanděl Michael bojuje s drakem (ďáblem, satanem)
11G311|Michael odpočívá vedle dračí mrtvoly
11G32|archanděl Michael (a další andělé) vyhání vzbouřené anděly z nebe
11G321|andělé vyhánějí vzbouřené anděly z nebe (Michael není přítomen)
11G33|pád vzbouřených andělů, kteří se stali ďábly
11G331|pád Satana, pád Lucifera
11G34|angels fighting against other evil powers
11G4|specifické aspekty andělů, např. zasahování do lidských záležitostí
11G41|guardian angel
11G42|andělé zachraňují duši pronásledovanou ďábly
11G43|destroying angel
11G44|angel as patron
11G44(...)|anděl jako patron (se jménem)
11GG19|dolní anděl(é) - GG - dolní anděl(é) bez křídel
11GG191|anděl(é) zobrazený(í) jako dítě(e) - GG - nižší anděl(é) bez křídel
11GG192|anděl(é) zobrazený(í) jako mladík(é) nebo dospělý(í) - GG - nižší anděl(é) bez křídel
11GG1921|anděl (andělé) s knihou (svitkem) nebo banderolou - GG - spodní anděl (andělé) bez křídel
11GG1922|anděl(é) s žezlem a/nebo glóbusem - GG - spodní anděl(é) bez křídel
11GG1923|anděl(é) s pochodní - GG - spodní anděl(é) bez křídel
11GG1924|anděl(é) s kadidelnicí - GG - dolní anděl(é) bez křídel
11GG1925|anděl(é) s kalichem - GG - spodní anděl(é) bez křídel
11GG1926|anděl(é) s jiným(i) předmětem(y), např. zbraněmi - GG - nižší anděl(é) bez křídel
11GG193|andělé ženského pohlaví - GG - nižší anděl(é) bez křídel
11GG194|andělé v jiné než lidské podobě - GG - nižší anděl(é) bez křídel
11GG1941|andělé jako paprsky světla - GG - nižší anděl(é) bez křídel
11H|saints
11H(...)|mužští světci (se jménem)
11H(...)0|mužští světci (se jménem) - mužský světec zastoupený ve skupině
11H(...)1|mužští světci (se jménem) - specifické aspekty ~ mužský světec
11H(...)11|mužští světci (se jménem) - mužský světec jako patron, ochránce, přímluvce
11H(...)119|mužští světci (s JMÉNEM) - mužský světec chránící věřící pláštěm, "Schutzmantel
11H(...)12|mužští světci (se JMÉNEM) - mužský světec píšící, studující, učící, diktující (např. jako doktor církve)
11H(...)13|mužští světci (se jménem) - mužský světec jako zakladatel řádu
11H(...)131|mužští svatí (s JMÉNEM) - mužský svatý ~ potvrzení Řádu, schválení Pravidla(í)
11H(...)2|mužští světci (se jménem) - raný život mužského světce
11H(...)3|mužští světci (se jménem) - osobní oddanost mužského světce
11H(...)31|mužští světci (se jménem) - povolání, obrácení mužského světce
11H(...)32|mužští světci (s JMÉNEM) - křest, svěcení, složení slibu mužského světce
11H(...)33|mužští světci (se jménem) - zřeknutí se světských statků, asketický život mužského světce
11H(...)34|mužští světci (se JMÉNEM) - vize, mystický sňatek mužského světce
11H(...)35|mužští světci (se jménem) - pokušení mužského světce
11H(...)36|mužští světci (se jménem) - pokání mužského světce
11H(...)37|mužští svatí (s JMÉNEM) - mužský svatý meditující, v extázi
11H(...)4|mužští světci (s NAME) - nezázračné činnosti a události ~ mužský světec
11H(...)5|mužští svatí (se jménem) - zázračné činnosti a události ~ mužský svatý
11H(...)59|mužští světci (s NAME) - stigmatizace mužského světce
11H(...)6|mužští světci (se jménem) - mučednictví, utrpení, neštěstí, smrt mužského světce
11H(...)68|mužští světci (se jménem) - smrt, smrtelné lože mužského světce
11H(...)69|mužští světci (se jménem) - špatné zacházení s mrtvolou mužského světce
11H(...)7|mužští světci (se jménem) - apoteóza, sláva, triumf mužského světce
11H(...)8|mužští svatí (s NAME) - posmrtné události ~ mužský svatý
11H(...)81|mužští světci (se jménem) - nález, přeprava relikvií mužského světce
11H(...)82|mužští světci (se JMÉNEM) - zázraky, ke kterým dochází při manipulaci s relikviemi mužského světce
11H(...)83|mužští světci (se jménem) - posmrtné činy, zjevení mužských světců
11H(...)84|mužští světci (se jménem) - blahořečení, kanonizace mužského světce
11H(...)9|mužští světci (se jménem) - portrét mužského světce
11H(ACHATIUS)|mučedník Achatius (Acacius); možné atributy: trnová hlava, kříž, meč
11H(ACHATIUS)0|mučedník bojovník Achatius (Acacius); možné atributy: trnová houba, kříž, meč - mužský světec zobrazený ve skupině
11H(ACHATIUS)1|mučedník bojovník Achatius (Acacius); možné atributy: trnová hlava, kříž, meč - specifické aspekty ~ mužský světec
11H(ACHATIUS)11|mučedník bojovník Achatius (Acacius); možné atributy: trnová hlava, kříž, meč - mužský světec jako patron, ochránce, přímluvce
11H(ACHATIUS)119|mučedník bojovník Achatius (Acacius); možné atributy: trnová hlava, kříž, meč - mužský světec chránící věřící pláštěm, "Schutzmantel"
