4|Society, Civilization, Culture
41D242|party clothes, festive attire
41D2421|masquerade, masked ball
41D2422|dress-up party
41D2423|historical costume
41D24231|kostýmy používané v soutěžích
41D243|professional clothes
41D244|fantasy costume
41D249|oděvy pro sochařské figury
41D25|spodní a noční prádlo
41D251|underclothes
41D2511|spodní prádlo pro celé tělo
41D2511(...)|spodní prádlo pro celé tělo (s NAME)
41D2512|spodní prádlo pro horní část těla
41D2512(...)|spodní prádlo pro horní část těla (s NÁZVEM)
41D2512(CORSET)|spodní oděv pro horní část těla: korzet
41D2513|spodní prádlo pro spodní část těla
41D2513(...)|spodní prádlo pro spodní část těla (s NÁZVEM)
41D2513(BLOOMERS)|spodní oděv pro spodní část těla: halenky
41D2513(CORSET)|spodní oděv pro spodní část těla: korzet
41D252|nightwear
41D252(...)|noční prádlo (s NAME)
41D252(NIGHT-CAP)|nightwear: night-cap
41D252(NIGHT-GOWN)|nightwear: night-gown
41D253|vycpávky a výplně
41D253(...)|vycpávky a výplně (s NAME)
41D26|accessories (~ clothing)
41D26(...)|ostatní oděvní doplňky (s NAME)
41D261|handkerchief
41D262|fan
41D2621|fan language
41D263|walking-stick, staff, cane
41D2631|umbrella
41D2632|parasol, sunshade
41D264|zapínání oděvů
41D2641|pin
41D26411|fibula, safety pin
41D2642|button
41D26421|stud, cuff link
41D2643|háček s očkem; zapínání na patentku
41D2644|buckle
41D26441|zip-fastener
41D2645|braces, suspenders
41D2646|zipper
41D265|ozdobné části oděvů
41D2651|embroidery (ornamentation)
41D26511|gold-thread embroidery
41D26512|výšivky s korálky
41D2652|lace
41D2653|border, ribbon, braid
41D2654|mašle (ozdobná část oděvu)
41D2655|corsage
41D2656|belt, girdle, waistband
41D2657|shoulder-belt, bandoleer
41D266|ornaments, jewels
41D2661|necklace
41D26611|pearl; pearl necklace
41D26612|pendant, trinket, 'breloque'
41D2662|bracelet, wristlet
41D26621|anklet
41D2663|ear-rings
41D2664|ring
41D2665|brooch, agraffe, clasp
41D2666|diadem, tiara
41D2668|jewel-box
41D267|purse, money-bag
41D268|bag
41D268(...)|taška (s NAME)
41D269|černá sametová nebo saténová maska, "loup", "cachenez
41D27|drapery, draped garment, 'Gewandgebung'
41D271|třepetavý přehoz hábitu, "Pneumazipfel
41D28|disguise
41D281|woman dressed as man, travesty
41D282|man dressed as woman, travesty
41D283|mask
41D29|oděni v hadrech
41D3|folk costume, regional costume
41D4|péče o oděvy a jejich praní; domácí šití
41D41|péče o oděvy, např.: kartáčování, tepání, větrání
41D411|hanging clothes
41D4111|oblečení visící na věšáku
41D4112|látky zavěšené na tyči
41D42|laundering
41D421|zavěšení prádla k sušení
41D4211|sundávání prádla
41D4212|rozložení prádla k sušení
41D422|bleaching (laundering)
41D423|mangling
41D424|ironing
41D4241|flat-iron
41D4242|ironing board
41D425|steaming (laundering)
41D426|pressing (laundering)
41D4261|mangle
41D427|příslušenství a nářadí ~ praní prádla, např. kolíček na prádlo, rám na sušení, (prázdná) prádelní šňůra
41D428|budova nebo hospodářská budova, kde se pere prádlo
41D4281|wash house, home laundry, laundry room
41D4282|public wash house
41D43|dyeing (clothes)
41D44|domácí šití; opravy oděvů
41D441|sewing
41D4411|needle ~ sewing
41D4412|sewing box
41D4413|sewing machine
41D442|mending, repairing ~ clothes
41D4421|darning, patching
41D443|(jiné formy) ručních prací, např. háčkování, pletení, vyšívání
41D9|(showing oneself) undressed, quasi-nude
41D91|man (showing himself) undressed, quasi-nude
41D92|woman (showing herself) undressed, quasi-nude
41D921|'décolleté'
41D93|being shown undressed
41D94|tucking up one's clothes
41D99|stydět se (za svou nahotu)
41D991|pokus o zakrytí nahoty
41DD121|model, mannequin - DD - male model
41E|zátiší s různými předměty
41E1|zátiší s příbuznými předměty
41E2|'trompe l'oeil'
42|family, descendance
42A|plození, narození a (rané) mládí
42A1|plození a těhotenství
42A11|conception, impregnation
42A111|birth control, contraception
42A1111|antikoncepční prostředky
42A11111|condom
42A12|pregnant woman
42A121|foetus
42A13|léčba a chování těhotné ženy
42A131|úleva od práce (těhotná žena)
42A132|nevolnost, závratě (těhotné ženy)
42A133|(pregnant woman) taking special food
42A134|těhotná žena se lekne, tzv. mateřský dojem (holandsky "verzien")
42A1341|dítě se stopami mateřského dojmu
42A14|paternity, fatherhood
42A18|fertility
42A19|sterility; barren woman
42A190|'Sterilità' (Ripa)
42A191|touha po dětech
42A192|metody navození početí a proti neplodnosti a sterilitě
42A193|birth control
42A2|confinement, birth
42A21|pokoj pro ležící osoby
42A211|rodící žena (ležící)
42A2111|woman giving birth (squatting)
42A2112|rodící žena (na porodním křesle)
42A2119|obtížný a neobvyklý porod
42A21191|použití kleští (obtížný a neobvyklý porod)
42A21192|Císařský řez (obtížný a neobvyklý porod)
42A21193|premature birth
42A21194|caul birth
42A212|nově narozené dítě
42A2121|zahájení dýchání, první výkřik
42A2122|přestřižení pupeční šňůry
42A2123|placenta
42A213|novorozené dítě ukázané otci
42A214|první péče o novorozence
42A22|návštěva u novopečené matky, návštěva při ulehnutí
42A221|oznámení o narození
42A23|žetony označující dům ženy v dětském lůžku
42A24|midwife, 'accoucheuse'
42A241|obstetrician, 'accoucheur'
42A25|dry-nurse
42A251|nursing-chair (Dutch: 'bakermat')
42A252|dítě v zavinovačce
42A2521|zavinování dítěte
42A26|twins
42A261|Siamese twins
42A27|triplets, quadruplets, quintuplets, etc.
42A27(...)|trojčata, čtyřčata, paterčata atd. (s POČTEM sourozenců)
42A28|předstíraná místa, kde rostou děti
42A281|předstírané nosiče dětí
42A2811|nadpřirozené bytosti jako nositelé dětí
42A2812|muži jako nosiči dětí
42A2813|zvířata jako nosiči dětí
42A29|miscarriage, abortion
42A291|abortionist
42A299|žena rodící zvíře nebo příšeru (legendární)
42A3|matka a dítě nebo malé dítě
42A30|motherhood
42A31|nursing, suckling
42A311|wet-nurse
42A312|dítě kojené zvířetem
42A32|krmení dítěte
42A33|mytí a přebalování dítěte
42A331|ubrousek (~ mytí a přebalování dítěte)
42A34|bathing baby
42A35|dressing baby
42A351|combing baby's hair
42A36|matka si hraje s dítětem (mazlí se s ním, cloumá s ním, houká s ním)
42A361|houpání dítěte
42A362|singing lullabies
42A37|hlídání spícího dítěte
42A4|infant, baby
42A41|dětský nábytek
42A411|cradle, crib
42A412|baby-chair
42A413|play-pen
42A42|baby-carriage, pram, perambulator
42A421|jiné způsoby nošení dětí
42A4211|nošení dítěte na zádech
42A4212|s dítětem na boku, na koni
42A4213|nošení dítěte na hlavě (v kolébce nebo košíku)
42A43|dentition, teething
42A431|první zub
42A432|teething ring
42A44|odstavení dítěte
42A441|comforter (weaning)
42A45|rattle (child's toy)
42A46|péče o děti
42A461|parental care
42A462|baby-sitter
42A5|dítě (doma)
42A50|'Pueritia' (Ripa)
42A51|toddler
42A511|učení se chodit, první krůčky
42A5111|plazení (batole se učí chodit)
42A5112|náčiní pro výuku chůze, motokáry
42A5113|chránič hlavy (~ učení chůze)
42A512|naučit se mluvit
42A52|playing toddler; child amusing itself
42A53|hygienická péče o děti
42A54|bad habits
42A541|nail-biting
42A542|thumb-sucking
42A55|childhood sorrows
42A551|childhood sorrows comforted
42A552|runaway child
42A5521|hledání a nalezení dítěte na útěku
42A553|navrácení dítěte na útěku
42A56|growing up
42A561|měření dítěte
42A562|child shedding its teeth
42A57|tasks performed by children
42A571|child running errands
42A58|shock-headed Peter, 'Struwwelpeter'
42A59|bogey-man, bugaboo
42AA19|sterility; barren woman - AA - sterile man
42AA190|'Sterilità' (Ripa) - AA - sterile man
42AA191|touha po dětech - AA - neplodný muž
42AA192|metody k navození početí a proti neplodnosti a sterilitě - AA - sterilní člověk
42AA213|novorozené dítě ukázáno otci - AA - matce
42AA36|matka si hraje s dítětem (mazlí se s ním, cloumá s ním, houká s ním) - AA - jiná osoba než matka si hraje s dítětem
42AA361|houpání dítěte - AA - jiná osoba než matka si hraje s dítětem
42AA362|zpívání ukolébavek - AA - jiná osoba než matka hrající si s dítětem
42AA46|péče o děti - AA - jinými dětmi
42AA461|parental care - AA - by other children
42AA462|baby-sitter - AA - by other children
42AA5|dítě (doma) - AA - dívka
42AA50|'Pueritia' (Ripa) - AA - girl
42AA51|toddler - AA - girl
42AA511|učíme se chodit, první krůčky - AA - dívka
42AA5111|plazení (batole se učí chodit) - AA - dívka
42AA5112|nářadí pro výuku chůze, motokáry - AA - dívka
42AA5113|ochránce hlavy (~ učí se chodit) - AA - dívka
42AA512|učení se mluvit - AA - dívka
42AA52|playing toddler; child amusing itself - AA - girl
42AA53|hygienická péče o děti - AA - dívka
42AA54|bad habits - AA - girl
42AA541|nail-biting - AA - girl
42AA542|thumb-sucking - AA - girl
42AA55|childhood sorrows - AA - girl
42AA551|childhood sorrows comforted - AA - girl
42AA552|runaway child - AA - girl
42AA5521|hledání a nalezení dítěte na útěku - AA - dívka
42AA553|návrat dítěte na útěku - AA - dívka
42AA56|growing up - AA - girl
42AA561|měření dítěte - AA - dívka
42AA562|child shedding its teeth - AA - girl
42AA57|tasks performed by children - AA - girl
42AA571|child running errands - AA - girl
42AA58|shock-headed Peter, 'Struwwelpeter' - AA - girl
42AA59|bogey-man, bugaboo - AA - girl
42B|rodiče s dětmi
42B1|parental love
42B11|father-love
42B111|otec se synem(y) (otec-láska)
42B112|otec s dcerou(-ami) (otec-láska)
42B113|otec se synem (syny) a dcerou (dcerami) (otcovská láska)
42B12|mother-love
42B121|matka se synem(y) (mateřská láska)
42B122|matka s dcerou(-ami) (mateřská láska)
42B123|matka se synem (syny) a dcerou (dcerami) (mateřská láska)
42B2|absence rodičovské lásky
42B20|'Oblivione d'amore verso i figliuoli' (Ripa)
42B21|zřeknutí se dítěte
42B22|foster-parents
42B221|stepfather
42B222|stepmother
42B29|zabití dítěte (absence rodičovské lásky)
42B3|nalezenec (a adopce)
42B31|opuštění, vystavení dítěte
42B311|dítě odtržené od matky
42B312|"changeling", nahrazení (novorozeného) dítěte jiným dítětem
42B32|nalezení ohroženého dítěte
42B321|adopce (dítěte)
42B3210|'Adottione' (Ripa)
42B322|legitimace (při sňatku se děti berou pod pláštík)
42B33|nalezence nebo adoptovaného dítěte a jeho pěstounů
42B34|nalezenec nebo adoptované dítě, které hledá své rodiče
42B35|uznání (nalezence rodiči)
42B351|identifikační prostředky (nalezence)
42B36|illegitimate child
42B361|šetření otcovství
42B362|unmarried mother
42B4|filial love, 'Pietas filiorum'
42B40|'Pietà de figliuoli verso il padre' (Ripa)
42B41|Pero suckling Cimon ('Caritas romana')
42B42|dcera kojící starou matku (variace na "Caritas romana")
42B43|záchrana rodičů (zejména nošení na zádech)
42B5|absence synovské lásky
42B51|chudí rodiče, bohaté děti (absence synovské lásky)
42B52|příběh o koňské dece (absence synovské lásky)
42B53|střelba na otcovu mrtvolu: dva soupeřící dědicové jsou soudcem donuceni vystřelit šíp na mrtvolu; nepravý dědic neváhá, pravý dědic s vědomím, že bude střílet na svého otce, odmítá
42B54|parricida, zabití rodiče (nebo jiného blízkého příbuzného)
42B541|killing one's father
42B542|killing one's mother
42B6|orphans
42B61|guardian
42B610|'Tutela' (Ripa)
42B7|family life
42B71|rodinný život doma
42B72|rodina na cestách, na dovolené
42B73|rodinný život za jiných okolností než doma nebo na dovolené
42B74|rodinná skupina, zejména rodiče s dětmi
42B74(...)|rodinná skupina, zejména rodiče s dětmi (s ČÍSLEM dětí)
42B741|otec a dítě (děti), muž a dítě (děti) (rodinná skupina)
42B741(...)|otec a dítě (děti), muž a dítě (děti) (rodinná skupina) (s POČTEM dětí)
42B7411|otec a syn(i) (rodinná skupina)
42B7411(...)|otec a syn(i) (rodinná skupina) (s POČTEM synů)
42B7412|otec a dcera(y) (rodinná skupina)
42B7412(...)|otec a dcera(y) (rodinná skupina) (s POČTEM dcer)
42B742|matka a dítě (děti), žena a dítě (děti) (rodinná skupina)
42B742(...)|matka a dítě (děti), žena a dítě (děti) (rodinná skupina) (s POČTEM dětí)
42B7421|matka a syn(i) (rodinná skupina)
42B7421(...)|matka a syn(i) (rodinná skupina) (s POČTEM synů)
42B7422|matka a dcera(y) (rodinná skupina)
42B7422(...)|matka a dcera(y) (rodinná skupina) (s POČTEM dcer)
42B75|dítěte (dětí) s ostatními členy rodiny
42B751|prarodiče s vnoučetem (vnoučaty) (rodinná skupina)
42B76|dítě (děti) s jedním nebo oběma rodiči a jedním nebo více členy předchozí generace (rodinné skupiny)
42B761|three generations (family group)
42B762|four generations (family group)
42B8|náprava zlobivých dětí
42B81|výprask, výprask (zlobivých dětí)
42B82|boxování uší (zlobivých dětí)
42B821|tahání za uši (zlobivých dětí)
42B83|hodné dítě versus zlobivé dítě
42B831|dobré dítě
42B832|zlobivé dítě
42B9|child (young man, young woman) leaving his (her) parents
42C|období dospívání
42C1|iniciační rituály pro mladé muže
42C2|iniciační rituály pro mladé ženy
42C21|'débutante'
42C3|maiden versus married woman
42C4|youth culture
42D|zasnoubení a sňatek
42D1|betrothal
42D11|žádost o ruku, vyznání lásky
42D111|man kneeling before his beloved (proposing)
42D119|zamítnutí, zamítnutí návrhu
42D12|souhlas (s manželstvím)
42D129|zrušení zasnoubení
42D13|žádost o svolení rodičů nevěsty
42D131|vážení zápasu
42D132|marriage broker
42D14|muž představuje svou snoubenku rodičům
42D141|představení nevěsty muži
42D1411|předání portrétu nevěsty muži
42D142|představení ženicha ženě
42D1421|předání portrétu ženicha ženě
42D15|parental agreement ~ marriage
42D16|marriage contract
42D17|wedding-gift
42D171|svatební dar od ženicha nevěstě
42D1711|lovers' casket, 'Minnekästchen'
42D1712|wedding ring
42D172|dowry
42D18|žena darovaná jedním mužem jinému muži, která se vzdává své milované
42D19|bachelor's party
42D2|(civil) marriage ceremonies
42D21|nevěsta a ženich ve svatebních šatech
42D211|ženich (ve svatebních šatech)
42D212|nevěsta (ve svatebních šatech)
42D2121|bridal wreath, bridal chaplet
42D2122|oblékání nevěsty
42D21221|zahalení nevěsty
42D213|setkání ženicha a nevěsty; ženich volá nevěstu
42D214|členové svatebního doprovodu
42D2141|best man
42D2142|bridesmaid
42D2143|bride's pageboy
42D22|rodičovské požehnání a napomenutí
42D221|těžká volba mezi otcovským domovem a budoucností
42D23|odchod z otcovského domova
42D231|man abducting woman
42D2311|wife-capture
42D232|elopement, running away
42D233|výměna nevěst
42D24|civil marriage ceremony
42D241|podpis na matrice ~ manželství
42D242|irregular wedding ceremony (e.g.: Gretna Green)
42D243|wedding reception
42D25|wedding feast, wedding meal
42D251|příchod nevěsty a ženicha na svatební hostinu
42D252|wedding-cake
42D253|tanec na svatební hostině
42D254|wedding anniversary celebration
42D2541|copper anniversary
42D2542|silver anniversary
42D2543|golden anniversary
42D2544|diamond anniversary
42D26|wedding trip, honeymoon
42D261|odjezd (na svatební cestu)
42D2611|házení něčeho po manželském páru, např. bot, rýže, konfet
42D262|"konečně sám
42D27|svatební noc
42D271|odvedení nevěsty do postele
42D2711|očista nevěsty (koupel)
42D2712|deflorace (nevěsty)
42D2713|reluctant bride
42D272|disturbers (~ wedding night)
42D273|probuzení nevěsty
42D274|důkaz panenství
42D279|'jus primae noctis'
42D3|marriage, married couple, 'matrimonium'
42D30|'Castità matrimoniale', 'Fede maritale', 'Matrimonio' (Ripa)
42D31|unequal couple, ill-matched couple
42D311|manželský pár nestejného věku
42D3111|třetí strana (posměšná, nesouhlasná, rušivá atd.) ~ manželský pár nestejného věku
42D312|manželský pár s nerovným majetkem
42D3121|třetí strana (posměšná, nesouhlasná, znepokojující atd.) ~ manželský pár s nerovným majetkem
42D313|manželský pár nestejné velikosti
42D314|manželský pár s nerovným zdravotním stavem
42D32|satira na manželství
42D321|marriage as trap, snare, etc.
42D322|boj o nadvládu v manželství ("kdo nosí kalhoty")
42D323|married life versus unmarried life
42D33|happy marriage
42D330|'Benevolenza et Unione matrimoniale', 'Concordia maritale' (Ripa)
42D331|ideal husband
42D332|ideal wife
42D34|dominantní partner
42D341|dominating husband
42D342|dominating wife
42D3421|hen-pecked husband
42D3422|'Bigorne et Chiceface'
42D35|bad husband
42D351|hádka muže a ženy, "Manželství à la mode
42D352|smíření muže a ženy
42D36|bad wife
42D37|partner deceived
42D371|s nežádoucí třetí stranou
42D38|'ménage à trois'
42D39|adultery
42D390|'Adulterio' (Ripa)
42D391|adulterer
42D392|adultery revenged
42D3921|zkouška nevinnosti (~ cizoložství)
42D4|po smrti jednoho z manželů
42D41|widower
42D42|widow
42D429|vdova z Efezu
