4|Społeczeństwo, Cywilizacja, Kultura
#41CC42|midday meal, lunch - CC - out of doors
#41CC421|high tea - CC - out of doors
#41CC4211|tea-ceremony - CC - out of doors
#41CC422|afternoon tea - CC - out of doors
#41CC43|evening meal, dinner, supper - CC - out of doors
#41CC44|(late) supper - CC - out of doors
#41CC5|celebration meal, feast, banquet - CC - out of doors
#41CC50|'Convito' (Ripa) - CC - out of doors
#41CC51|banquet of elegant company - CC - out of doors
#41CC52|carousal, drinking-bout, orgy - CC - out of doors
#41CC520|'Crapula' (Ripa) - CC - out of doors
41D|moda, ubiór
#41D1|fashion
#41D11|fashion plates
#41D12|fashion show
#41D121|model, mannequin
#41D122|shop-window figures
#41D13|fashion mongering
#41D131|dandy, beau
#41D1310|'Delitioso' (Ripa)
#41D1311|'incroyable' ~ dandy
#41D132|fashionable woman, 'belle'
#41D1321|'merveilleuse'
#41D14|fashion designer
#41D2|clothes, costume
#41D21|clothes covering the entire body
#41D21(...)|clothes covering the entire body (with NAME)
#41D211|dress, gown
#41D211(...)|dress, gown (with NAME)
#41D211(BALL GOWN)|dress, gown: ball gown
#41D211(CHEMISE À LA REINE)|dress, gown: chemise à la Reine
#41D211(COURT GOWN)|dress, gown: court gown or court dress
#41D211(DAY DRESS)|dress, gown: day dress
#41D211(DINNER DRESS)|dress, gown: dinner dress
#41D211(EVENING DRESS)|dress, gown: evening dress
#41D211(MANTEAU)|dress, gown: manteau
#41D211(MORNING DRESS)|dress, gown: morning dress
#41D211(REDINGOTE)|dress, gown: redingote
#41D211(ROBE À L’ANGLAISE)|dress, gown: robe à l'anglaise
#41D211(ROBE VOLANTE)|dress, gown: robe volante
#41D211(ROBE À L'ANGLAISE)|dress, gown: robe à l'anglaise
#41D211(ROBE À LA CIRCASSIENNE)|dress, gown: robe à la circassienne
#41D211(ROBE À LA FRANÇAISE)|dress, gown: robe à la française
#41D211(ROBE À LA LÉVITE)|dress, gown: robe à la lévite
#41D211(ROBE À LA POLONAISE)|dress, gown: robe à la polonaise
#41D211(WALKING DRESS)|dress, gown: walking dress
#41D212|coat, cape
#41D2121|coat
#41D2121(...)|coat (with NAME)
#41D2121(BOLERO)|coat: bolero
#41D2121(CARACO)|coat: caraco
#41D2121(OVERCOAT)|coat: overcoat
#41D21211|housecoat
#41D21211(...)|housecoat (with NAME)
#41D21211(BANYAN)|housecoat: banyan
#41D2122|cape
#41D2122(...)|cape (with NAME)
#41D2122(MANTELET)|cape: mantelet
#41D213|ensemble of pieces of clothing
#41D213(...)|ensembles of pieces of clothing (with NAME)
#41D213(SAILOR SUIT)|ensemble of pieces of clothing: sailor suit
#41D22|head-gear and clothing for the upper part of the body
#41D221|head-gear
#41D221(...)|head-gear (with NAME)
#41D221(BERET)|head-gear: beret
#41D221(BICORNE)|head-gear: bicorne, bicorn
#41D221(BOATER)|head-gear: boater
#41D221(BOWLER)|head-gear: bowler hat
#41D221(CAP)|head-gear: cap
#41D221(CLOCHE HAT)|head-gear: cloche hat
#41D221(FONTANGE)|head-gear: fontange
#41D221(HAT)|head-gear: hat
#41D221(HOOD)|head-gear: hood
#41D221(MORNING CAP)|head-gear: morning cap
#41D221(TOP HAT)|head-gear: top hat
#41D221(TOQUE)|head-gear: toque
#41D221(TRICORNE)|head-gear: tricorn
#41D221(TURBAN)|head-gear: turban
#41D2211|veil
#41D2212|Phrygian bonnet
#41D222|neck-gear ~ clothing
#41D222(...)|neck-gear ~ clothing (with NAME)
#41D222(COLLAR)|neck-gear: collar
#41D222(JABOT)|neck-gear: jabot
#41D223|clothing for the upper part of the body
#41D223(...)|clothing for the upper part of the body (with NAME)
#41D223(BLOUSE)|clothing for the upper part of the body: blouse
#41D2231|piece of clothing covering the breast or décolleté
#41D2231(...)|piece of clothing covering the breast or décolleté (with NAME)
#41D224|sleeves
#41D225|gloves, mittens, etc.
#41D225(...)|gloves, mittens (with NAME)
#41D2251|'manus velatae' (hands covered with a cloth)
#41D2252|muff
#41D23|clothing for the lower part of the body
#41D231|trousers, breeches
#41D231(...)|trousers, breeches, etc. (with NAME)
#41D2311|codpiece (cover for the genitals)
#41D232|skirt
#41D232(...)|skirt (with NAME)
#41D2321|apron
#41D233|gear for legs and feet
#41D2331|stockings, socks
#41D2332|shoes, sandals
#41D23321|boots
#41D23322|slippers
#41D2333|wooden shoes, clogs
#41D2334|the feet shod unequally
#41D23341|shoe and slipper (the feet shod unequally)
#41D23342|one foot shod, the other bare
#41D2335|accessories ~ shoes, e.g. insole, shoehorn, shoe-polish
#41D2339|barefoot
#41D24|clothes for special purposes
#41D241|clothes for official occasions
#41D2411|attributes of dignitary
#41D242|party clothes, festive attire
#41D2421|masquerade, masked ball
#41D2422|dress-up party
#41D2423|historical costume
#41D24231|costumes used in pageants
#41D243|professional clothes
#41D244|fantasy costume
#41D249|clothes for sculptured figures
#41D25|underclothes and nightwear
#41D251|underclothes
#41D2511|underclothes for the whole body
#41D2511(...)|underclothes for the whole body (with NAME)
#41D2512|underclothes for the upper part of the body
#41D2512(...)|underclothes for the upper part of the body (with NAME)
#41D2512(CORSET)|underclothes for the upper part of the body: corset
#41D2513|underclothes for the lower part of the body
#41D2513(...)|underclothes for the lower part of the body (with NAME)
#41D2513(BLOOMERS)|underclothes for the lower part of the body: bloomers
#41D2513(CORSET)|underclothes for the lower part of the body: corset
#41D252|nightwear
#41D252(...)|nightwear (with NAME)
#41D252(NIGHT-CAP)|nightwear: night-cap
#41D252(NIGHT-GOWN)|nightwear: night-gown
#41D253|paddings and fillings
#41D253(...)|paddings and fillings (with NAME)
#41D26|accessories (~ clothing)
#41D26(...)|other clothing accessories (with NAME)
#41D261|handkerchief
#41D262|fan
#41D2621|fan language
#41D263|walking-stick, staff, cane
#41D2631|umbrella
#41D2632|parasol, sunshade
#41D264|fasteners for clothes
#41D2641|pin
#41D26411|fibula, safety pin
#41D2642|button
#41D26421|stud, cuff link
#41D2643|hook-and-eye; press-stud
#41D2644|buckle
#41D26441|zip-fastener
#41D2645|braces, suspenders
#41D2646|zipper
#41D265|ornamental parts of clothing
#41D2651|embroidery (ornamentation)
#41D26511|gold-thread embroidery
#41D26512|embroidery with beads
#41D2652|lace
#41D2653|border, ribbon, braid
#41D2654|bow (ornamental part of clothing)
#41D2655|corsage
#41D2656|belt, girdle, waistband
#41D2657|shoulder-belt, bandoleer
#41D266|ornaments, jewels
#41D2661|necklace
#41D26611|pearl; pearl necklace
#41D26612|pendant, trinket, 'breloque'
#41D2662|bracelet, wristlet
#41D26621|anklet
#41D2663|ear-rings
#41D2664|ring
#41D2665|brooch, agraffe, clasp
#41D2666|diadem, tiara
#41D2668|jewel-box
#41D267|purse, money-bag
#41D268|bag
#41D268(...)|bag (with NAME)
#41D269|black velvet or satin mask, 'loup', 'cachenez'
#41D27|drapery, draped garment, 'Gewandgebung'
#41D271|fluttering lappet of vestment, 'Pneumazipfel'
#41D28|disguise
#41D281|woman dressed as man, travesty
#41D282|man dressed as woman, travesty
#41D283|mask
#41D29|clothed in rags
#41D3|folk costume, regional costume
#41D4|care and laundering of clothes; home sewing
#41D41|care of clothes, e.g.: brushing, beating, airing
#41D411|hanging clothes
#41D4111|clothes hanging on clothes hanger
#41D4112|cloth(e)s hung over a pole
#41D42|laundering
#41D421|hanging the wash to dry
#41D4211|taking down the wash
#41D4212|laying the wash out to dry
#41D422|bleaching (laundering)
#41D423|mangling
#41D424|ironing
#41D4241|flat-iron
#41D4242|ironing board
#41D425|steaming (laundering)
#41D426|pressing (laundering)
#41D4261|mangle
#41D427|accessories and implements ~ laundering, e.g. clothes-peg, drying frame, (empty) washing line
#41D428|building or outbuilding where laundry is done
#41D4281|wash house, home laundry, laundry room
#41D4282|public wash house
#41D43|dyeing (clothes)
#41D44|home sewing; repair of clothes
#41D441|sewing
#41D4411|needle ~ sewing
#41D4412|sewing box
#41D4413|sewing machine
#41D442|mending, repairing ~ clothes
#41D4421|darning, patching
#41D443|(other forms of) needlework, e.g.: crocheting, knitting, embroidering
#41D9|(showing oneself) undressed, quasi-nude
#41D91|man (showing himself) undressed, quasi-nude
#41D92|woman (showing herself) undressed, quasi-nude
#41D921|'décolleté'
#41D93|being shown undressed
#41D94|tucking up one's clothes
#41D99|being ashamed (of one's nakedness)
#41D991|attempt to cover one's nakedness
#41DD121|model, mannequin - DD - male model
41E|martwa natura złożona z różnorodnych przedmiotów
41E1|martwa natura złożona z przedmiotów pokrewnych
41E2|'trompe l'oeil'-iluzja, złudzenie optyczne
42|rodzina, potomstwo
42A|prokreacja, narodziny i (wczesna) młodość
#42A1|procreation and pregnancy
#42A11|conception, impregnation
#42A12|pregnant woman
#42A121|foetus
#42A13|treatment and behaviour of the pregnant woman
#42A131|relief from work (pregnant woman)
#42A132|nausea, giddiness (of pregnant woman)
#42A133|(pregnant woman) taking special food
#42A134|pregnant woman taking a fright, so-called maternal impression (Dutch: 'verzien')
#42A1341|child with the marks of maternal impression
#42A14|paternity, fatherhood
#42A18|fertility
#42A19|sterility; barren woman
#42A190|'Sterilità' (Ripa)
#42A191|desire for children
#42A192|methods of inducing conception and of counteracting barrenness and sterility
#42A193|birth control
#42A2|confinement, birth
#42A21|lying-in room
#42A211|woman giving birth (lying-in)
#42A2111|woman giving birth (squatting)
#42A2112|woman giving birth (in accouchement chair)
#42A2119|difficult and unusual birth
#42A21191|use of forceps (difficult and unusual birth)
#42A21192|Caesarian section (difficult and unusual birth)
#42A21193|premature birth
#42A21194|caul birth
#42A212|the new-born child
#42A2121|initiation of respiration, the first cry
#42A2122|cutting the umbilical cord
#42A2123|placenta
#42A213|the new-born child shown to the father
#42A214|first care of new-born baby
#42A22|visiting the new mother, lying-in visit
#42A221|announcement of birth
#42A23|tokens to denote the house of a woman in child-bed
#42A24|midwife, 'accoucheuse'
#42A241|obstetrician, 'accoucheur'
#42A25|dry-nurse
#42A251|nursing-chair (Dutch: 'bakermat')
#42A252|baby in swaddling clothes
#42A2521|swaddling the baby
#42A26|twins
#42A261|Siamese twins
#42A27|triplets, quadruplets, quintuplets, etc.
#42A27(...)|triplets, quadruplets, quintuplets, etc. (with NUMBER of siblings)
#42A28|pretended places where the babies grow
#42A281|pretended bringers of babies
#42A2811|supernatural beings as bringers of babies
#42A2812|men as bringers of babies
#42A2813|animals as bringers of babies
#42A29|miscarriage, abortion
#42A291|abortionist
#42A299|woman giving birth to animal or monster (legendary)
#42A3|mother and baby or young child
#42A30|motherhood
#42A31|nursing, suckling
#42A311|wet-nurse
#42A312|child suckled by an animal
#42A32|feeding a baby
#42A33|washing and changing baby
#42A331|napkin (~ washing and changing baby)
#42A34|bathing baby
#42A35|dressing baby
#42A351|combing baby's hair
#42A36|mother playing with baby (fondling, dandling, crooning)
#42A361|rocking the baby
#42A362|singing lullabies
#42A37|watching a sleeping child
#42A4|infant, baby
#42A41|furniture for babies
#42A411|cradle, crib
#42A412|baby-chair
#42A413|play-pen
#42A42|baby-carriage, pram, perambulator
#42A421|other methods of carrying children
#42A4211|carrying a child on the back
#42A4212|carrying a child on the hip, astride
#42A4213|carrying a child on the head (in a cradle or basket)
#42A43|dentition, teething
#42A431|the first tooth
#42A432|teething ring
#42A44|weaning a child
#42A441|comforter (weaning)
#42A45|rattle (child's toy)
#42A46|taking care of children
#42A461|parental care
#42A462|baby-sitter
#42A5|child (at home)
#42A50|'Pueritia' (Ripa)
#42A51|toddler
#42A511|learning to walk, the first steps
#42A5111|crawling (toddler learning to walk)
#42A5112|implements for learning to walk, go-cart
#42A5113|head-protector (~ learning to walk)
#42A512|learning to talk
#42A52|playing toddler; child amusing itself
#42A53|hygienic care of children
#42A54|bad habits
#42A541|nail-biting
#42A542|thumb-sucking
#42A55|childhood sorrows
#42A551|childhood sorrows comforted
#42A552|runaway child
#42A5521|searching and finding of runaway child
#42A553|return of runaway child
#42A56|growing up
#42A561|measuring the child
#42A562|child shedding its teeth
#42A57|tasks performed by children
#42A571|child running errands
#42A58|shock-headed Peter, 'Struwwelpeter'
#42A59|bogey-man, bugaboo
#42AA19|sterility; barren woman - AA - sterile man
#42AA190|'Sterilità' (Ripa) - AA - sterile man
#42AA191|desire for children - AA - sterile man
#42AA192|methods of inducing conception and of counteracting barrenness and sterility - AA - sterile man
#42AA213|the new-born child shown to the father - AA - to the mother
#42AA36|mother playing with baby (fondling, dandling, crooning) - AA - other person than mother playing with baby
#42AA361|rocking the baby - AA - other person than mother playing with baby
#42AA362|singing lullabies - AA - other person than mother playing with baby
#42AA46|taking care of children - AA - by other children
#42AA461|parental care - AA - by other children
#42AA462|baby-sitter - AA - by other children
#42AA5|child (at home) - AA - girl
#42AA50|'Pueritia' (Ripa) - AA - girl
#42AA51|toddler - AA - girl
#42AA511|learning to walk, the first steps - AA - girl
#42AA5111|crawling (toddler learning to walk) - AA - girl
#42AA5112|implements for learning to walk, go-cart - AA - girl
#42AA5113|head-protector (~ learning to walk) - AA - girl
#42AA512|learning to talk - AA - girl
#42AA52|playing toddler; child amusing itself - AA - girl
#42AA53|hygienic care of children - AA - girl
#42AA54|bad habits - AA - girl
#42AA541|nail-biting - AA - girl
#42AA542|thumb-sucking - AA - girl
#42AA55|childhood sorrows - AA - girl
#42AA551|childhood sorrows comforted - AA - girl
#42AA552|runaway child - AA - girl
#42AA5521|searching and finding of runaway child - AA - girl
#42AA553|return of runaway child - AA - girl
#42AA56|growing up - AA - girl
#42AA561|measuring the child - AA - girl
#42AA562|child shedding its teeth - AA - girl
#42AA57|tasks performed by children - AA - girl
#42AA571|child running errands - AA - girl
#42AA58|shock-headed Peter, 'Struwwelpeter' - AA - girl
#42AA59|bogey-man, bugaboo - AA - girl
42B|rodzice z dziećmi
#42B1|parental love
#42B11|father-love
#42B111|father with son(s) (father-love)
#42B112|father with daughter(s) (father-love)
#42B113|father with son(s) and daughter(s) (father-love)
#42B12|mother-love
#42B121|mother with son(s) (mother-love)
#42B122|mother with daughter(s) (mother-love)
#42B123|mother with son(s) and daughter(s) (mother-love)
#42B2|absence of parental love
#42B20|'Oblivione d'amore verso i figliuoli' (Ripa)
#42B21|disowning a child
#42B22|foster-parents
#42B221|stepfather
#42B222|stepmother
#42B29|killing a child (absence of parental love)
#42B3|foundling (and adoption)
#42B31|abandoning, exposing a child
#42B311|child torn away from its mother
#42B312|changeling, substituting a (new-born) child for another child
#42B32|finding an exposed child
#42B321|adoption (of a child)
#42B3210|'Adottione' (Ripa)
#42B322|legitimation (at marriage children are taken under the cloak)
#42B33|the foundling or the adopted child and its foster-parents
#42B34|the foundling or the adopted child searching for its parents
#42B35|the recognition (of foundling by the parents)
#42B351|means of identification (of foundling)
#42B36|illegitimate child, bastard
#42B361|inquiry into the paternity
#42B362|unmarried mother
#42B4|filial love, 'Pietas filiorum'
#42B40|'Pietà de figliuoli verso il padre' (Ripa)
#42B41|Pero suckling Cimon ('Caritas romana')
#42B42|daughter suckling old mother (variation of 'Caritas romana')
#42B43|rescuing parents (in particular carrying on the back)
#42B5|absence of filial love
#42B51|poor parents, rich children (absence of filial love)
#42B52|story of the horse-blanket (absence of filial love)
#42B53|shooting at father's corpse: two rival heirs are forced by a judge to shoot an arrow at a corpse; the false heir does not hesitate to do so, the true one, knowing that he will be shooting at his father, refuses
#42B54|parricide, killing a parent (or another close relative)
#42B541|killing one's father
#42B542|killing one's mother
#42B6|orphans
#42B61|guardian
#42B610|'Tutela' (Ripa)
#42B7|family life
#42B71|family life at home
#42B72|the family travelling, on holiday
#42B73|family life in other circumstances than at home or on holiday
#42B74|family group, especially parents with their child(ren)
#42B74(...)|family group, especially parents with their child(ren) (with NUMBER of children)
#42B741|father and child(ren), man and child(ren) (family group)
#42B741(...)|father and child(ren), man and child(ren) (family group) (with NUMBER of children)
#42B7411|father and son(s) (family group)
#42B7411(...)|father and son(s) (family group) (with NUMBER of sons)
#42B7412|father and daughter(s) (family group)
#42B7412(...)|father and daughter(s) (family group) (with NUMBER of daughters)
#42B742|mother and child(ren), woman and child(ren) (family group)
#42B742(...)|mother and child(ren), woman and child(ren) (family group) (with NUMBER of children)
#42B7421|mother and son(s) (family group)
#42B7421(...)|mother and son(s) (family group) (with NUMBER of sons)
#42B7422|mother and daughter(s) (family group)
#42B7422(...)|mother and daughter(s) (family group) (with NUMBER of daughters)
#42B75|child(ren) with other members of the family
#42B751|grandparent(s) with grandchild(ren) (family group)
#42B76|child(ren) with one or both parents and one or more members of the preceding generation (family group)
#42B761|three generations (family group)
#42B762|four generations (family group)
#42B8|correction of naughty children
#42B81|spanking, drubbing (of naughty children)
#42B82|boxing the ears (of naughty children)
#42B821|pulling the ears (of naughty children)
#42B83|the good child versus the naughty child
#42B831|the good child
#42B832|the naughty child
#42B9|child (young man, young woman) leaving his (her) parents
42C|okres dojrzewania
#42C1|initiation usages for young men
#42C2|initiation usages for young women
#42C21|'débutante'
#42C3|maiden versus married woman
42D|zaręczyny i małżeństwo
#42D1|betrothal
#42D11|proposal, declaration of love
#42D111|man kneeling before his beloved (proposing)
#42D119|being refused, the proposal rejected
#42D12|the consent (of marriage)
#42D129|breaking off the engagement
#42D13|requesting the bride's parents' permission
#42D131|weighing the match
#42D132|marriage broker
#42D14|man presenting his fiancée to his parents
#42D141|presenting the bride to the man
#42D1411|presenting a portrait of the bride to the man
#42D142|presenting the bridegroom to the woman
#42D1421|presenting a portrait of the bridegroom to the woman
#42D15|parental agreement ~ marriage
