4|Maatschappij, Beschaving, Cultuur
41D221(CLOCHE HAT)|hoofddeksel: cloche hoed
41D221(FONTANGE)|hoofddeksel: fontange
41D221(HAT)|hoofddeksel: hoed
41D221(HOOD)|hoofddeksel: capuchon
41D221(MORNING CAP)|hoofddeksel: ochtendmuts
41D221(TOP HAT)|hoofddeksel: hoge hoed
41D221(TOQUE)|hoofddeksel: toque
41D221(TRICORNE)|hoofddeksel: tricorne
41D221(TURBAN)|hoofddeksel: tulband
41D2211|sluier
41D2212|Phrygian muts
41D222|nek-accessoire ~ kleding
41D222(...)|nek-accessoire ~ kleding (met NAAM)
41D222(COLLAR)|nekbescherming: kraag
41D222(JABOT)|nekversiering: jabot
41D223|kleding voor het bovenste deel van het lichaam
41D223(...)|kleding voor het bovenlichaam (met NAAM)
41D223(BLOUSE)|kleding voor het bovenlichaam: blouse
41D2231|kledingstuk dat de borst of décolleté bedekt
41D2231(...)|kledingstuk dat de borst of het decolleté bedekt (met NAAM)
41D224|mouwen
41D225|handschoenen, wanten, enz.
41D225(...)|handschoenen, wanten (met NAAM)
41D2251|'handen bedekt met een doek'
41D2252|muff
41D23|kleding voor het onderste deel van het lichaam
41D231|broek, broekrok
41D231(...)|broeken, broekrokken, enz. (met NAAM)
41D2311|kruisbeschermer (bedekking voor de geslachtsdelen)
41D232|rok
41D232(...)|rok (met NAAM)
41D2321|schort
41D233|uitrusting voor benen en voeten
41D2331|kousen, sokken
41D2332|schoenen, sandalen
41D23321|laarzen
41D23322|slippers
41D2333|houten schoenen, klompen
41D2334|de voeten ongelijk beschoeid
41D23341|schoen en pantoffel (de voeten ongelijk geschoeid)
41D23342|Een voet geschoeid, de andere bloot
41D2335|accessoires ~ schoenen, bijv. inlegzool, schoenlepel, schoenpoets
41D2339|blootsvoets
41D24|kleding voor speciale doeleinden
41D241|kleding voor officiële gelegenheden
41D2411|kenmerken van hoogwaardigheidsbekleder
41D242|feestkleding, feestelijke kledij
41D2421|gemaskerd bal, gemaskerd bal
41D2422|verkleedfeest
41D2423|historische kostuum
41D24231|kostuums gebruikt in schoonheidswedstrijden
41D243|professionele kleding
41D244|fantasie kostuum
41D249|kleding voor gebeeldhouwde figuren
41D25|ondergoed en nachtkleding
41D251|ondergoed
41D2511|ondergoed voor het hele lichaam
41D2511(...)|onderkleding voor het hele lichaam (met NAAM)
41D2512|ondergoed voor het bovenlichaam
41D2512(...)|onderkleding voor het bovenlichaam (met NAAM)
41D2512(CORSET)|onderkleding voor het bovenlichaam: corset
41D2513|ondergoed voor het onderste deel van het lichaam
41D2513(...)|onderkleding voor het onderste deel van het lichaam (met NAAM)
41D2513(BLOOMERS)|ondergoed voor het onderste deel van het lichaam: bloomers
41D2513(CORSET)|ondergoed voor het onderste deel van het lichaam: corset
41D252|nachtkleding
41D252(...)|nachtkleding (met NAAM)
41D252(NIGHT-CAP)|nachtkleding: nachtmuts
41D252(NIGHT-GOWN)|nachtkleding: nachtjapon
41D253|vullingen en vullingen
41D253(...)|Vullingen en vullingen (met NAAM)
41D26|accessoires (~ kleding)
41D26(...)|andere kledingaccessoires (met NAAM)
41D261|zakdoek
41D262|fan
41D2621|fan taal
41D263|wandelstok, staf, stok
41D2631|paraplu
41D2632|parasol, zonnescherm
41D264|bevestigingsmiddelen voor kleding
41D2641|pin
41D26411|fibula, veiligheidsspeld
41D2642|knop
41D26421|manchetknoop
41D2643|haak-en-oog; drukknoop
41D2644|gesp
41D26441|ritssluiting
41D2645|beugels, bretels
41D2646|rits
41D265|sierlijke delen van kleding
41D2651|borduurwerk (versiering)
41D26511|goudkleurig borduurwerk
41D26512|borduren met kralen
41D2652|kant
41D2653|rand, lint, vlecht
41D2654|strik
41D2655|corsage
41D2656|riem, gordel, tailleband
41D2657|schouderriem, bandelier
41D266|versieringen, juwelen
41D2661|ketting
41D26611|parel; parelketting
41D26612|hanger, prullaria, 'breloque'
41D2662|armband, polsbandje
41D26621|enkelbandje
41D2663|oorbellen
41D2664|ring
41D2665|broche, agrafe, sluiting
41D2666|diadeem, tiara
41D2668|sieradendoos
41D267|portemonnee, geldzak
41D268|tas
41D268(...)|tas (met NAAM)
41D269|zwart fluwelen of satijnen masker, 'loup', 'cachenez'
41D27|gordijn, gedrapeerd kledingstuk, 'Gewandgebung'
41D271|fladderende lap van gewaad, 'Pneumazipfel'
41D28|vermomming
41D281|vrouw verkleed als man, travestie
41D282|man verkleed als vrouw, travestie
41D283|masker
41D29|gekleed in lompen
41D3|folk kostuum, regionaal kostuum
41D4|Verzorging en wassen van kleding; thuis naaien
41D41|zorg voor kleding, bijv.: borstelen, slaan, luchten
41D411|kleren ophangen
41D4111|kleding hangend aan kledinghanger
41D4112|kledingstukken gehangen over een paal
41D42|witwassen
41D421|de was ophangen om te drogen
41D4211|de was ophangen
41D4212|de was te drogen leggen
41D422|bleken (wassen)
41D423|verminking
41D424|strijken
41D4241|strijkijzer
41D4242|strijkplank
41D425|stomen (wassen)
41D426|drukken (wassen)
41D4261|verminken
41D427|accessoires en gereedschappen ~ wassen, bijv. wasknijper, droogrek, (lege) waslijn
41D428|gebouw of bijgebouw waar de was wordt gedaan
41D4281|wasruimte, thuiswas, wasruimte
41D4282|openbare wasplaats
41D43|verven (kleding)
41D44|thuis naaien; reparatie van kleding
41D441|naaien
41D4411|naald ~ naaien
41D4412|naaidoos
41D4413|naaimachine
41D442|herstellen, repareren ~ kleding
41D4421|stoppen, repareren
41D443|(andere vormen van) handwerk, bijv.: haken, breien, borduren
41D9|(zichzelf tonen) naakt, quasi-naakt
41D91|Man (zichzelf tonend) ontkleed, quasi-naakt
41D92|vrouw (die zichzelf toont) ontkleed, quasi-naakt
41D921|'décolleté'
41D93|wordt naakt getoond
41D94|kleding optrekken
41D99|zich schamen (voor zijn naaktheid)
41D991|poging om de naaktheid te bedekken
41DD121|model, mannequin - DD - mannelijk model
41E|stilleven van diverse objecten
41E1|stilleven van gerelateerde objecten
41E2|'trompe l'oeil'
42|familie, afstamming
42A|Voortplanting, geboorte en (vroege) jeugd
42A1|Voortplanting en zwangerschap
42A11|conceptie, bevruchting
42A111|anticonceptie, anticonceptiemiddelen
42A1111|anticonceptiemiddelen
42A11111|condoom
42A12|zwangere vrouw
42A121|foetus
42A13|Behandeling en gedrag van de zwangere vrouw
42A131|verlichting van werk (zwangere vrouw)
42A132|misselijkheid, duizeligheid (van zwangere vrouw)
42A133|(zwangere vrouw) neemt speciale voeding
42A134|Zwangere vrouw die schrikt, zogenaamde moederlijke indruk (Nederlands: 'verzien')
42A1341|kind met de tekens van maternale impressie
42A14|vaderschap, vaderschap
42A18|vruchtbaarheid
42A19|onvruchtbaarheid; onvruchtbare vrouw
42A190|'Sterilità' (Ripa)
42A191|kinderwens
42A192|methoden om conceptie op te wekken en onvruchtbaarheid en steriliteit tegen te gaan
42A193|anticonceptie
42A2|isolatie, geboorte
42A21|kraamkamer
42A211|vrouw die bevalt (kraambed)
42A2111|vrouw die bevalt (gezeten)
42A2112|vrouw die bevalt (in bevallingsstoel)
42A2119|moeilijke en ongebruikelijke geboorte
42A21191|gebruik van tangen (moeilijke en ongebruikelijke bevalling)
42A21192|Keizersnede (moeilijke en ongebruikelijke bevalling)
42A21193|vroeggeboorte
42A21194|vliesgeboorte
42A212|het pasgeboren kind
42A2121|start van ademhaling, de eerste huil
42A2122|het doorknippen van de navelstreng
42A2123|placenta
42A213|het pasgeboren kind getoond aan de vader
42A214|Eerste zorg voor pasgeboren baby
42A22|bezoek aan de nieuwe moeder, kraambezoek
42A221|aankondiging van geboorte
42A23|tokens om het huis van een vrouw in kraambed aan te duiden
42A24|vroedvrouw, 'accoucheuse'
42A241|verloskundige, 'accoucheur'
42A25|kraamverzorgster
42A251|verpleegstoel (Nederlands: 'bakermat')
42A252|baby in doeken gewikkeld
42A2521|de baby inbakeren
42A26|tweelingen
42A261|Siamese tweeling
42A27|drielingen, vierling, vijfling, enz.
42A27(...)|drielingen, vierlingen, vijflingen, enz. (met AANTAL broers/zussen)
42A28|Gedroomde plaatsen waar de baby's groeien
42A281|nep brengers van baby's
42A2811|bovennatuurlijke wezens als brengers van baby's
42A2812|Mannen als brengers van baby's
42A2813|Dieren als brengers van baby's
42A29|miskraam, abortus
42A291|abortusarts
42A299|vrouw die geboorte geeft aan dier of monster (legendarisch)
42A3|moeder en baby of jong kind
42A30|moederschap
42A31|verpleging, zogen
42A311|zoogster
42A312|kind gezoogd door een dier
42A32|een baby voeden
42A33|baby wassen en verschonen
42A331|servet (~ wassen en verschonen van baby)
42A34|baby wassen
42A35|baby aankleden
42A351|de haren van de baby kammen
42A36|Moeder speelt met baby (aaien, wiegen, neuriën)
42A361|de baby in slaap wiegen
42A362|zingen van slaapliedjes
42A37|het kijken naar een slapend kind
42A4|zuigeling, baby
42A41|meubels voor baby's
42A411|wieg, ledikant
42A412|baby-stoel
42A413|speelbox
42A42|kinderwagen, wandelwagen, kinderwagen
42A421|andere methoden om kinderen te dragen
42A4211|een kind op de rug dragen
42A4212|het dragen van een kind op de heup, te paard
42A4213|het dragen van een kind op het hoofd (in een wieg of mand)
42A43|tandheelkunde, tandjes krijgen
42A431|de eerste tand
42A432|bijtring
42A44|het spenen van een kind
42A441|dekbed (ontwenning)
42A45|ratel (speelgoed voor kinderen)
42A46|zorgen voor kinderen
42A461|ouderlijke zorg
42A462|oppas
42A5|kind (thuis)
42A50|'Pueritia' (Ripa)
42A51|peuter
42A511|leren lopen, de eerste stappen
42A5111|kruipen (peuter leert lopen)
42A5112|implementeert voor het leren lopen, loopkar
42A5113|hoofdbeschermer (~ leren lopen)
42A512|leren praten
42A52|spelend peuter; kind vermaakt zichzelf
42A53|hygiënische zorg voor kinderen
42A54|slechte gewoonten
42A541|nagelbijten
42A542|duimzuigen
42A55|kinderjaren verdriet
42A551|kinderjaren verdriet getroost
42A552|weggelopen kind
42A5521|zoeken en vinden van een weggelopen kind
42A553|terugkeer van weggelopen kind
42A56|opgroeien
42A561|het meten van het kind
42A562|kind dat zijn tanden verliest
42A57|taken uitgevoerd door kinderen
42A571|kind dat boodschappen doet
42A58|schrikhoofdige Peter, 'Struwwelpeter'
42A59|bogey-man, bugaboo
42AA19|Onvruchtbaarheid; onvruchtbare vrouw - AA - steriele man
42AA190|'Sterilità' (Ripa) - AA - onvruchtbare man
42AA191|kinderwens - AA - onvruchtbare man
42AA192|Methoden om conceptie op te wekken en onvruchtbaarheid en steriliteit tegen te gaan - AA - steriele man
42AA213|het pasgeboren kind getoond aan de vader - AA - aan de moeder
42AA36|moeder speelt met baby (knuffelen, wiegen, neuriën) - AA - andere persoon dan moeder speelt met baby
42AA361|wiegt de baby - AA - andere persoon dan moeder die met de baby speelt
42AA362|zingen van slaapliedjes - AA - andere persoon dan moeder die met baby speelt
42AA46|het verzorgen van kinderen - AA - door andere kinderen
42AA461|ouderlijke zorg - AA - door andere kinderen
42AA462|oppas - AA - door andere kinderen
42AA5|kind (thuis) - AA - meisje
42AA50|'Pueritia' (Ripa) - AA - meisje
42AA51|peuter - AA - meisje
42AA511|leren lopen, de eerste stappen - AA - meisje
42AA5111|kruipen (peuter leert lopen) - AA - meisje
42AA5112|Implementeert voor het leren lopen, loopkar - AA - meisje
42AA5113|hoofdbeschermer (~ leren lopen) - AA - meisje
42AA512|leren praten - AA - meisje
42AA52|spelend peuter; kind vermaakt zichzelf - AA - meisje
42AA53|hygiënische zorg voor kinderen - AA - meisje
42AA54|slechte gewoontes - AA - meisje
42AA541|nagelbijten - AA - meisje
42AA542|duimzuigen - AA - meisje
42AA55|kinderjaren verdriet - AA - meisje
42AA551|kinderjaren verdriet getroost - AA - meisje
42AA552|weggelopen kind - AA - meisje
42AA5521|zoeken en vinden van weggelopen kind - AA - meisje
42AA553|terugkeer van weggelopen kind - AA - meisje
42AA56|opgroeien - AA - meisje
42AA561|Het meten van het kind - AA - meisje
42AA562|kind dat zijn tanden verliest - AA - meisje
42AA57|taken uitgevoerd door kinderen - AA - meisje
42AA571|kind dat boodschappen doet - AA - meisje
42AA58|schrikhoofdige Peter, 'Struwwelpeter' - AA - meisje
42AA59|bogey-man, bugaboo - AA - meisje
42B|ouders met hun kinderen
42B1|ouderlijke liefde
42B11|vaderliefde
42B111|vader met zoon(s) (vaderliefde)
42B112|vader met dochter(s) (vaderliefde)
42B113|vader met zoon(s) en dochter(s) (vaderliefde)
42B12|moederliefde
42B121|Moeder met zoon(s) (moederliefde)
42B122|moeder met dochter(s) (moederliefde)
42B123|Moeder met zoon(s) en dochter(s) (moederliefde)
42B2|afwezigheid van ouderlijke liefde
42B20|'Oblivione d'amore towards children' (Ripa)
42B21|een kind verstoten
42B22|pleegouders
42B221|stiefvader
42B222|stiefmoeder
42B29|het doden van een kind (gebrek aan ouderlijke liefde)
42B3|vondeling (en adoptie)
42B31|verlaten, een kind blootstellen
42B311|kind weggerukt van zijn moeder
42B312|wisselkind, het vervangen van een (pasgeboren) kind voor een ander kind
42B32|het vinden van een blootgesteld kind
42B321|adoptie (van een kind)
42B3210|'Adottione' (Ripa)
42B322|Legitimatie (bij huwelijk worden kinderen onder de mantel genomen)
42B33|De vondeling of het geadopteerde kind en zijn pleegouders
42B34|de vondeling of het geadopteerde kind dat op zoek is naar zijn ouders
42B35|de erkenning (van vondeling door de ouders)
42B351|middelen van identificatie (van vondeling)
42B36|onwettig kind
42B361|onderzoek naar het vaderschap
42B362|ongehuwde moeder
42B4|familiale liefde, 'Pietas filiorum'
42B40|'Pietà de figliuoli verso il padre' (Ripa)
42B41|Maar zuigende Cimon ('Caritas romana')
42B42|Dochter zoogt oude moeder (variant van 'Caritas romana')
42B43|ouders redden (in het bijzonder op de rug dragen)
42B5|afwezigheid van ouderlijke liefde
42B51|Arme ouders, rijke kinderen (gebrek aan ouderlijke liefde)
42B52|Verhaal van de paardendeken (afwezigheid van ouderlijke liefde)
42B53|Schieten op het lijk van vader: twee rivaliserende erfgenamen worden door een rechter gedwongen om een pijl op een lijk te schieten; de valse erfgenaam aarzelt niet om dit te doen, de ware, wetende dat hij op zijn vader zal schieten, weigert.
42B54|Parricide, het doden van een ouder (of een andere naaste verwant)
42B541|het doden van zijn vader
42B542|het doden van zijn moeder
42B6|wezen
42B61|beschermer
42B610|'Tutela' (Ripa)
42B7|gezinsleven
42B71|Gezinsleven thuis
42B72|de familie reist, op vakantie
42B73|gezinsleven in andere omstandigheden dan thuis of op vakantie
42B74|gezinsgroep, vooral ouders met hun kind(eren)
42B74(...)|gezinsgroep, vooral ouders met hun kind(eren) (met AANTAL kinderen)
42B741|vader en kind(eren), man en kind(eren) (gezinsgroep)
42B741(...)|vader en kind(eren), man en kind(eren) (gezinsgroep) (met AANTAL kinderen)
42B7411|vader en zoon(s) (gezinsgroep)
42B7411(...)|Vader en zoon(s) (gezinsgroep) (met AANTAL zonen)
42B7412|vader en dochter(s) (gezinsgroep)
42B7412(...)|vader en dochter(s) (gezinsgroep) (met AANTAL dochters)
42B742|Moeder en kind(eren), vrouw en kind(eren) (gezinsgroep)
42B742(...)|Moeder en kind(eren), vrouw en kind(eren) (gezinsgroep) (met AANTAL kinderen)
42B7421|moeder en zoon(s) (gezinsgroep)
42B7421(...)|Moeder en zoon(s) (gezinsgroep) (met AANTAL zonen)
42B7422|moeder en dochter(s) (gezinsgroep)
42B7422(...)|Moeder en dochter(s) (gezinsgroep) (met AANTAL dochters)
42B75|kind(eren) met andere leden van de familie
42B751|Grootouder(s) met kleinkind(eren) (familiegroep)
42B76|kind(eren) met één of beide ouders en één of meer leden van de voorgaande generatie (familiegroep)
42B761|drie generaties (familiegroep)
42B762|vier generaties (familiegroep)
42B8|correctie van ondeugende kinderen
42B81|straf, afranseling (van ondeugende kinderen)
42B82|oren van stoute kinderen boksen
42B821|het trekken aan de oren (van ondeugende kinderen)
42B83|het goede kind versus het stoute kind
42B831|het goede kind
42B832|het ondeugende kind
42B9|kind (jonge man, jonge vrouw) die zijn (haar) ouders verlaat
42C|periode van adolescentie
42C1|initiatierituelen voor jonge mannen
42C2|initiatierituelen voor jonge vrouwen
42C21|'débutante'
42C3|ongetrouwde vrouw versus getrouwde vrouw
42C4|jeugdcultuur
42D|verloving en huwelijk
42D1|verloving
42D11|voorstel, liefdesverklaring
42D111|man knielend voor zijn geliefde (een aanzoek doen)
42D119|wordt geweigerd, het voorstel afgewezen
42D12|de toestemming (van het huwelijk)
42D129|het verbreken van de verloving
42D13|verzoek om toestemming van de ouders van de bruid
42D131|het wegen van de wedstrijd
42D132|huwelijksmakelaar
42D14|man die zijn verloofde aan zijn ouders voorstelt
42D141|het presenteren van de bruid aan de man
42D1411|het tonen van een portret van de bruid aan de man
42D142|het voorstellen van de bruidegom aan de vrouw
42D1421|het tonen van een portret van de bruidegom aan de vrouw
42D15|ouderlijke overeenkomst ~ huwelijk
42D16|huwelijkscontract
42D17|huwelijkscadeau
42D171|huwelijkscadeau van bruidegom aan bruid
42D1711|geliefdenkist, 'Minnekästchen'
42D1712|trouwring
42D172|bruidsschat
42D18|vrouw gegeven door één man aan een andere man, waarbij men zijn geliefde opgeeft
42D19|vrijgezellenfeest
42D2|(civiele) huwelijksceremonies
42D21|bruid en bruidegom in trouwjurk
42D211|bruid (in trouwjurk)
42D212|bruid (in trouwjurk)
42D2121|bruidssluier, bruidskrans
42D2122|de bruid aankleden
42D21221|veiling van de bruid
42D213|ontmoeting van bruid en bruidegom; bruidegom roept bruid
42D214|leden van het bruidsgezelschap
42D2141|getuige van de bruidegom
42D2142|bruidsmeisje
42D2143|bruidsjonker
42D22|ouderlijke zegeningen en vermaningen
42D221|moeilijke keuze tussen het ouderlijk huis en de toekomst
42D23|Vertrek uit het ouderlijk huis
42D231|man ontvoert vrouw
42D2311|vrouwenroof
42D232|weglopen, wegrennen
42D233|uitwisseling van bruiden
42D24|burgerlijke huwelijksceremonie
42D241|ondertekenen van het register ~ huwelijk
42D242|ongebruikelijke trouwceremonie (bijv.: Gretna Green)
42D243|bruiloftsreceptie
42D25|bruiloftsfeest, bruiloftsmaal
42D251|Aankomst van bruid en bruidegom bij het bruiloftsfeest
42D252|bruidstaart
42D253|dansen op bruiloftsfeest
42D254|huwelijksverjaardag viering
42D2541|koperen jubileum
42D2542|zilveren jubileum
42D2543|gouden jubileum
42D2544|diamanten jubileum
42D26|huwelijksreis, huwelijksreis
42D261|vertrek (voor huwelijksreis)
42D2611|iets gooien naar het getrouwde stel, bijvoorbeeld schoenen, rijst, confetti
42D262|'alleen eindelijk'
42D27|de huwelijksnacht
42D271|de bruid naar bed leiden
42D2711|reiniging van de bruid (bad)
42D2712|ontmaagding (van de bruid)
42D2713|aarzelende bruid
42D272|verstoorders (~ huwelijksnacht)
42D273|ontwaken van de bruid
42D274|bewijs van maagdelijkheid
42D279|'jus primae noctis'
42D3|huwelijk, getrouwd stel, 'matrimonium'
42D30|'Kuisheid in het huwelijk', 'Echtelijke trouw', 'Huwelijk' (Ripa)
42D31|ongelijk paar, slecht passend paar
42D311|getrouwd stel van ongelijke leeftijd
42D3111|derde partij (bespotten, afkeuren, verstoren, enz.) ~ getrouwd stel van ongelijke leeftijd
42D312|getrouwd stel met ongelijke rijkdom
42D3121|derde partij (bespotten, afkeuren, verstoren, enz.) ~ getrouwd stel van ongelijke rijkdom
42D313|getrouwd stel van ongelijke grootte
42D314|getrouwd stel met ongelijke gezondheid
42D32|Satire op het huwelijk
42D321|Huwelijk als val, strik, enz.
42D322|strijd om dominantie in het huwelijk ('wie draagt de broek')
42D323|getrouwd leven versus ongetrouwd leven
42D33|gelukkig huwelijk
42D330|'Benevolenza et Unione matrimoniale', 'Concordia maritale' (Ripa)
42D331|ideale echtgenoot
42D332|ideale vrouw
42D34|de dominante partner
42D341|dominante echtgenoot
