5|Abstracte Ideeën en Concepten
56F22|Wederzijdse Liefde
56F23|Vriendschap; 'Amicitia' (Ripa)
56F231|Getrouwheid in vriendschap; 'Confermatione dell'Amicitia', 'Fede nell'Amicitia' (Ripa)
56F232|Ontrouw in vriendschap; 'Amicitia senza giovamento' (Ripa)
56F24|zelfliefde; 'Amor di se stesso' (Ripa)
56F241|narcisme
56F25|(personificaties en symbolische representaties van) Kwaliteiten van Liefde
56F251|Kwaliteiten van Liefde: eerste serie
56F2511|'Riconciliatione d'amore' (Ripa)
56F2512|'Giuditio overo inditio d'amore' (Ripa)
56F2513|'Fermezza d'amore' (Ripa)
56F2514|'Instabiliteit of wispelturigheid in de liefde' (Ripa)
56F2515|'Forza d'amore, Forza d'amore si nell'acqua come in terra' (Ripa)
56F2516|'Tentatione d'amore' (Ripa)
56F2517|'Fortuna giovevole ad amore' (Ripa)
56F2518|'Passione d'amore' (Ripa)
56F2519|'Allegrezza d'amore' (Ripa)
56F252|Eigenschappen van Liefde (personificaties): tweede reeks
56F2521|'Contento amoroso' (Ripa)
56F2522|'Tormento d'amore' (Ripa)
56F2523|'Falsita d'amore overo inganno' (Ripa)
56FF|Verlangen en Aversie (tegenovergestelde concepten)
56FF1|Aversie
56FF13|Afstoting
56FF2|haat; 'Odio capitale' (Ripa)
56FF21|Onverschilligheid tegenover liefde; 'Oblivione d'amore' (Ripa)
56FF22|Onbeantwoorde liefde
56FF23|Vijandschap; 'Inimicitia', 'Inimicitia mortale' (Ripa)
57|Moraliteit
57A|Goed en Slecht Gedrag, Morele Eigenschappen
57A1|Goed Gedrag
57A2|Plichtsbesef, Toewijding aan Plicht
57A21|Plicht
57A22|Verplichting; 'Obligo' (Ripa)
57A23|Roeping, Missie
57A24|Taak
57A25|Verantwoordelijkheid, Aansprakelijkheid
57A3|Geweten; 'Coscienza' (Ripa)
57A4|schaamte
57A41|Spijt
57A42|Berouw, Spijt; 'Compuntione' (Ripa)
57A43|schuldgevoel
57A5|Fatsoen, Verlegenheid, Schuchterheid
57A6|Deugdzaamheid; 'Amor di Virtù', 'Attione virtuosa', 'Guida sicura de' veri honori', 'Virtù', 'Virtù insuperabile' (Ripa)
57A61|eerlijkheid; 'Honestà' (Ripa)
57A611|Openheid, loyaliteit; 'Lealtà', 'Realtà' (Ripa)
57A612|Eerlijkheid; 'Purità et Sincerità d'animo', 'Sincerità' (Ripa)
57A613|Integriteit
57A6131|Onschuld, Eenvoud, Openheid, Argeloosheid
57A614|Trouw, 'Bona Fide'
57A6141|Betrouwbaarheid
57A6142|Eed
57A62|Fidelity; 'Fedeltà' (Ripa)
57A63|Onvervalstheid, Zuiverheid; Purità (Ripa)
57A631|Onschuld; 'Innocenza', 'Innocenza o purità' (Ripa)
57A632|Ten onrechte beschuldigde Onschuld
57A64|nederigheid; 'Humiltà' (Ripa)
57A641|discretie, bescheidenheid; 'Discretione', 'Modestia' (Ripa)
57A642|eenvoud; 'Simplicità' (Ripa)
57A643|verlegenheid, terughoudendheid
57A644|onderdanigheid; 'Ossequio' (Ripa)
57A65|Onzelfzuchtigheid
57A66|Seriousheid
57A661|Spiritualisatie
57A67|Redelijkheid
57A68|Adel; 'Nobiltà' (Ripa)
57A681|Statigheid; 'Gravità', 'Gravità nell'huomo' (Ripa)
57A682|pracht; 'Magnificenza' (Ripa)
57A69|Heiligheid; 'Santità' (Ripa)
57A7|Goedheid, Weldadigheid; 'Beneficio', 'Benevolenza o Affettione' (Ripa)
57A71|Grootmoedigheid; 'Grandezza e robustezza d'animo', 'Magnanimità' (Ripa)
57A72|Tolerantie, Geduld; 'Longanimità', 'Toleranza' (Ripa)
57A73|Indulgentie, Genade; 'Clemenza', 'Clemenza & Moderatione', 'Indulgenza' (Ripa)
57A74|Vergevingsgezindheid
57A741|Excuses; 'Perdono' (Ripa)
57A75|Genade, Mededogen; 'Compassione', 'Misericordia' (Ripa)
57A76|Gunstigheid
57A77|vriendelijkheid, zachtheid, vriendelijkheid; 'Affabilità, piacevolezza, amabilità', 'Animo piacevole, trattabile & amorevole', 'Benignità' (Ripa)
57A8|Dankbaarheid; 'Gratitudine', 'Dankbare herinnering aan ontvangen weldaden' (Ripa)
57A9|Menselijkheid, Beleefdheid; 'Cortesia', 'Humanità' (Ripa)
57AA|Goed en Slecht Gedrag, Morele Kwaliteiten (tegenovergestelde concepten)
57AA1|Slecht Gedrag
57AA2|Ontduiking van plicht, Verwaarlozing van plicht
57AA21|Onverantwoordelijkheid
57AA3|onbetrouwbaarheid
57AA4|Schaamteloosheid
57AA41|Hardnekkigheid
57AA5|onfatsoenlijkheid, brutaliteit; 'Sfacciatigine' (Ripa)
57AA51|Losbandigheid, Wellustigheid; 'Lascivia', 'Licenza' (Ripa)
57AA52|perversie
57AA53|schandaligheid, schandaal; 'Scandolo' (Ripa)
57AA6|Wreedheid, Ondeugendheid
57AA61|oneerlijkheid, valsheid
57AA611|Verhulling, Hypocrisie; 'Hippocresia', 'Simulatione' (Ripa)
57AA612|oneerlijkheid
57AA6121|Vleierij; 'Adulatione' (Ripa)
57AA6122|Sponzen, Parasiteren
57AA613|sluwheid, listigheid; 'Astutia ingannevole' (Ripa)
57AA6131|List, Listigheid, Sluwheid, Bedrieglijkheid
57AA614|Ontrouw, 'Mala fide'
57AA6141|Onbetrouwbaarheid
57AA6142|Verraad
57AA62|Ontrouw, Verraad; 'Perfidia' (Ripa)
57AA621|Vals spelen, Bedrog; 'Fraude', 'Inganno' (Ripa)
57AA622|Leugenachtigheid
57AA6221|Lie; 'Bugia' (Ripa)
57AA6222|Nepnieuws, Valse Nieuws, Canard
57AA6223|Overval, Valstrik; 'Insidia' (Ripa)
57AA6224|Intrige
57AA6225|Vervalsing
57AA63|Onzuiverheid
57AA64|Trots, Hoogmoed; 'Alterezza in persona nata povera civile' (Ripa)
57AA641|Onbescheidenheid
57AA642|Verfijning
57AA643|flirten
57AA644|Arrogantie; 'Arroganza' (Ripa)
57AA645|Pronkstuk; 'Iattanza' (Ripa)
57AA646|zelfgenoegzaamheid, zelfingenomenheid
57AA647|hybris
57AA65|Egoïsme; 'Interesse', 'Interesse proprio' (Ripa)
57AA66|Lichtzinnigheid
57AA661|Werelds; 'Appetito' (Ripa)
57AA67|Onredelijkheid
57AA68|Onwaardigheid
57AA69|Duivelsheid
57AA7|Kwaadaardigheid, Boosaardigheid; 'Malevolenza', 'Malignità', 'Malvagità' (Ripa)
57AA71|Illiberality
57AA72|Onverdraagzaamheid
57AA73|Onstuimigheid
57AA74|wraakzucht
57AA741|Wraak, Vergelding; 'Vendetta' (Ripa)
57AA75|Genadeloosheid
57AA76|Jaloezie; 'Gelosia', 'Rammarico del ben'altrui' (Ripa)
57AA77|Onvriendelijkheid
57AA8|Ondankbaarheid; 'Ingratitudine' (Ripa)
57AA9|wreedheid
57AA91|wreedheid, woestheid; 'Crudeltà', 'Ferocità' (Ripa)
57AA92|Beruchtheid; 'Sciagurataggine' (Ripa)
57B|Beoordeling van Gedrag
57B1|Lof, Goedkeuring, Approbatie; 'Lode' (Ripa)
57B11|Belonen van Goedheid
57B2|respect, eerbied, achting
57B21|'Pietas'; 'Pietà' (Ripa)
57B3|rechtvaardiging, verdediging
57B31|verzachting, verontschuldiging
57BB|Beoordeling van Gedrag (tegenovergestelde concepten)
57BB1|Afkeuring, Berisping
57BB11|Waarschuwing, Berisping; 'Riprensione', 'Riprensione giovevole' (Ripa)
57BB12|Correctie; 'Correttione' (Ripa)
57BB13|Straf; 'Castigo', 'Pena', 'Punitione' (Ripa)
57BB131|Bestraffing van Slechtheid
57BB14|Veroordeling
57BB2|spot, bespotting, oneerbiedigheid; 'Derisione', 'Dispreggio della Virtù' (Ripa)
57BB21|minachting
57BB211|Minachting van de wereld; 'Dispregio del mondo', 'Disprezzo et Distruttione de i piaceri & cattivi affetti' (Ripa)
57BB22|Belediging; 'Ingiuria', 'Offesa' (Ripa)
57BB23|schande
57BB24|vernederendheid
57BB241|ironie
57BB242|Sarcasme
57BB25|Laster, Kwaadsprekerij; 'Biasimo vitioso', 'Calunnia', 'Detrattione', 'Maledicenza' (Ripa)
57BB251|Laster van Apelles: slechte rechter met ezelsoren op troon, met Bedrog, Afgunst, Onwetendheid, Argwaan en Verraad, geconfronteerd met onschuldige beschuldigde; Spijt en Waarheid aanwezig
57BB3|Beschuldiging
58|Creatie
58A|Creatie en Vernietiging
58A1|Oorsprong
58A2|Voortplanting
58A3|Vruchtbaarheid, Productiviteit, Vruchtbaarheid; 'Fecondità' (Ripa)
58AA|Creatie en Vernietiging (tegenovergestelde concepten)
58AA1|Vernietiging
58AA11|Uitroeiing
58AA12|Zelfvernietiging
58AA2|Geen voortplanting
58AA3|Onproductiviteit, Vruchteloosheid, Verloren Arbeid, Verspilde Arbeid
58B|Vitaliteit en Sterfelijkheid
58B1|Levenskracht, Levensvatbaarheid, Vitale Kracht
58B11|kieming
58B2|leven
58B21|Menselijk leven; 'Vita humana', 'Vita inquieta', 'Vita e l'animo' (Ripa)
58B211|'Tabula Cebetis'
58B212|fontein van het leven (niet-christelijk)
58B213|Menselijk leven vertegenwoordigd door een schip
58B22|Strijd voor het Leven
58B3|onsterfelijkheid, Onvergankelijkheid; 'Immortalità' (Ripa)
58B4|Wedergeboorte, Renaissance, Regeneratie
58B5|Erfelijkheid
58B6|instinct, natuurlijke dispositie; 'Instinto naturale' (Ripa)
58BB|Vitaliteit en Sterfelijkheid (tegenovergestelde concepten)
58BB1|Sterfte, Uitsterven van Leven
59|Aspecten van Sociaal Gedrag
59A|Man ~ Gemeenschap
59A1|Sociaalheid
59A2|Verfijning, Smaak
59A3|Geschiktheid, Fatsoen; 'Decoro' (Ripa)
59A4|elegantie
59A5|Hospitality; 'Hospitalità' (Ripa)
59AA|Man ~ Gemeenschap (tegenovergestelde concepten)
59AA1|Eenzaamheid; 'Solitudine' (Ripa)
59AA2|Slechte manieren, Slechte Smaak
59AA3|Onbeleefdheid
59AA4|Affectatie, Maniërisme
59AA5|Onvriendelijkheid
59B|Sociale Positie
59B1|Elke mens, 'Elckerlyc'
59B2|Vooruitgang, Promotie
59B3|Reputatie, Bekendheid; 'Splendore del nome' (Ripa)
59B31|Eer, Glorie; 'Ampiezza della Gloria', 'Gloria', 'Gloria de prencipi', 'Gloria & Honore', 'Honore', 'Sublimatà della Gloria' (Ripa)
59B32|Beroemdheid; 'Fama', 'Fama buona', 'Fama chiara' (Ripa)
59B33|Respectabiliteit; 'Precedenza et Preminenza de titoli' (Ripa)
59B34|Illustriousness; 'Chiarezza' (Ripa)
59B4|waardigheid; 'Dignità' (Ripa)
59B41|Koninklijkheid, Majesteit; 'Maestà regia', 'Regalità' (Ripa)
59B5|Verdienste; 'Merito' (Ripa)
59BB|Sociale Positie (tegenovergestelde concepten)
59BB1|Niemand, 'Nemo'
59BB2|Achteruitgang
59BB3|schaamte, reputatieschade
59BB31|Schaamte; 'Infamia', 'Scorno' (Ripa)
59BB32|Slechte reputatie; 'Fama cattiva' (Ripa)
59BB33|onwaardigheid, 'Vulgus'; 'Vulgo overo ignobilità' (Ripa)
59BB34|oneerbaarheid
59BB4|afschuwelijkheid
59BB5|Demerit
59C|Rechtvaardigheid en Onrechtvaardigheid
59C1|Onderhoud van de Wet
59C2|Rechtvaardigheid; 'Forza alla giustitia sottoposta', 'Giustitia', 'Giustitia retta', 'Giustitia rigorosa', 'Impietà e violenza soggetta alla giustitia' (Ripa)
59C21|Gelijkheid, Rechtvaardigheid, Eerlijkheid, Rechtvaardigheid; 'Equalità', 'Equità', 'Giuditio giusto', 'Ordine dritto e giusto', 'Ugualità' (Ripa)
59C22|Onpartijdigheid
59C221|onveranderlijkheid
59C3|Wettigheid
59CC|Rechtvaardigheid en Onrechtvaardigheid (tegenovergestelde concepten)
59CC1|Schending van de wet
59CC2|Onrechtvaardigheid; 'Ingiustitia' (Ripa)
59CC21|Ongelijkheid, Onrechtvaardigheid, Onrecht; 'Iniquità' (Ripa)
59CC211|Willekeurigheid
59CC22|Gedeeltelijkheid; 'Partialità' (Ripa)
59CC221|Corruptie, Omkoopbaarheid, Corruptie
59CC3|Onwettigheid
6|Geschiedenis
61|historische gebeurtenissen en situaties; historische personen
61A|historische gebeurtenissen en situaties
61A(...)|historische gebeurtenissen en situaties (met DATUM)
61B|historische personen (portretten en scènes uit het leven)
61B1|historische personen die niet bekend zijn bij naam
61B11|anoniem historisch persoon afgebeeld
61B111|anoniem historisch persoon afgebeeld alleen
61B112|Anonieme historische personen afgebeeld in een dubbelportret
61B113|anonieme historische personen afgebeeld in een groep, in een groepsportret
61B12|scènes ~ anonieme historische persoon(en)
61B121|scène direct gerelateerd aan het leven of levensverhaal van een anoniem persoon
61B122|fictieve scène ~ anonieme historische persoon(en)
61B2|historische personen
61B2(...)|historisch persoon (met NAAM)
61B2(...)1|historische persoon (met NAAM) - historische persoon(s) afgebeeld
61B2(...)11|historisch persoon (met NAAM) - historisch persoon (met NAAM) afgebeeld alleen
61B2(...)12|historisch persoon (met NAAM) - historisch persoon (met NAAM) in een dubbelportret
61B2(...)13|historisch persoon (met NAAM) - historisch persoon (met NAAM) afgebeeld in een groep, in een groepsportret
61B2(...)2|historisch persoon (met NAAM) - scène ~ historische persoon/personen (met NAAM van persoon)
61B2(...)21|historisch persoon (met NAAM) - scène direct gerelateerd aan leven of levensverhaal (met NAAM van persoon)
61B2(...)22|Historisch persoon (met NAAM) - fictieve scène ~ historisch persoon (met NAAM van persoon)
61B2(...)3|historisch persoon (met NAAM) - andere representaties waaraan de NAAM van een historisch persoon kan worden gekoppeld (met NAAM van persoon)
61BB|historische personen (portretten en scènes uit het leven) - BB - vrouw
61BB1|historische personen die niet bekend zijn bij naam - BB - vrouw
61BB11|Anoniem historisch persoon afgebeeld - BB - vrouw
61BB111|anoniem historisch persoon afgebeeld alleen - BB - vrouw
61BB112|Anonieme historische personen afgebeeld in een dubbelportret - BB - vrouw
61BB113|anonieme historische personen afgebeeld in een groep, in een groepsportret - BB - vrouw
61BB12|scènes ~ anonieme historische persoon/personen - BB - vrouw
61BB121|Scène direct gerelateerd aan het leven of levensverhaal van een anoniem persoon - BB - vrouw
61BB122|fictieve scène ~ anoniem historisch persoon(s) - BB - vrouw
61BB2|historische personen - BB - vrouw
61BB2(...)|historisch persoon (met NAAM) - BB - vrouw
61BB2(...)1|historische persoon (met NAAM) - BB - vrouw - historische persoon(s) afgebeeld
61BB2(...)11|historisch persoon (met NAAM) - BB - vrouw - historisch persoon (met NAAM) afgebeeld alleen
61BB2(...)12|historisch persoon (met NAAM) - BB - vrouw - historisch persoon (met NAAM) in een dubbelportret
61BB2(...)13|historisch persoon (met NAAM) - BB - vrouw - historisch persoon (met NAAM) afgebeeld in een groep, in een groepsportret
61BB2(...)2|historisch persoon (met NAAM) - BB - vrouw - scène ~ historisch persoon (met NAAM van persoon)
61BB2(...)21|historisch persoon (met NAAM) - BB - vrouw - scène direct gerelateerd aan het leven of levensverhaal (met NAAM van persoon)
61BB2(...)22|historisch persoon (met NAAM) - BB - vrouw - fictieve scène ~ historisch persoon (met NAAM van persoon)
61BB2(...)3|historisch persoon (met NAAM) - BB - vrouw - andere representaties waaraan de NAAM van een historisch persoon kan worden gekoppeld (met NAAM van persoon)
61C|Namen van planten en dieren
61C1|Namen van planten
61C1(...)|Namen van planten (met NAAM)
61C2|juiste namen van dieren
61C2(...)|Namen van dieren (met NAAM)
61D|geografische namen van landen, regio's, bergen, rivieren, enz.
61D(...)|geografische namen van landen, regio's, bergen, rivieren, enz. (namen van steden en dorpen uitgezonderd) (met NAAM)
61E|namen van steden en dorpen
61E(...)|namen van steden en dorpen (met NAAM)
61F|namen van historische gebouwen, locaties, straten, enz.
61F(...)|namen van historische gebouwen, sites, straten, enz. (met NAAM)
61G|namen van artefacten en door mensen gemaakte objecten
61G(...)|namen van artefacten en door mensen gemaakte objecten (gebouwen uitgesloten) (met NAAM)
61H|namen van organisaties, bedrijven, vakbonden, enz.
61H(...)|namen van organisaties, bedrijven, vakbonden, enz. (met NAAM)
61I|namen van historische gebeurtenissen en situaties
61I(...)|namen van historische gebeurtenissen en situaties (met NAAM)
61K|(ander) historische namen
61K(...)|(andere) historische namen (met NAAM)
62|visies op de toekomst
7|Bijbel
71|Oude Testament
71A|Genesis van de schepping tot de verdrijving uit het paradijs, en latere jaren van Adam en Eva
71A1|'In het begin ...' de ordening van chaos (Genesis 1:1-2)
71A11|de aarde vormloos en verlaten
71A12|De geest van God beweegt over het water.
71A2|de zes dagen van de schepping (Genesis 1:3-25)
71A21|Verdeling van licht en duisternis
71A22|creatie van het uitspansel en verdeling van het water daarboven en daaronder
71A23|Samenkomst van het water onder het uitspansel; droog land verschijnt en produceert allerlei planten
71A231|creatie van vegetatie (alleen)
71A24|creatie van zon, maan en sterren
71A25|creatie van de dieren ~ Genesis
71A251|Creatie van vogels en vissen
71A252|creatie van landdieren
71A3|Schepping van de mens; de Hof van Eden (Genesis 1:26 - 2)
71A31|God vormt de mens uit klei
71A311|de man (Adam) komt tot leven: meestal reikt God zijn hand uit of blaast leven in zijn neusgaten
71A32|God plant de Tuin van Eden
71A321|tuin van eden, paradijs
71A3211|de vier rivieren van het paradijs (ontspringend uit een fontein)
71A32111|Pison (rivier van het Paradijs)
71A32112|Gihon (rivier van het Paradijs)
71A32113|Tigris (Hiddekel) (rivier van het Paradijs)
71A32114|Eufraat (rivier van het Paradijs)
71A3212|de boom des levens en de boom van kennis van goed en kwaad
71A32121|de boom des levens in de Tuin van Eden
71A32122|de boom van kennis van goed en kwaad (wiens vrucht, meestal appels of vijgen, de dood brengt); de boom kan bewaakt worden door de slang
71A33|Adam in de tuin van Eden
71A331|God brengt Adam naar het paradijs.
71A332|God spreekt tot Adam
71A333|Adam die de dieren namen geeft
71A34|creatie van Eva
71A341|God verwijdert een rib van de zijde van de slapende Adam.
71A342|Eva is gevormd uit de rib van Adam
71A3421|Eva komt tevoorschijn uit het lichaam van Adam
71A35|Adam en Eva in het paradijs (voor de zondeval)
71A351|God brengt Eva naar Adam
71A352|God zegent Adam en Eva; instelling van het huwelijk
71A353|Adam krijgt heerschappij over alle geschapen dingen
71A354|De opdracht tot het testgebod: God waarschuwt Adam en Eva om niet te eten van de boom van kennis van goed en kwaad
71A36|God rust op de zevende dag
71A4|Verleiding en Val (Genesis 3:1-7)
71A41|Verleiding en Val (scènes met Eva alleen)
71A411|De slang probeert Eva ervan te overtuigen om wat van de vrucht (meestal een appel) te nemen
71A412|Eve neemt het fruit.
71A42|Verleiding en Val (scènes met zowel Adam als Eva)
71A421|Eve neemt het fruit van de slang (of de boom) in het bijzijn van Adam (die haar misschien probeert tegen te houden)
71A422|Eve biedt het fruit aan Adam aan
71A4221|Eva biedt tegelijkertijd wat van het fruit aan Adam aan en neemt wat meer van de slang (of de boom)
71A4222|Adam zelf neemt het fruit van de boom.
71A423|Adam en Eva die het fruit vasthouden (en mogelijk eten)
71A4231|Adam (alleen) die het fruit vasthoudt
71A4232|Eva (alleen) die het fruit vasthoudt
71A424|Adam en Eva ontdekken hun naaktheid; ze bedekken zich met hun handen of met bladeren.
71A5|Verleiding en Val: Adam en Eva in het paradijs (na de Val) (Genesis 3:8-21)
71A51|Adam en/of Eva overwinnen met berouw
71A52|God loopt in de tuin van Eden
71A521|God roept Adam en Eva ter verantwoording voor hun daad.
71A522|Adam en Eva verbergen zich voor God
71A53|Adam en Eva berispt door God
71A531|Adam (alleen) berispt door God; Adam geeft Eve de schuld
71A532|Eva (alleen) berispt door God; Eva geeft de slang de schuld
71A54|de straf van Adam en Eva
71A541|De slang is vervloekt door God, en veroordeeld om stof te eten en op zijn buik te kruipen.
71A542|straf van Eva (alleen)
71A543|straf van Adam (alleen)
71A55|Adam en Eva worden gekleed door God
71A551|Adam en Eva ontvangen gereedschap, meestal een schop en een spintol.
71A6|Verdrijving van Adam en Eva uit het paradijs (Genesis 3:22-24)
71A61|God verdrijft Adam en Eva uit het paradijs en laat de boom des levens bewaken door een engel met een vlammend zwaard.
71A611|Een engel jaagt Adam en Eva uit het paradijs met een (vlammend) zwaard.
71A62|Adam en Eva buiten Eden, waarvan de ingang bewaakt wordt door stralende cherubijnen
71A63|Adam en Eva doen boete
71A631|reinigingsbad van Adam en Eva
71A7|De arbeid van Adam en Eva; kindertijd van Kaïn en Abel (Genesis 4:1-2)
71A71|Eve zwanger
71A711|Geboorte van Cain
71A7111|bad, rituele reiniging van Eva
71A712|Geboorte van Abel
71A7121|Adam baadt Abel met de hulp van Cain.
71A7122|Eva zoogt Abel; Kaïn slaat af, d.w.z. de jaloezie van Kaïn
71A72|Adam (en Eva) waren betrokken bij landbouwactiviteiten
71A721|Adam was betrokken bij landbouwactiviteiten, Eva spon en meestal speelden hun kinderen.
71A722|Adam was bezig met landbouwactiviteiten, Eva zoogde de kinderen.
71A723|Een engel instrueert Adam in landbouwactiviteiten
71A73|onderwijs, opvoeding van Cain en Abel
71A731|Cain en Abel leren hun vader te helpen; Cain door te boeren, Abel door te hoeden
71A732|Cain (alleen) aan het werk, aan het boeren
71A733|Abel (alleen) aan het werk, hoeden
71A8|Het verhaal van Kaïn en Abel (Genesis 4:3-17)
71A81|De offerande van Kaïn en Abel: Abel biedt een lam aan, Kaïn meestal een schoof koren
71A811|God (of de hand van God) verschijnt en zegent Abel ~ offer
71A812|De rook van Abels offer stijgt rechtstreeks naar de hemel, terwijl de rook van Cain's offer neergeslagen wordt.
71A8121|De rook van Abels offer stijgt rechtstreeks naar de hemel, terwijl de rook van Cain's offer neergeslagen wordt, met God die Abel zegent
71A813|Een engel ontvangt Abels lam, terwijl een duivel Cain kan helpen
71A814|Abel aanbod (alleen)
71A815|Cain offerande (alleen)
71A82|De moord op Abel: Cain doodt hem met een steen, een knuppel of een kaakbeen, alternatief met een schop of een ander gereedschap als wapen.
71A821|Abels dood
71A822|Cain begraaft Abel
71A823|Adam en Eva ontdekken het dode lichaam van Abel en rouwen erover.
71A824|Adam en Eva begraven Abel
71A83|De vloek en vlucht van Cain
71A831|De Heer roept Cain ter verantwoording voor zijn daad.
71A8311|Het bloed van Abel roept om wraak.
71A832|de vloek van Kaïn
71A8321|God zet een teken op Kaïn
71A833|de vlucht van Cain
71A834|Cain berouwvol
71A84|latere leven van Cain
71A841|Cain en zijn familie
71A8411|Geboorte van Enoch
71A842|Cain bouwt de stad van Enoch
71A9|afnemende jaren en dood van Adam en Eva, en het verhaal van Seth (Genesis 4:25, 5:1-8)
71A91|Achteruitgaande jaren en dood van Adam en Eva
71A911|Geboorte van Seth
71A912|dood van Adam
71A9121|Begrafenis van Adam
71A9122|graf van Adam
71A913|dood van Eva
71A92|verhaal van Seth
71B|Genesis van de nakomelingen van Kaïn en Seth tot Abraham
71B1|de nakomelingen van Kaïn, de Kaïnieten (Genesis 4:18-24)
71B11|Verhaal van Enoch, zoon van Cain
71B12|verhaal van Irad
71B13|verhaal van Mehujael
71B14|Verhaal van Methusael
71B15|Verhaal van Lamech, zoon van Methusael
71B151|Lamech doodt Cain: Cain wordt per ongeluk doodgeschoten door een pijl van de blinde Lamech, die bij de jacht wordt geholpen door zijn zoon Tubalcain.
71B1511|Woedende Lamech doodt Tubalcain
71B152|Lamech bekent aan zijn vrouwen, Adah en Zillah, dat hij een oude man en een jonge man (Cain en Tubalcain) heeft gedood.
71B1521|Lamech wordt berispt of geslagen door zijn vrouwen
71B16|de kinderen van Lamech
71B161|Verhaal van Jabal, de eerste die vee hield en in tenten woonde
71B162|Verhaal van Jubal, voorouder van alle muzikanten die de harp en de fluit bespelen
71B163|verhaal van Tubal-Kaïn, de eerste smid
71B2|de nakomelingen van Seth (Genesis 4:26, 5:9-32)
71B21|Verhaal van Enos
71B22|Verhaal van Cainan
71B23|verhaal van Mahalaleel
71B24|Verhaal van Jared
71B25|Verhaal van Enoch, zoon van Jared, die letters uitvond en als eerste het jaar in seizoenen en twaalf maanden verdeelde
71B251|Enoch's vertaling
71B26|Verhaal van Methusalem
71B27|Verhaal van Lamech, zoon van Methusalem
71B271|geboorte van Noah
71B3|Verhaal van Noach
71B31|Voor de Zondvloed (Genesis 6-7:4)
71B311|de slechtheid van de mensheid; de slechten worden meestal afgebeeld terwijl ze feesten en zich vermaken
