2|příroda
31G31|odchod
31G311|ryba
31G311|přeprava
31G311|nebe
31G32|cestování
31G321|mrtvý (ten)
31G321|loď
31G322|Psychopompos
31G322|ryba
31G322|vedoucí
31G322|nebe
31G33|soudce
31G331|vážení
31G332|kniha
31G332|otevřená kniha
31G332|otevření
31G34|Ztracená duše
31G34|Stuha
31G34|odsuzování
31G34|zatracená duše
31G35|ryba
31G35|ďábel
31G35|boj
31G36|víly
31G361|přeprava
31G361|ďábel
31G4|věčnost
31G4|nebe
31G4|nalévat
32A|lidské typy
32A|typ
32A1|Komplexnost
32A1|Stuha
32A1|čtyři
32A1|temperamenty (čtyři)
32A11|cholerický temperament
32A110|Choleric (pro oheň)
32A110|čtyři
32A12|sangvinický temperament
32A120|Sanguigno (pro vzduch)
32A120|voda
32A13|flegmatický temperament
32A130|Flemmatico (pro vodu)
32A130|voda
32A14|melancholie
32A140|Melancholie (za zemí)
32A140|Melancholie
32A140|země
32A141|světová bolest
32A2|tlustý a hubený
32A21|hotovo
32A210|Mastnota
32A210|Stuha
32A211|steatopygie
32A22|tenký
32A3|optimista a pesimista
32A31|optimista
32A32|pesimismus
32A41|asketický
32A42|zbabělec
32A42|zbabělost
32A43|žrout
32A43|obžerství
32A44|lakota
32A44|bídný
32A45|parazit
32A45|houby
32A46|Lenost
32A46|lenoch
32A5|karikatura
32A6|hlava (zvíře)
32A6|fyziognomie
32A61|frenologie
32A62|chirognomie
32A7|postava
32A8|emoce
32A8|vášeň
32B|státní příslušnost
32B|rasa (lidská)
32B1|prehistorie
32B11(...)|neandrtálec
32B11(...)|Peking (man)
32B12|kultura
32B12|život
32B2|vyhynulý
32B2|historie
32B2(GAULS)|Galové
32B2(TEUTONS)|Germáni
32B31|bílá
32B311|Evropané
32B311(ALBANIANS)|Albánci
32B311(BELGIANS)|Belgičané
32B311(BULGARIANS)|Bulhaři
32B311(CROATS)|Chorvaté
32B311(CZECHS)|Češi
32B311(DANES)|Dnes
32B311(DUTCH)|holandský
32B311(ENGLISH)|Angličtina
32B311(FLEMINGS)|Flemings
32B311(FRENCH)|Francouzi
32B311(GERMANS)|Bratři
32B311(GREEKS)|Řekové
32B311(HUNGARIAN)|Maďaři
32B311(IRISH)|irský
32B311(ITALIANS)|Italové
32B311(POLES)|Poláci
32B311(PORTUGUESE)|portugalština
32B311(RUMANIANS)|Rumuni
32B311(RUSSIANS)|Rusové
32B311(SCOTS)|Skotové
32B311(SERBIANS)|Srbové
32B311(SLAVS)|Slované
32B311(SLOVAKS)|Slováci
32B311(SPANIARDS)|Španělé
32B311(SWEDES)|Švédové
32B311(WALLOONS)|Valoni
32B312|přistěhovalec
32B312|neevropané
32B312(AMERICA)|Američané
32B312(AUSTRALIA)|Australané
32B313|přistěhovalci
32B313(MOROCCO)|Maročané
32B313(SRI LANKA)|Srílanci
32B32|Afričané
32B32(BEDOUINS)|Beduíni
32B32(BEDOUINS)|Beduíni
32B32(TUNISIANS)|Tunisané
32B321|černý
32B321|Afričané ze subsaharské Afriky
32B321(BANTUS)|Bantu
32B3211|Američané
32B3211|Afroameričané
32B33|Asiaté
32B33(ARABS)|Arabové
32B33(INDIANS)|Indiáni
32B33(PERSIANS)|Peršané
32B33(TURKS)|Turecký
32B331|Mongolové
32B3311|čínský
32B3312|japonština
32B34|Američané
32B341|Eskymáci
32B342|domorodí Američané
32B343|Středoameričané
32B344|Jihoameričané
32B345|Karibik
32B35|Australané
32B35|Oceánský
32B36|aborigine
32B36|primitivní člověk
32B37|trpaslík
32B37|pygmejové
32B37|kmen
32B371|Afričané
32B3711|Křováci
32B3712|Hottentoti
32B372|Novoguinejci
32B381|mulat
32B382|eurasijský
32B382|míšenec
32B383|obchod, povolání
32B383|mestizo
32B39(...)|Lapps
32C|klasifikace
32C|rasa (lidská)
32C|věda
33|vztah
33A|přátelskost
33A|neagresivní
33A1|salutování
33A11|má
33A11|hlava
33A11|odhalení
33A12|spojení pravých rukou
33A12|ruka
33A12|potřásání rukou
33A13|schůzka
33A131|představení osoby
33A1311|vizitka
33A1311|karta
33A1311|vizitka
33A132|uznávání
33A14|objímání
33A14|líbání
33A15|ruka
33A15|rameno
33A2|odjíždějící
33A2|rozloučení
33A21|ptát se
33A21|zpoždění
33A3|společnost
33A3|elegantní společnost
33A3|host
33A3|přijímání osoby
33A3|návštěva
33A31|od
33A31|klepání
33A32|blahopřející
33A33|kondolující
33A34|adresování
33A34|skupina
33A34|řečník
33A341|poslouchání
33A341|vypravěč příběhů
33A35|rozhovor
33A35|konverzační téma
33A35|dialog
33A350|Konverzace
33A350|Stuha
33A39|hostina
33A39|volná společnost
33A4|výměna
33A4|jed
33A41|příjem
33A49|odmítnutí (dárku, nabídky)
33A5|přátelský obrázek
33A5|přítel
33A51|přátelství
33A51|jednostranný
33A52|ruka
33A52|rameno
33A53|ruku v ruce
33A54|rodokmen
33A54|Album přátel
33A58|smíření
33A59|špatný
33A59|společník
33A6|záchrana
33A61|pomoc
33A610|Pomoc
33A610|Stuha
33A610|Záchrana
33A62|osvobozující
33A7|soused
33A71|partner
33A711|nerovný
33A8|dvojitý
33A81|náhradník
33A81|substituce
33B|agresivita
33B|rozzlobený
33B1|hádání
33B10|Trochu
33B10|Stuha
33B11|urážlivý
33B11|posmívání
33B11|škádlení
33B111|vztáhnout nos
33B111|prst
33B111|přepravovat
33B111|snook
33B111|šíření
33B111|palec
33B12|obviňující
33B13|pomluva
33B14|náročný
33B14|vyhrožující
33B2|souboj
33B3|boj
33B31|pěstní souboj
33B32|kopání
33B33|face
33B33|facka
33B33|nápadný
33B4|únos
33B41|únos
33B5|nepřítel
33B51|protivník
33B6|zabíjení
33B6|vraždění
33B60|Vražda
33B60|Stuha
33B9|útěk
33B9|usilující
33B90|Let
33B90|Populární útěk
33B90|Pronásledování
33B90|Stuha
33B91|skrývání
33B91|skrývat se
33C1|ženské intriky
33C1|smrtící ženy
33C1|vliv
33C1|škodlivý vliv
33C1|žena
33C11|Aristoteles
33C11|Campaspe (Phyllis)
33C11|nošení na zádech
33C11|kurtizána
33C11|plazení
33C11|jízda
33C12|Virgil
33C12|košík
33C12|zvedání
33C12|posmívání
33C12|okno
33C121|hýždě
33C121|svíčka
33C121|plamen
33C121|podpal
33C121|pomsta
33C13|Alexandr Veliký
33C13|Candace
33C2|sliby
33C21|dvoření
33C21|nápadník
33C211|láska na první pohled
33C2111|hledání
33C2111|spící
33C212|jmenování
33C2121|dopis (epistola)
33C213|serenáda
33C214|jed
33C214|nabídka
33C2141|Den svatého Valentýna
33C2141|Valentýn (sv.)
33C215|korunovace
33C215|věnec
33C216|touha
33C216|osamělost
33C217|skrývání
33C217|tajnost
33C2171|nález
33C218|probuzení lásky
33C219|neopětovaná láska
33C219|svádějící
33C22|schůzka
33C221|čekání
33C222|lezení
33C222|vstup
33C222|okno
33C2221|košík
33C2221|zvedání
33C223|zamykání
33C223|místo setkání
33C224|řezbářství
33C224|srdce
33C224|počáteční
33C224|název
33C224|kmen stromu
33C2241|značka
33C225|rozloučení
33C226|překvapení
33C226|přerušení
33C2261|sledování
33C2262|špehování
33C227|dohazování
33C227|kuplířka
33C229|vyhánění
33C229|neopětovaná láska
33C229|střední
33C2291|nočník
33C2291|pot
33C2291|okno
33C23|pár
33C231|ruku v ruce
33C232|líbání
33C2321|ruka
33C233|objímání
33C233|symplegma
33C234|laskání
33C2340|Milostné laskání
33C2340|Stuha
33C235|bojující
33C235|zápas
33C236|hádání
33C236|zášť
33C239|než
33C29|kritizující
33C29|přítel
33C29|žárlivost
33C31|dvoření
33C31|neopětovaná láska
33C31|jednostranný
33C311|útěk
33C3111|oblečení
33C3111|zanechávající za sebou
33C3111|bota
33C312|opouštění
33C3121|osamělost
33C313|obviňující
33C314|útěk
33C32|neopětovaná láska
33C32|slídění
33C32|usilující
33C321|Stuha
33C321|Rivalita
33C321|soutěž
33C321|rozdělit
33C321|nápadník
33C3211|hlupák
33C3211|kalhoty
33C322|palice
33C322|třesení
33C322|strom
33C3221|házení
33C323|Ztracené lásky
33C323|zasahující
33C3231|úspěch
33C3231|vítěz
33C33|výběr
33C331|výběr
33C331|prosévání
33C331|nápadník
33C332|páska přes oči
33C333|bohatství
33C333|mládí
33C34|loterie
33C34|manželská loterie
33C341|počítač
33C341|schůzka
33C4|pohlavní styk
33C41|pár
33C411|obscénní
33C411|pornografie
33C411|drsný
33C412|felace
33C413|cunnilingus
33C42|odkvět
33C42|panenství
33C421|symbol
33C4211|rozbíjení
33C4211|rozbitá konvice
33C4211|pot
33C4212|klec pro ptáky
33C4212|otevření
33C44|padlá žena
33C44|žena
33C45|dítě
33C451|dospělý
33C451|Pedofilie
33C46|masturbace
33C46|masturbace
33C47|skupinový sex
33C48|zvíře
33C48|zoofilie
33C48|perverzita
33C48|sexuální zvrácenost
33C48|sodomie
33C49|porušující
33C5|zaměstnání
33C5|prostituce
33C51|bordel
33C511|okrádání
33C512|vyhánění
33C52|děvka
33C521|kurtizána
33C5211|Korint
33C5211|Lais
33C53|dohazování
33C531|kuplířka
33C54|Paní
33C55|pimp
33C551|elegantní muž
33C56|nabízení
33C56|ulice
33C561|okno
33C57|otrok
33C57|obchod
33C57|obchod s bílými otroky
33C571|dítě
33C6|homosexuální
33C6|lesbianismus
33C61|pederastie
33C62|sodomie
33C71|kastrace
33C71|impotence
33C711|eunuch
33C72|afrodiziakum
33C72|jiný
33C72|potence
33C721|zachování
33C729|anafrodiziakum
33C8|touha
33C8|vášeň
33C81|kontrast
33C811|smyslnost
33C8110|Chtíč
33C8110|Stuha
33C8110|Rozkoš
33C812|cudnost
33C8120|Cudnost
33C8120|Cudnost
33C8120|Cudnost
33C8120|Stuha
33C8120|Čestná hanba
33C8121|pás cudnosti
33C8121|pás
33C8122|zkouška
33C813|cudnost
33C813|obhajoba
33C82|kontrast
33C82|pozemská láska
33C82|nebeská láska
33C83|kontrast
33C83|dvorská láska
33C84|dvorská láska
33C85|svobodná láska
33C851|fantazie
33C851|promiskuita
33C86|svůdník
33C86|ženich
33C861|Don Juan
33C861|John (Don)
33C862|Modrovous
33C87|šmírování
33C89|perverzita
33C89|skatologie
33C89|sexuální zvrácenost
33C891|sadismus
33C8911|flagelantismus
33C8911|bičování
33C892|masochismus
33C893|fetišismus
33C9|Láska
33C911|Paní Minne
33C911|Paměť
33C9111|šipka
33C9111|střelba
33C9112|soud
33C912|Maurský tanec
33C912|Morrisův tanec
33C912|tanec
33C92|hrad
33C93|soud
33C93|hostina
33C93|galantní večírek
33C93|zahrada
33C931|Umění milovat
33C94|Kythéra
33C94|Ostrov Kythéra
33C941|nalodění
33C942|nalodění
33C95|Původ lásky
33C95|Stuha
33C95|původ
33C951|Fontána lásky
33C951|fontána
33C96|sebeobětování
33C97|mučení
33C97|mučení
33C971|neopětovaná láska
33C99|Zkrocená zvěř
33C99|Stuha
33C99|porážka
33C99|štít
33CC3121|osamělost
33CC331|výběr
33CC331|prosévání
33CC331|nápadník
33CC332|páska přes oči
33CC333|bohatství
33CC333|mládí
33CC51|bordel
33CC511|okrádání
33CC512|vyhánění
33CC52|děvka
33CC5211|Korint
33CC5211|Lais
33CC53|dohazování
33CC54|Paní
33CC55|pimp
33CC551|elegantní muž
33CC56|nabízení
33CC56|ulice
33CC561|okno
33CC57|otrok
33CC57|obchod
33CC57|obchod s bílými otroky
33CC571|dítě
34|zvíře
34|zaměstnání
34A1|laskání
34A1|přátelství
34A1|hlazení
34A11|domácí zvíře
34A11|štít
34A111|pták
34A111|kuře
34A111|stříhání
34A111|papoušek
34A111|křídlo
34A2|kůň
34A2|štít
34A21|zlomit koně
34A21|uzda
34A21|sedlo
34A22|školení
34A3|nicméně
34A3|školení
34A31|policejní pes
34A32|vodicí pes
34A33|lovecký pes
34A34|výkon
34A4|peníze
34A4|výkon
34A41|medvěd
34A42|opice
34A43|morče
34A5|had
34A9|špatné zacházení
34A9|mučení
34B|domácí zvíře
34B1|uvnitř
34B11|nicméně
34B111|límec
34B112|Viděli
34B113|hlídací pes
34B114|venčení psa
34B12|kolik
34B121|myš
34B13|pták
34B131|klec pro ptáky
34B1311|prázdný
34B132|voliéra
34B132|klec pro ptáky
34B133|lano
34B133|řetězec
34B2|venku
34B21|drůbež
34B211|rybník
34B22|savec
34B23|pták
34B231|kam
34B2311|kde-cote
34B232|kuře
34B232|kohout
34B232|drůbež
34B232|je
34B2321|kurník
34B233|vodní pták
34B2331|lilie
34B2332|hus
34B2333|kachna
34B3|obojživelník
34B31|plaz
34B31|terárium
34B4|ryba
34B41|akvárium
34B411|akvárium
34B42|rybník
34B42|rybník
34C|ochrana
34C1|krmení
34C11|zima
34C12|sucho
34C12|zalévání
34C2|ukrytí
34C21|pták
34C21|which
34C211|hnízdící budka
34C212|špaček
34C212|špaččí dům
34C3|národní park
34C3|park
34C3|rezerva
34C3|divoké zvíře
34C3|přírodní rezervace
34C31|plot
34C32|rošt
34C4|obhajoba
34C4|špatné zacházení
34C41|organizace
34C5|veterinář
34D|ovládání
34D|vymýcení
34D|škodlivé zvíře
34D|vermin
34D1|savec
34D11|myš
34D111|past na myši
34D111|schody
34D12|rada
34D121|jed
34D121|jed na krysy
34D121|prodej
34D122|deratizátor
34D2|pták
34D21|strašák
34D3|hmyz
34D31|letět
34D311|plácačka na mouchy
34D312|lepidlo na mouchy
34D32|komár
34D321|ne
34D321|obrazovka
34D322|hoření
34D322|pot
34D322|kouř
34D322|kadidelnice
34D51|chemický
34D51|stříkání
34E|zdrženlivost
34E1|divoké zvíře
34E11|lví doupě
34E12|medvěd
34E12|jám
34E2|sbírka
34E21|cirkus
34E22|skrýt
34E221|správce
34E3|vazba
34E3|řetěz
34E3|lano
34F|divoké zvíře
34F1|vyhrožující
34F11|boj (zvíře)
34F111|lev
34F111|ornament
34F12|zabíjení (zvířat)
34F13|zabíjení (zvířat)
34F14|mrtvola
34F14|požírání
34F2|which
34F21|nálezce
34G|přestrojení
35|Arcadia
35|pastorační
35|pastýř
36|životní prostředí
36A|ochrana
36A|ochrana
36A1|čištění
36B|zničení
36B1|znečištění
36B11|příroda
36B111|voda
36B111|znečištění ovzduší
36B112|voda
36B112|znečištění vody
36B113|půda
36B113|znečištění půdy
